Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.875s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16.8	16.4	12	13	17	15	15.4	14.4	14	14.4
61	0	0	969.6	636.8	1046.4	940.8	867.2	502.4	1273.6	1052.8
62	0	0	320	678.4	566.4	768	720	755.2	1132.8	739.2
63	0	0	483.2	924.8	860.8	806.4	614.4	627.2	547.2	537.6
64	0	0	329.6	764.8	691.2	790.4	704	912	675.2	566.4
65	0	0	579.2	512	966.4	684.8	761.6	684.8	931.2	627.2
66	0	0	345.6	604.8	672	547.2	633.6	572.8	825.6	531.2
67	0	0	560	588.8	761.6	707.2	668.8	620.8	774.4	576
68	0	0	320	723.2	704	633.6	704	624	668.8	393.6
69	0	0	524.8	643.2	560	713.6	771.2	896	579.2	505.6
70	0	0	550.4	726.4	752	678.4	547.2	812.8	531.2	380.8
71	0	0	537.6	793.6	768	624	553.6	675.2	601.6	412.8
72	0	0	499.2	582.4	841.6	585.6	867.2	723.2	790.4	460.8
73	0	0	585.6	918.4	787.2	736	624	515.2	598.4	390.4
74	0	0	422.4	784	873.6	752	560	841.6	627.2	672
75	0	0	419.2	812.8	592	841.6	518.4	691.2	825.6	368
76	0	0	531.2	854.4	780.8	886.4	758.4	377.6	694.4	630.4
77	0	0	358.4	505.6	854.4	630.4	732.8	854.4	883.2	534.4
78	0	0	556.8	518.4	678.4	652.8	704	854.4	707.2	624
79	0	0	441.6	572.8	508.8	790.4	672	643.2	736	528
80	0	0	406.4	633.6	678.4	675.2	464	688	694.4	464
81	0	0	569.6	646.4	771.2	630.4	835.2	528	806.4	569.6
82	0	0	800	460.8	694.4	828.8	672	640	780.8	502.4
83	0	0	499.2	841.6	659.2	860.8	675.2	761.6	492.8	572.8
84	0	0	390.4	473.6	886.4	656	796.8	787.2	652.8	700.8
85	0	0	633.6	729.6	771.2	784	678.4	588.8	630.4	364.8
86	0	0	486.4	656	822.4	684.8	825.6	531.2	662.4	483.2
87	0	0	496	457.6	764.8	553.6	800	752	569.6	518.4
88	0	0	486.4	662.4	889.6	547.2	668.8	777.6	691.2	518.4
89	0	0	540.8	803.2	691.2	867.2	521.6	707.2	678.4	636.8
90	0	0	416	617.6	732.8	662.4	614.4	662.4	582.4	310.4
avg	0	0	501.973	670.933	754.24	717.333	684.48	686.933	721.493	539.093
delay	0.25	0.317073	577.535	578.775	544.389	551.811	509.636	554.645	509.588	618.755
loss	0	0	0.894522	0.563571	0.769295	0.76297	0.237658	0.76952	0.243179	0.689542
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=35e6', '--ratio=0.375', '--RngRun=48', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
