Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  25458	  0
11 	  10	  4	  10	  9	  0
10 	  11	  4	  10	  18742	  0
10 	  9	  4	  10	  9	  0
9 	  10	  4	  10	  15654	  0
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  24643	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  20039	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  17419	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  19682	  0
15 	  14	  4	  10	  9	  0
14 	  15	  4	  10	  15396	  0
14 	  13	  4	  10	  10	  0
13 	  14	  4	  10	  13855	  0
14 	  15	  1	  7	  209	  1
11 	  12	  1	  7	  1442	  1
9 	  10	  1	  7	  54	  1
15 	  16	  1	  7	  495	  1
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  22330	  0
7 	  8	  1	  7	  550	  1
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  18267	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  16465	  0
6 	  7	  1	  7	  244	  1
3 	  4	  1	  7	  1228	  1
10 	  11	  1	  7	  184	  1
5 	  6	  1	  7	  129	  1
2 	  3	  1	  7	  248	  1
1 	  2	  1	  7	  117	  1
13 	  14	  1	  7	  37	  1

 TotalTx Number= 233000

 TotalReset Number= 37043
