Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  24682	  0
15 	  14	  4	  10	  9	  0
14 	  15	  4	  10	  20493	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  17750	  0
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  19767	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  16210	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  14221	  0
12 	  11	  4	  10	  10	  0
11 	  12	  4	  10	  22625	  0
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  18930	  0
10 	  9	  4	  10	  10	  0
9 	  10	  4	  10	  16538	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  20703	  0
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  16425	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  14413	  0
11 	  12	  1	  7	  1962	  1
3 	  4	  1	  7	  786	  1
7 	  8	  1	  7	  459	  1
1 	  2	  1	  7	  72	  1
10 	  11	  1	  7	  176	  1
5 	  6	  1	  7	  40	  1
2 	  3	  1	  7	  177	  1
6 	  7	  1	  7	  113	  1
15 	  16	  1	  7	  848	  1
14 	  15	  1	  7	  290	  1
13 	  14	  1	  7	  133	  1
9 	  10	  1	  7	  73	  1

 TotalTx Number= 228000

 TotalReset Number= 37786
