Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  22407	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  18585	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  16046	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  23191	  0
15 	  14	  4	  10	  10	  0
14 	  15	  4	  10	  18691	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  16460	  0
12 	  11	  4	  10	  17	  0
11 	  12	  4	  10	  21784	  0
12 	  11	  4	  7	  3	  1
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  18395	  0
11 	  12	  1	  7	  852	  1
10 	  9	  4	  10	  34	  0
9 	  10	  4	  10	  15983	  0
15 	  16	  1	  7	  548	  1
10 	  11	  1	  7	  149	  1
14 	  15	  1	  7	  226	  1
9 	  10	  1	  7	  109	  1
13 	  14	  1	  7	  131	  1
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  24143	  0
7 	  6	  4	  10	  24	  0
6 	  7	  4	  10	  19575	  0
6 	  5	  4	  10	  14	  0
5 	  6	  4	  10	  17594	  0
3 	  4	  1	  7	  686	  1
2 	  3	  1	  7	  172	  1
6 	  7	  1	  7	  176	  1
7 	  8	  1	  7	  748	  1
1 	  2	  1	  7	  91	  1
5 	  6	  1	  7	  90	  1

 TotalTx Number= 237000

 TotalReset Number= 39610
