Dst	Src	HeMcs	Txlevel	Num	isObss
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  22133	  0
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  18005	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  15979	  0
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  22124	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  18063	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  15909	  0
2 	  3	  1	  7	  116	  1
3 	  4	  1	  7	  698	  1
7 	  8	  1	  7	  1004	  1
5 	  6	  1	  7	  91	  1
1 	  2	  1	  7	  67	  1
16 	  15	  4	  10	  10	  0
15 	  16	  4	  10	  23947	  0
15 	  14	  4	  10	  10	  0
14 	  15	  4	  10	  19648	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  17153	  0
12 	  11	  4	  10	  19	  0
11 	  12	  4	  10	  23594	  0
12 	  11	  4	  7	  5	  1
11 	  10	  4	  10	  9	  0
10 	  11	  4	  10	  18794	  0
15 	  16	  1	  7	  562	  1
10 	  9	  4	  10	  9	  0
9 	  10	  4	  10	  16344	  0
11 	  12	  1	  7	  914	  1
13 	  14	  1	  7	  81	  1
14 	  15	  1	  7	  95	  1
6 	  7	  1	  7	  225	  1
9 	  10	  1	  7	  95	  1
10 	  11	  1	  7	  232	  1

 TotalTx Number= 236000

 TotalReset Number= 39025
