Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  10	  827	  0
15 	  16	  4	  10	  1584	  0
15 	  14	  4	  10	  861	  0
14 	  15	  4	  10	  1566	  0
12 	  11	  4	  10	  659	  0
8 	  7	  4	  10	  736	  0
11 	  12	  4	  10	  1145	  0
7 	  8	  4	  10	  1273	  0
14 	  13	  4	  10	  1029	  0
13 	  14	  4	  10	  1070	  0
7 	  6	  4	  10	  796	  0
6 	  7	  4	  10	  1019	  0
11 	  10	  4	  10	  715	  0
10 	  11	  4	  10	  994	  0
10 	  9	  4	  10	  955	  0
9 	  10	  4	  10	  940	  0
6 	  5	  4	  10	  927	  0
5 	  6	  4	  10	  914	  0
15 	  14	  4	  4	  5	  1
4 	  3	  4	  10	  830	  0
3 	  4	  4	  10	  1588	  0
3 	  2	  4	  10	  843	  0
2 	  3	  4	  10	  1349	  0
2 	  1	  4	  10	  1031	  0
1 	  2	  4	  10	  1314	  0
15 	  16	  0	  10	  1	  1
9 	  10	  1	  4	  5	  1
1 	  2	  4	  10	  4	  1
7 	  8	  0	  10	  5	  1
14 	  15	  1	  4	  4	  1
3 	  4	  0	  10	  5	  1
7 	  8	  1	  10	  5	  1

 TotalTx Number= 25000

 TotalReset Number= 4234
