Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  760	  0
3 	  4	  4	  10	  1355	  0
12 	  11	  4	  10	  641	  0
11 	  12	  4	  10	  1124	  0
8 	  7	  4	  10	  662	  0
16 	  15	  4	  10	  678	  0
7 	  8	  4	  10	  1071	  0
15 	  16	  4	  10	  1029	  0
7 	  6	  4	  10	  689	  0
6 	  7	  4	  10	  785	  0
15 	  14	  4	  10	  792	  0
14 	  15	  4	  10	  875	  0
3 	  2	  4	  10	  844	  0
2 	  3	  4	  10	  1132	  0
2 	  1	  4	  10	  1040	  0
1 	  2	  4	  10	  1043	  0
6 	  5	  4	  10	  796	  0
5 	  6	  4	  10	  735	  0
14 	  13	  4	  10	  911	  0
13 	  14	  4	  10	  909	  0
11 	  10	  4	  10	  670	  0
10 	  11	  4	  10	  820	  0
10 	  9	  4	  10	  782	  0
9 	  10	  4	  10	  821	  0
7 	  8	  0	  10	  15	  1
2 	  3	  1	  4	  4	  1
10 	  11	  1	  4	  4	  1
10 	  11	  1	  10	  1	  1
2 	  3	  1	  10	  1	  1
11 	  12	  0	  10	  4	  1
11 	  12	  1	  10	  6	  1

 TotalTx Number= 21000

 TotalReset Number= 3810
