Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  2884	  0
9 	  8	  4	  10	  2931	  0
2 	  3	  4	  10	  4214	  0
8 	  9	  4	  10	  4254	  0
6 	  5	  4	  10	  3492	  0
5 	  6	  4	  10	  4874	  0
8 	  7	  4	  10	  3614	  0
7 	  8	  4	  10	  3684	  0
2 	  1	  4	  10	  3449	  0
1 	  2	  4	  10	  3468	  0
5 	  4	  4	  10	  3982	  0
4 	  5	  4	  10	  3996	  0
2 	  3	  1	  10	  97	  1
1 	  2	  1	  4	  21	  1
7 	  8	  1	  4	  24	  1
9 	  8	  4	  4	  6	  1
8 	  9	  1	  10	  9	  1

 TotalTx Number= 45000

 TotalReset Number= 2810
