Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  10	  804	  0
4 	  3	  4	  10	  585	  0
15 	  16	  4	  10	  1375	  0
3 	  4	  4	  10	  1216	  0
8 	  7	  4	  10	  655	  0
7 	  8	  4	  10	  1117	  0
3 	  2	  4	  10	  677	  0
2 	  3	  4	  10	  831	  0
12 	  11	  4	  10	  709	  0
11 	  12	  4	  10	  1316	  0
7 	  6	  4	  10	  736	  0
6 	  7	  4	  10	  1015	  0
2 	  1	  4	  10	  783	  0
1 	  2	  4	  10	  826	  0
15 	  14	  4	  10	  881	  0
14 	  15	  4	  10	  1147	  0
11 	  10	  4	  10	  755	  0
10 	  11	  4	  10	  997	  0
6 	  5	  4	  10	  923	  0
5 	  6	  4	  10	  879	  0
14 	  13	  4	  10	  1028	  0
13 	  14	  4	  10	  908	  0
10 	  9	  4	  10	  922	  0
9 	  10	  4	  10	  879	  0
7 	  8	  0	  10	  7	  1
14 	  15	  1	  4	  9	  1
11 	  12	  0	  10	  1	  1
3 	  4	  0	  10	  6	  1
15 	  16	  0	  10	  7	  1
1 	  2	  1	  4	  5	  1

 TotalTx Number= 22000

 TotalReset Number= 3961
