Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  3883	  0
8 	  9	  4	  10	  5757	  0
6 	  5	  4	  10	  3939	  0
5 	  6	  4	  10	  5221	  0
8 	  7	  4	  10	  5461	  0
7 	  8	  4	  10	  4739	  0
3 	  2	  4	  10	  4115	  0
2 	  3	  4	  10	  6014	  0
5 	  4	  4	  10	  4689	  0
4 	  5	  4	  10	  4258	  0
2 	  1	  4	  10	  5376	  0
1 	  2	  4	  10	  4985	  0
2 	  3	  2	  10	  130	  1
1 	  2	  0	  7	  38	  1
9 	  8	  4	  6	  28	  1
2 	  3	  0	  7	  70	  1
8 	  9	  2	  10	  95	  1
1 	  2	  3	  6	  48	  1
8 	  9	  0	  7	  35	  1
7 	  8	  3	  6	  36	  1
9 	  8	  4	  7	  20	  1
7 	  8	  0	  7	  28	  1
3 	  2	  4	  6	  30	  1
3 	  2	  4	  7	  4	  1

 TotalReset Number= 8564
