Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  10	  8081	  0
9 	  8	  4	  10	  10125	  0
5 	  6	  4	  10	  11212	  0
8 	  9	  4	  10	  18182	  0
3 	  2	  4	  10	  8864	  0
2 	  3	  4	  10	  18517	  0
8 	  7	  4	  10	  17111	  0
7 	  8	  4	  10	  15554	  0
5 	  4	  4	  10	  9645	  0
4 	  5	  4	  10	  8866	  0
2 	  1	  4	  10	  14959	  0
1 	  2	  4	  10	  14545	  0
2 	  3	  2	  10	  832	  1
7 	  8	  0	  7	  293	  1
7 	  8	  3	  6	  611	  1
1 	  2	  0	  7	  356	  1
8 	  9	  2	  10	  666	  1
1 	  2	  3	  6	  442	  1
2 	  3	  0	  7	  778	  1
8 	  9	  0	  7	  728	  1
9 	  8	  4	  6	  252	  1
3 	  2	  4	  6	  83	  1
3 	  2	  4	  7	  131	  1
9 	  8	  4	  7	  156	  1
7 	  8	  5	  10	  10	  1

 TotalReset Number= 18622
