Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  10	  2238	  0
11 	  12	  4	  10	  4979	  0
16 	  15	  4	  10	  3409	  0
15 	  16	  4	  10	  7560	  0
4 	  3	  4	  10	  3597	  0
3 	  4	  4	  10	  7441	  0
8 	  7	  4	  10	  2377	  0
7 	  8	  4	  10	  4704	  0
3 	  2	  4	  10	  4279	  0
2 	  3	  4	  10	  5757	  0
11 	  10	  4	  10	  2680	  0
10 	  11	  4	  10	  3397	  0
2 	  1	  4	  10	  5231	  0
1 	  2	  4	  10	  5184	  0
15 	  14	  4	  10	  4048	  0
14 	  15	  4	  10	  5827	  0
14 	  13	  4	  10	  5885	  0
13 	  14	  4	  10	  5683	  0
13 	  14	  0	  2	  252	  1
1 	  2	  0	  2	  287	  1
7 	  6	  4	  10	  2590	  0
6 	  7	  4	  10	  3464	  0
10 	  9	  4	  10	  3966	  0
9 	  10	  4	  10	  3524	  0
6 	  5	  4	  10	  4041	  0
5 	  6	  4	  10	  3557	  0
7 	  8	  1	  10	  21	  1
9 	  10	  0	  2	  194	  1
3 	  4	  0	  7	  78	  1
1 	  2	  0	  7	  37	  1
12 	  11	  4	  6	  4	  1
11 	  12	  1	  10	  181	  1
15 	  14	  4	  4	  22	  1
13 	  14	  1	  4	  79	  1
7 	  6	  4	  2	  19	  1
7 	  8	  2	  10	  37	  1
15 	  16	  2	  10	  50	  1
15 	  16	  0	  7	  77	  1
7 	  6	  4	  4	  13	  1
14 	  15	  0	  7	  29	  1
5 	  6	  0	  7	  18	  1
14 	  15	  3	  6	  55	  1
1 	  2	  1	  4	  24	  1
5 	  6	  0	  2	  159	  1
7 	  6	  4	  6	  4	  1
13 	  14	  3	  6	  30	  1
3 	  2	  4	  4	  24	  1
8 	  7	  4	  7	  21	  1
11 	  12	  2	  10	  45	  1
11 	  12	  0	  7	  36	  1
15 	  14	  4	  2	  35	  1
4 	  3	  4	  6	  19	  1
3 	  4	  1	  10	  53	  1
9 	  10	  1	  4	  19	  1
2 	  3	  0	  7	  19	  1
1 	  2	  3	  6	  14	  1
15 	  16	  1	  10	  30	  1
5 	  6	  1	  4	  59	  1
6 	  7	  3	  6	  37	  1
6 	  7	  2	  10	  11	  1
5 	  6	  3	  6	  39	  1
6 	  7	  0	  7	  11	  1
16 	  15	  4	  6	  5	  1
7 	  8	  0	  7	  55	  1
10 	  11	  0	  7	  16	  1
2 	  3	  3	  6	  42	  1
9 	  10	  3	  6	  12	  1
11 	  10	  4	  2	  7	  1
16 	  15	  4	  7	  9	  1
16 	  15	  4	  10	  5	  1
11 	  10	  4	  6	  12	  1
9 	  10	  0	  7	  5	  1
2 	  3	  2	  10	  43	  1
11 	  10	  4	  7	  11	  1
14 	  15	  2	  10	  26	  1
3 	  4	  2	  10	  28	  1
3 	  2	  4	  6	  3	  1
10 	  11	  3	  6	  23	  1
4 	  3	  4	  10	  17	  1
12 	  11	  4	  10	  17	  1
3 	  2	  4	  2	  26	  1
12 	  11	  4	  7	  4	  1
13 	  14	  0	  7	  25	  1
3 	  2	  4	  7	  18	  1
3 	  2	  4	  10	  4	  1
8 	  7	  4	  6	  15	  1
15 	  14	  4	  6	  1	  1
15 	  14	  4	  7	  6	  1
10 	  11	  2	  10	  4	  1

 TotalReset Number= 28035
