Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  755	  0
3 	  4	  4	  10	  1256	  0
3 	  2	  4	  10	  839	  0
2 	  3	  4	  10	  1058	  0
16 	  15	  4	  10	  831	  0
15 	  16	  4	  10	  1381	  0
8 	  7	  4	  10	  761	  0
7 	  8	  4	  10	  1384	  0
12 	  11	  4	  10	  667	  0
11 	  12	  4	  10	  1181	  0
7 	  6	  4	  10	  815	  0
6 	  7	  4	  10	  1036	  0
15 	  14	  4	  10	  981	  0
14 	  15	  4	  10	  1112	  0
2 	  1	  4	  10	  1098	  0
1 	  2	  4	  10	  966	  0
6 	  5	  4	  10	  996	  0
5 	  6	  4	  10	  968	  0
14 	  13	  4	  10	  1119	  0
13 	  14	  4	  10	  1075	  0
5 	  6	  0	  2	  61	  1
7 	  6	  4	  2	  4	  1
13 	  14	  0	  2	  50	  1
11 	  10	  4	  10	  721	  0
10 	  11	  4	  10	  939	  0
10 	  9	  4	  10	  885	  0
9 	  10	  4	  10	  830	  0
1 	  2	  0	  2	  86	  1
9 	  10	  0	  2	  113	  1
7 	  8	  1	  10	  18	  1
1 	  2	  1	  4	  9	  1
16 	  15	  4	  6	  4	  1

 TotalReset Number= 9942
