Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.378s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	3.88	-1.00	-1.00	2.72	-1.00	-1.00	4.93
12.00	-1.00	-1.00	5.43	-1.00	-1.00	1.74	-1.00	-1.00	4.11
13.00	-1.00	-1.00	2.91	-1.00	-1.00	5.79	-1.00	-1.00	1.62
14.00	-1.00	-1.00	2.66	-1.00	-1.00	2.26	-1.00	-1.00	1.33
15.00	-1.00	-1.00	2.20	-1.00	-1.00	4.11	-1.00	-1.00	3.71
16.00	-1.00	-1.00	1.33	-1.00	-1.00	4.81	-1.00	-1.00	1.04
17.00	-1.00	-1.00	1.68	-1.00	-1.00	3.48	-1.00	-1.00	3.65
18.00	-1.00	-1.00	3.13	-1.00	-1.00	5.56	-1.00	-1.00	3.24
19.00	-1.00	-1.00	3.59	-1.00	-1.00	3.07	-1.00	-1.00	4.58
20.00	-1.00	-1.00	3.36	-1.00	-1.00	1.45	-1.00	-1.00	3.59
21.00	-1.00	-1.00	4.05	-1.00	-1.00	2.18	-1.00	-1.00	1.39
22.00	-1.00	-1.00	3.71	-1.00	-1.00	1.29	-1.00	-1.00	3.94
23.00	-1.00	-1.00	0.46	-1.00	-1.00	0.46	-1.00	-1.00	3.42
24.00	-1.00	-1.00	3.30	-1.00	-1.00	3.07	-1.00	-1.00	4.11
25.00	-1.00	-1.00	2.32	-1.00	-1.00	1.62	-1.00	-1.00	3.88
26.00	-1.00	-1.00	4.69	-1.00	-1.00	5.04	-1.00	-1.00	2.20
27.00	-1.00	-1.00	2.72	-1.00	-1.00	2.09	-1.00	-1.00	4.00
28.00	-1.00	-1.00	1.74	-1.00	-1.00	2.20	-1.00	-1.00	3.54
29.00	-1.00	-1.00	4.05	-1.00	-1.00	4.00	-1.00	-1.00	1.96
30.00	-1.00	-1.00	4.00	-1.00	-1.00	1.97	-1.00	-1.00	1.56
31.00	-1.00	-1.00	1.56	-1.00	-1.00	3.36	-1.00	-1.00	2.61
32.00	-1.00	-1.00	4.29	-1.00	-1.00	4.69	-1.00	-1.00	4.98
33.00	-1.00	-1.00	1.85	-1.00	-1.00	2.37	-1.00	-1.00	1.33
34.00	-1.00	-1.00	4.52	-1.00	-1.00	4.40	-1.00	-1.00	3.01
35.00	-1.00	-1.00	3.30	-1.00	-1.00	0.93	-1.00	-1.00	2.55
36.00	-1.00	-1.00	1.62	-1.00	-1.00	5.15	-1.00	-1.00	5.20
37.00	-1.00	-1.00	3.71	-1.00	-1.00	4.46	-1.00	-1.00	2.52
38.00	-1.00	-1.00	1.51	-1.00	-1.00	5.97	-1.00	-1.00	2.70
39.00	-1.00	-1.00	1.68	-1.00	-1.00	2.78	-1.00	-1.00	3.48
10.1.1.3	3.26	4087.52
10.1.1.9	3.42	3898.87
10.1.1.6	3.47	3462.38
