Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.329s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	0.75	-1.00	-1.00	1.10	-1.00	-1.00	1.51
12.00	-1.00	-1.00	3.48	-1.00	-1.00	0.98	-1.00	-1.00	1.97
13.00	-1.00	-1.00	1.51	-1.00	-1.00	1.51	-1.00	-1.00	2.84
14.00	-1.00	-1.00	1.22	-1.00	-1.00	2.09	-1.00	-1.00	2.95
15.00	-1.00	-1.00	1.57	-1.00	-1.00	1.62	-1.00	-1.00	1.04
16.00	-1.00	-1.00	1.56	-1.00	-1.00	3.42	-1.00	-1.00	1.10
17.00	-1.00	-1.00	2.66	-1.00	-1.00	2.32	-1.00	-1.00	3.01
18.00	-1.00	-1.00	0.58	-1.00	-1.00	0.35	-1.00	-1.00	2.26
19.00	-1.00	-1.00	3.65	-1.00	-1.00	2.73	-1.00	-1.00	1.27
20.00	-1.00	-1.00	2.66	-1.00	-1.00	1.91	-1.00	-1.00	1.91
21.00	-1.00	-1.00	1.68	-1.00	-1.00	1.91	-1.00	-1.00	2.59
22.00	-1.00	-1.00	1.62	-1.00	-1.00	3.59	-1.00	-1.00	0.88
23.00	-1.00	-1.00	1.66	-1.00	-1.00	0.87	-1.00	-1.00	1.49
24.00	-1.00	-1.00	0.89	-1.00	-1.00	3.01	-1.00	-1.00	0.66
25.00	-1.00	-1.00	2.09	-1.00	-1.00	0.64	-1.00	-1.00	1.56
26.00	-1.00	-1.00	2.37	-1.00	-1.00	1.39	-1.00	-1.00	3.48
27.00	-1.00	-1.00	1.22	-1.00	-1.00	3.07	-1.00	-1.00	2.49
28.00	-1.00	-1.00	2.26	-1.00	-1.00	2.32	-1.00	-1.00	1.39
29.00	-1.00	-1.00	3.91	-1.00	-1.00	2.14	-1.00	-1.00	3.04
30.00	-1.00	-1.00	2.41	-1.00	-1.00	3.42	-1.00	-1.00	2.52
31.00	-1.00	-1.00	1.97	-1.00	-1.00	1.91	-1.00	-1.00	1.97
32.00	-1.00	-1.00	0.87	-1.00	-1.00	3.94	-1.00	-1.00	2.20
33.00	-1.00	-1.00	2.26	-1.00	-1.00	1.27	-1.00	-1.00	0.93
34.00	-1.00	-1.00	1.91	-1.00	-1.00	2.32	-1.00	-1.00	1.91
35.00	-1.00	-1.00	2.26	-1.00	-1.00	1.33	-1.00	-1.00	1.51
36.00	-1.00	-1.00	1.51	-1.00	-1.00	2.43	-1.00	-1.00	0.58
37.00	-1.00	-1.00	2.66	-1.00	-1.00	2.20	-1.00	-1.00	2.95
38.00	-1.00	-1.00	1.39	-1.00	-1.00	3.01	-1.00	-1.00	2.61
39.00	-1.00	-1.00	2.43	-1.00	-1.00	2.72	-1.00	-1.00	1.39
10.1.1.9	2.09	6827.83
10.1.1.6	2.34	8658.86
10.1.1.3	2.20	5815.59
