Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  10	  1684	  0
15 	  16	  4	  10	  3233	  0
15 	  14	  4	  10	  1862	  0
14 	  15	  4	  10	  2659	  0
4 	  3	  4	  10	  1766	  0
3 	  4	  4	  10	  4067	  0
8 	  7	  4	  10	  1572	  0
7 	  8	  4	  10	  3114	  0
12 	  11	  4	  10	  1591	  0
11 	  12	  4	  10	  2823	  0
14 	  13	  4	  10	  2523	  0
13 	  14	  4	  10	  2264	  0
3 	  2	  4	  10	  1931	  0
2 	  3	  4	  10	  2833	  0
7 	  6	  4	  10	  1766	  0
6 	  7	  4	  10	  2359	  0
11 	  10	  4	  10	  1773	  0
10 	  11	  4	  10	  2197	  0
2 	  1	  4	  10	  2534	  0
1 	  2	  4	  10	  2367	  0
6 	  5	  4	  10	  2439	  0
5 	  6	  4	  10	  2228	  0
10 	  9	  4	  10	  2653	  0
9 	  10	  4	  10	  2429	  0
7 	  8	  1	  10	  28	  1
9 	  10	  0	  2	  142	  1
13 	  14	  0	  2	  224	  1
1 	  2	  0	  2	  183	  1
11 	  10	  4	  4	  32	  1
5 	  6	  0	  2	  147	  1
7 	  8	  0	  7	  6	  1
5 	  6	  3	  6	  5	  1
14 	  15	  3	  6	  27	  1
13 	  14	  3	  6	  10	  1
3 	  4	  2	  10	  43	  1
10 	  11	  3	  6	  9	  1
2 	  3	  0	  7	  2	  1
11 	  10	  4	  7	  5	  1
11 	  10	  4	  6	  5	  1
11 	  12	  1	  10	  33	  1
5 	  6	  1	  4	  31	  1
13 	  14	  0	  7	  8	  1
16 	  15	  4	  6	  9	  1
13 	  14	  1	  4	  21	  1
7 	  6	  4	  4	  20	  1
15 	  14	  4	  4	  2	  1
16 	  15	  4	  7	  4	  1
7 	  6	  4	  2	  8	  1
15 	  16	  1	  10	  114	  1
15 	  14	  4	  2	  14	  1
2 	  3	  3	  6	  21	  1
3 	  4	  0	  7	  9	  1
1 	  2	  3	  6	  5	  1
1 	  2	  0	  7	  5	  1
12 	  11	  4	  6	  4	  1
12 	  11	  4	  10	  8	  1
11 	  12	  0	  7	  12	  1
11 	  10	  4	  2	  1	  1
11 	  12	  2	  10	  9	  1
9 	  10	  1	  4	  19	  1
15 	  16	  0	  7	  10	  1
15 	  16	  2	  10	  5	  1
15 	  14	  4	  6	  1	  1
14 	  15	  0	  7	  17	  1
3 	  2	  4	  4	  5	  1
7 	  8	  2	  10	  16	  1
6 	  7	  2	  10	  12	  1
14 	  15	  2	  10	  1	  1
6 	  7	  0	  7	  19	  1
3 	  4	  1	  10	  9	  1
7 	  6	  4	  6	  1	  1
7 	  6	  4	  10	  1	  1
10 	  11	  2	  10	  1	  1
3 	  2	  4	  7	  5	  1
5 	  6	  0	  7	  4	  1

 TotalReset Number= 20697
