Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.526s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	0.41	-1.00	-1.00	1.33	-1.00	-1.00	0.70
12.00	-1.00	-1.00	2.09	-1.00	-1.00	3.82	-1.00	-1.00	1.51
13.00	-1.00	-1.00	1.85	-1.00	-1.00	0.75	-1.00	-1.00	1.62
14.00	-1.00	-1.00	2.55	-1.00	-1.00	2.20	-1.00	-1.00	2.66
15.00	-1.00	-1.00	1.45	-1.00	-1.00	2.55	-1.00	-1.00	0.41
16.00	-1.00	-1.00	2.09	-1.00	-1.00	1.62	-1.00	-1.00	1.74
17.00	-1.00	-1.00	1.85	-1.00	-1.00	3.19	-1.00	-1.00	1.62
18.00	-1.00	-1.00	1.51	-1.00	-1.00	0.58	-1.00	-1.00	1.39
19.00	-1.00	-1.00	1.80	-1.00	-1.00	2.14	-1.00	-1.00	2.03
20.00	-1.00	-1.00	2.49	-1.00	-1.00	0.70	-1.00	-1.00	3.36
21.00	-1.00	-1.00	2.37	-1.00	-1.00	0.81	-1.00	-1.00	2.78
22.00	-1.00	-1.00	2.32	-1.00	-1.00	2.26	-1.00	-1.00	3.65
23.00	-1.00	-1.00	2.61	-1.00	-1.00	1.85	-1.00	-1.00	3.71
24.00	-1.00	-1.00	2.09	-1.00	-1.00	2.66	-1.00	-1.00	3.82
25.00	-1.00	-1.00	1.97	-1.00	-1.00	1.80	-1.00	-1.00	1.33
26.00	-1.00	-1.00	0.46	-1.00	-1.00	2.84	-1.00	-1.00	3.24
27.00	-1.00	-1.00	0.75	-1.00	-1.00	1.16	-1.00	-1.00	2.95
28.00	-1.00	-1.00	3.02	-1.00	-1.00	2.37	-1.00	-1.00	1.27
29.00	-1.00	-1.00	1.79	-1.00	-1.00	1.80	-1.00	-1.00	1.39
30.00	-1.00	-1.00	2.78	-1.00	-1.00	1.51	-1.00	-1.00	2.20
31.00	-1.00	-1.00	0.58	-1.00	-1.00	1.62	-1.00	-1.00	1.68
32.00	-1.00	-1.00	2.55	-1.00	-1.00	0.64	-1.00	-1.00	1.22
33.00	-1.00	-1.00	1.39	-1.00	-1.00	1.97	-1.00	-1.00	2.20
34.00	-1.00	-1.00	0.77	-1.00	-1.00	1.97	-1.00	-1.00	3.24
35.00	-1.00	-1.00	2.88	-1.00	-1.00	0.17	-1.00	-1.00	2.66
36.00	-1.00	-1.00	1.74	-1.00	-1.00	3.25	-1.00	-1.00	2.03
37.00	-1.00	-1.00	0.81	-1.00	-1.00	2.43	-1.00	-1.00	1.39
38.00	-1.00	-1.00	2.37	-1.00	-1.00	3.24	-1.00	-1.00	3.48
39.00	-1.00	-1.00	1.85	-1.00	-1.00	0.70	-1.00	-1.00	3.13
10.1.1.3	2.06	2574.58
10.1.1.9	2.49	2622.19
10.1.1.6	2.11	2473.82
