Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.435s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	13	13	13.2	16.4	14.6	17.6	14	16	14.6	15	14.4	16.2	14	18.4	15.6	14.6	15.6	13.2	12	15.8
61	248	280	256	248	248	184	184	176	152	136	112	120	144	112	88	88	112	88	80	88
62	184	112	144	160	112	128	112	184	208	128	136	104	136	72	96	112	152	176	144	112
63	176	232	208	176	152	136	112	104	104	160	160	192	96	40	96	96	96	128	80	104
64	168	200	192	176	208	120	152	120	144	96	144	112	136	136	64	104	80	128	112	144
65	144	184	184	264	248	160	128	88	128	152	136	104	96	120	40	64	56	88	80	72
66	208	216	216	232	208	120	24	48	152	96	112	112	120	152	104	88	96	144	152	128
67	176	208	168	200	184	136	104	200	128	192	144	88	88	112	128	136	152	152	64	152
68	176	184	240	216	200	152	72	112	72	112	120	88	72	152	56	96	112	120	104	128
69	192	216	256	200	160	112	104	112	152	232	160	152	56	120	64	80	160	144	104	168
70	136	176	248	224	208	192	104	176	176	144	128	80	72	88	72	96	88	96	128	120
71	152	152	168	160	160	80	88	88	120	64	96	112	152	144	88	56	88	104	104	80
72	192	264	184	208	176	144	56	72	136	136	72	64	104	112	72	80	112	56	112	64
73	160	144	216	224	152	120	80	96	112	88	64	48	112	80	120	96	80	80	96	136
74	216	152	152	208	184	80	96	56	152	64	120	112	64	112	120	144	72	88	144	112
75	144	216	240	272	224	80	64	40	104	72	144	80	128	88	128	104	168	80	112	64
76	136	200	264	232	240	112	64	104	184	160	96	136	96	104	176	96	104	40	72	88
77	104	152	280	184	120	128	152	72	104	144	184	136	40	96	88	104	80	72	144	88
78	136	176	248	104	136	120	104	136	112	136	64	120	128	40	96	112	56	176	104	144
79	136	144	184	96	168	80	80	96	168	120	104	152	120	80	128	128	80	152	96	152
80	192	208	136	152	144	88	96	64	136	152	88	48	112	168	192	136	120	136	144	80
81	184	160	192	184	104	168	32	128	144	192	112	56	56	104	144	160	96	72	144	144
82	176	240	208	136	136	64	136	88	96	72	64	168	88	104	112	120	176	136	112	104
