Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  32180	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  25615	  0
9 	  8	  4	  10	  10	  0
8 	  9	  4	  10	  37820	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  30341	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  31962	  0
5 	  4	  4	  10	  9	  0
4 	  5	  4	  10	  25794	  0
7 	  8	  1	  7	  500	  1
5 	  6	  1	  7	  1757	  1
8 	  9	  1	  7	  1659	  1
1 	  2	  1	  7	  407	  1
4 	  5	  1	  7	  393	  1
2 	  3	  1	  7	  1515	  1

 TotalTx Number= 190000

 TotalReset Number= 29084
