Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  37492	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  29712	  0
9 	  8	  4	  10	  9	  0
8 	  9	  4	  10	  40059	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  32245	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  28634	  0
5 	  4	  4	  10	  30	  0
5 	  6	  1	  7	  1818	  1
4 	  5	  4	  10	  24063	  0
2 	  3	  1	  7	  2075	  1
8 	  9	  1	  7	  1563	  1
1 	  2	  1	  7	  565	  1
7 	  8	  1	  7	  409	  1
4 	  5	  1	  7	  287	  1

 TotalTx Number= 199000

 TotalReset Number= 25509
