Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.722s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	17	14.6	15	16.8	15.2	16.2	13.4	14.2	13	15.4
61	0	0	1753.6	1504	2345.6	886.4	841.6	1376	1622.4	1507.2
62	0	0	1308.8	1465.6	1660.8	1187.2	1696	1472	1712	1334.4
63	0	0	835.2	1382.4	1171.2	1372.8	1187.2	1110.4	1196.8	1094.4
64	0	0	1139.2	1107.2	1292.8	1276.8	1462.4	1123.2	1049.6	1027.2
65	0	0	793.6	1510.4	1420.8	1123.2	1580.8	1401.6	1257.6	1100.8
66	0	0	953.6	1382.4	1177.6	1180.8	1161.6	1443.2	1241.6	896
67	0	0	969.6	1091.2	1072	1164.8	1094.4	1228.8	1046.4	892.8
68	0	0	700.8	844.8	1184	1347.2	979.2	1299.2	1142.4	864
69	0	0	899.2	1449.6	1075.2	1222.4	1347.2	1216	1184	1014.4
70	0	0	771.2	1504	1280	1494.4	1337.6	1212.8	1206.4	947.2
71	0	0	1008	1043.2	1392	1014.4	1062.4	1286.4	1363.2	704
72	0	0	966.4	1203.2	1283.2	940.8	1417.6	1232	1468.8	857.6
73	0	0	918.4	1222.4	1324.8	1136	1296	1305.6	1280	915.2
74	0	0	928	1635.2	1254.4	1184	1241.6	1388.8	1491.2	1116.8
75	0	0	582.4	953.6	1382.4	1235.2	1379.2	1465.6	1187.2	1100.8
76	0	0	883.2	1324.8	1427.2	1280	1507.2	1212.8	1312	966.4
77	0	0	848	1241.6	1420.8	1257.6	1212.8	1113.6	1334.4	793.6
78	0	0	1171.2	1145.6	1401.6	1382.4	1248	1404.8	1075.2	1155.2
79	0	0	627.2	1328	1430.4	1315.2	931.2	1241.6	1344	985.6
80	0	0	899.2	1292.8	1635.2	1420.8	1523.2	1414.4	1228.8	806.4
81	0	0	1001.6	1260.8	1331.2	1190.4	1075.2	1344	1356.8	1024
82	0	0	915.2	934.4	1747.2	1337.6	1436.8	1254.4	1228.8	940.8
83	0	0	1027.2	1254.4	1302.4	1324.8	1388.8	1248	1020.8	876.8
84	0	0	1088	1292.8	1276.8	1488	1305.6	1296	1500.8	1052.8
85	0	0	812.8	1292.8	1292.8	1184	1427.2	1340.8	1363.2	1116.8
86	0	0	908.8	1315.2	1248	1500.8	1187.2	1299.2	1376	1059.2
87	0	0	841.6	1353.6	1091.2	1347.2	1276.8	1232	1436.8	716.8
88	0	0	816	1078.4	1267.2	1212.8	1398.4	1164.8	1251.2	969.6
89	0	0	889.6	1161.6	1180.8	1376	1276.8	1347.2	1187.2	992
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=40e6', '--ratio=0.375', '--RngRun=27', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
