Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.778s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16	14	15.8	14	15.6	15.8	16.2	14.8	12.8	15.4
61	0	0	576	1241.6	1052.8	1043.2	1059.2	1065.6	1548.8	800
62	0	0	1340.8	1510.4	1401.6	1449.6	1414.4	1289.6	1200	1062.4
63	0	0	1321.6	1523.2	1558.4	1244.8	1459.2	1142.4	1164.8	1299.2
64	0	0	1065.6	1248	1408	940.8	1705.6	1452.8	1286.4	1340.8
65	0	0	800	963.2	1225.6	1328	1465.6	1360	1219.2	1456
66	0	0	1257.6	1424	1484.8	793.6	1308.8	1027.2	1542.4	1068.8
67	0	0	1404.8	1248	1075.2	1516.8	1177.6	1184	1395.2	1376
68	0	0	1148.8	1363.2	1152	1276.8	1132.8	1408	1081.6	1552
69	0	0	1622.4	1232	1132.8	1398.4	1606.4	1209.6	1283.2	1152
70	0	0	1571.2	1510.4	1052.8	1318.4	1692.8	1164.8	1164.8	1136
71	0	0	1315.2	899.2	886.4	1244.8	1420.8	1196.8	976	1203.2
72	0	0	1123.2	1056	1814.4	1148.8	1616	1212.8	1340.8	1238.4
73	0	0	1152	1318.4	1276.8	1219.2	1372.8	1158.4	1328	905.6
74	0	0	1452.8	1132.8	1334.4	1472	1465.6	873.6	1225.6	1376
75	0	0	1331.2	1315.2	905.6	1708.8	969.6	1267.2	1078.4	841.6
76	0	0	1161.6	1465.6	1036.8	1408	1273.6	1462.4	1081.6	1644.8
77	0	0	1401.6	1366.4	924.8	1184	1187.2	1651.2	1222.4	1296
78	0	0	1216	1459.2	1363.2	1225.6	1097.6	1587.2	1043.2	1523.2
79	0	0	1379.2	1324.8	1436.8	1443.2	979.2	1155.2	1443.2	1276.8
80	0	0	1280	1030.4	1628.8	1555.2	1020.8	1644.8	1308.8	992
81	0	0	1344	915.2	1401.6	1385.6	1404.8	1212.8	1033.6	1004.8
82	0	0	1091.2	1216	1523.2	1158.4	1251.2	1155.2	1392	1628.8
83	0	0	1075.2	1244.8	1104	1033.6	1129.6	1724.8	1152	1440
84	0	0	998.4	1392	1408	1353.6	1187.2	963.2	1356.8	1344
85	0	0	883.2	1056	1164.8	1014.4	844.8	1004.8	1219.2	1155.2
86	0	0	1059.2	1289.6	1235.2	1139.2	1110.4	1008	1344	1363.2
87	0	0	1238.4	1552	828.8	1401.6	1027.2	1280	1120	1171.2
88	0	0	1142.4	1084.8	1081.6	1427.2	1657.6	1088	1433.6	1360
89	0	0	1155.2	1225.6	1420.8	1526.4	1680	889.6	1305.6	1187.2
90	0	0	569.6	1344	1417.6	979.2	1084.8	1321.6	1232	1408
avg	0	0	1182.61	1265.07	1257.92	1277.97	1293.44	1238.72	1250.77	1253.44
delay	0.3375	0.271429	28.6383	26.2407	24.1378	26.5529	25.8236	24.9151	24.2583	26.7427
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=20e6', '--ratio=0.375', '--RngRun=24', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
