Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.771s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16.2	13.2	16.4	16	15.6	15.4	14	15	17.4	12.6
61	0	0	854.4	1468.8	1670.4	1408	1452.8	972.8	1225.6	1491.2
62	0	0	1068.8	1088	780.8	1235.2	1014.4	1155.2	1353.6	1555.2
63	0	0	918.4	1283.2	1292.8	793.6	1456	1014.4	828.8	742.4
64	0	0	886.4	1036.8	1104	1011.2	1056	1040	1254.4	710.4
65	0	0	758.4	1049.6	1097.6	1136	1046.4	1347.2	1155.2	716.8
66	0	0	937.6	1056	1360	1257.6	921.6	1036.8	1283.2	640
67	0	0	809.6	1177.6	972.8	1174.4	1155.2	1180.8	1081.6	854.4
68	0	0	723.2	1104	1219.2	1142.4	1235.2	1062.4	1059.2	582.4
69	0	0	780.8	995.2	937.6	944	1171.2	1024	1017.6	816
70	0	0	1081.6	1052.8	1340.8	998.4	787.2	1116.8	1024	1094.4
71	0	0	764.8	1075.2	1052.8	851.2	1155.2	1052.8	931.2	457.6
72	0	0	726.4	851.2	1132.8	1024	1136	1059.2	1152	956.8
73	0	0	755.2	912	934.4	1174.4	1232	1113.6	1142.4	748.8
74	0	0	828.8	1200	876.8	1059.2	1132.8	1120	1136	1020.8
75	0	0	800	1148.8	1014.4	1100.8	1152	1001.6	809.6	803.2
76	0	0	726.4	777.6	1129.6	1225.6	1113.6	1241.6	1056	819.2
77	0	0	579.2	950.4	1100.8	1068.8	928	1142.4	1113.6	726.4
78	0	0	771.2	934.4	1168	812.8	982.4	1088	1312	774.4
79	0	0	899.2	982.4	1110.4	1401.6	1292.8	889.6	1043.2	739.2
80	0	0	774.4	1004.8	979.2	1068.8	1212.8	758.4	1148.8	873.6
81	0	0	585.6	1100.8	1116.8	1004.8	1078.4	1062.4	1248	841.6
82	0	0	694.4	1158.4	1222.4	905.6	1187.2	931.2	940.8	825.6
83	0	0	601.6	1174.4	1203.2	1174.4	1129.6	1072	1052.8	681.6
84	0	0	899.2	937.6	848	1155.2	1020.8	1027.2	1126.4	928
85	0	0	579.2	992	1216	1072	1347.2	944	1068.8	771.2
86	0	0	633.6	1254.4	931.2	1020.8	1376	1366.4	707.2	902.4
87	0	0	1120	1056	1158.4	854.4	1110.4	1123.2	1248	748.8
88	0	0	572.8	1014.4	883.2	1062.4	1168	1136	1081.6	777.6
89	0	0	633.6	812.8	908.8	1152	1206.4	1152	1120	697.6
90	0	0	745.6	1283.2	1174.4	966.4	1049.6	1123.2	1072	464
avg	0	0	783.68	1064.43	1097.92	1075.2	1143.57	1078.51	1093.12	825.387
delay	0.246914	0.242424	551.522	563.94	538.258	537.895	535.868	545.561	540.715	632.237
loss	0	0	0.392157	0.42324	0.604651	0.593387	0.349826	0.585918	0.331193	0.583158
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=35e6', '--ratio=0.375', '--RngRun=45', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
