Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.726s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	12.2	16.6	11.4	16.6	14	13.8	13	14.6	16.8	15.4
61	0	0	924.8	1696	1436.8	1241.6	963.2	1008	1065.6	1955.2
62	0	0	1033.6	1084.8	1068.8	1296	915.2	1145.6	1472	700.8
63	0	0	707.2	950.4	947.2	1113.6	1129.6	953.6	1011.2	505.6
64	0	0	662.4	947.2	1145.6	1014.4	883.2	1014.4	1254.4	732.8
65	0	0	739.2	995.2	1136	1209.6	953.6	1164.8	937.6	806.4
66	0	0	787.2	1033.6	1078.4	1177.6	972.8	1030.4	988.8	748.8
67	0	0	620.8	1078.4	928	1171.2	1302.4	976	1072	704
68	0	0	768	931.2	1318.4	998.4	1027.2	988.8	1065.6	652.8
69	0	0	777.6	960	992	1363.2	1190.4	1161.6	960	630.4
70	0	0	492.8	790.4	1097.6	1027.2	1065.6	1062.4	1008	729.6
71	0	0	732.8	1056	1257.6	1254.4	1206.4	880	1065.6	736
72	0	0	764.8	995.2	1049.6	851.2	1212.8	1078.4	992	665.6
73	0	0	710.4	748.8	899.2	1196.8	1008	928	1014.4	672
74	0	0	579.2	1033.6	966.4	956.8	1075.2	1008	860.8	960
75	0	0	812.8	976	1123.2	979.2	1036.8	1216	905.6	681.6
76	0	0	742.4	963.2	1193.6	1017.6	1075.2	982.4	764.8	819.2
77	0	0	812.8	1049.6	995.2	956.8	1161.6	1123.2	1145.6	547.2
78	0	0	796.8	1238.4	838.4	995.2	960	1017.6	1030.4	873.6
79	0	0	822.4	1008	819.2	726.4	1152	928	1270.4	716.8
80	0	0	544	985.6	1001.6	1008	905.6	1014.4	940.8	601.6
81	0	0	918.4	1046.4	1033.6	928	1148.8	902.4	979.2	659.2
82	0	0	697.6	1257.6	1180.8	867.2	1136	1043.2	1184	771.2
83	0	0	579.2	937.6	1100.8	1100.8	985.6	1184	921.6	1004.8
84	0	0	640	953.6	1091.2	1216	1350.4	918.4	972.8	678.4
85	0	0	1017.6	972.8	960	937.6	1078.4	966.4	1184	752
86	0	0	851.2	1116.8	1081.6	1123.2	1081.6	1033.6	896	835.2
87	0	0	704	956.8	1097.6	1241.6	1129.6	1036.8	1030.4	694.4
88	0	0	816	1126.4	1148.8	1139.2	1049.6	1052.8	1014.4	643.2
89	0	0	729.6	1152	1120	940.8	953.6	844.8	1209.6	819.2
90	0	0	921.6	1084.8	1238.4	793.6	1161.6	883.2	873.6	697.6
avg	0	0	756.907	1037.55	1078.19	1061.44	1075.73	1018.24	1036.37	766.507
delay	0.229508	0.240964	575.646	561.424	569.294	509.73	563.262	570.01	566.666	664.136
loss	0	0	0.503344	0.68435	0.434407	0.103608	0.635922	0.715172	0.720453	0.712378
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=40e6', '--ratio=0.375', '--RngRun=49', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
