Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.824s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	15	18	13.2	13.2	14	16.2	15	15.4	15	11.2
61	0	0	947.2	1392	1219.2	1523.2	1344	1376	1027.2	1212.8
62	0	0	982.4	1740.8	1516.8	1222.4	1587.2	1116.8	1436.8	1004.8
63	0	0	1148.8	1436.8	1590.4	1360	1126.4	1168	1340.8	1328
64	0	0	1187.2	1241.6	1456	1072	924.8	1571.2	1030.4	1507.2
65	0	0	1398.4	1244.8	1123.2	867.2	1193.6	1251.2	1542.4	1126.4
66	0	0	976	1264	902.4	1644.8	1318.4	1478.4	1308.8	1072
67	0	0	1097.6	1334.4	1280	1168	1001.6	1091.2	1209.6	1132.8
68	0	0	1110.4	1241.6	931.2	1529.6	1043.2	1664	950.4	1190.4
69	0	0	1558.4	1056	1027.2	1200	1020.8	790.4	1571.2	1526.4
70	0	0	1196.8	800	1187.2	1513.6	1145.6	1305.6	1321.6	1488
71	0	0	755.2	819.2	1001.6	1270.4	1363.2	1356.8	1452.8	1129.6
72	0	0	1036.8	1232	1148.8	1411.2	1264	1321.6	1209.6	1305.6
73	0	0	1107.2	1302.4	940.8	1344	1561.6	1097.6	1190.4	912
74	0	0	873.6	944	1542.4	1312	1200	1580.8	1174.4	1648
75	0	0	1065.6	1449.6	1084.8	1363.2	1251.2	934.4	1296	1244.8
76	0	0	953.6	1424	1196.8	1315.2	966.4	1241.6	1209.6	1056
77	0	0	1360	704	1363.2	1376	1014.4	803.2	1363.2	1504
78	0	0	1225.6	1123.2	1750.4	1027.2	1219.2	1193.6	889.6	1100.8
79	0	0	1129.6	1254.4	1388.8	1180.8	1238.4	1283.2	1081.6	1433.6
80	0	0	1369.6	864	1209.6	1494.4	1622.4	953.6	1433.6	809.6
81	0	0	1449.6	1488	1248	1366.4	1056	1577.6	736	1196.8
82	0	0	1408	1145.6	1360	1318.4	1132.8	1264	1036.8	1129.6
83	0	0	1328	1456	1296	1081.6	1100.8	1200	1276.8	1136
84	0	0	1280	1155.2	1372.8	1142.4	729.6	1302.4	1555.2	1235.2
85	0	0	1340.8	1500.8	1027.2	841.6	1200	1561.6	1148.8	1385.6
86	0	0	1168	1088	1590.4	736	1075.2	1059.2	1568	1523.2
87	0	0	1196.8	1107.2	1193.6	1484.8	1449.6	1273.6	1171.2	1132.8
88	0	0	1017.6	1468.8	1200	1152	1145.6	1337.6	1459.2	873.6
89	0	0	1081.6	1644.8	1148.8	1372.8	1388.8	1491.2	1065.6	883.2
90	0	0	1728	1209.6	1331.2	992	1017.6	1379.2	1174.4	1072
avg	0	0	1182.61	1237.76	1254.29	1256.11	1190.08	1267.52	1241.07	1210.03
delay	0.24	0.233333	483.313	475.089	466.333	468.078	467.141	476.863	476.689	474.228
loss	0	0	0.0840336	0.0676056	0.0656109	0.18047	0.176471	0.0746667	0.0755495	0.0742857
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=25e6', '--ratio=0.375', '--RngRun=9', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
