Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.859s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16	12	17.4	13.8	14	15.8	12.6	14.4	14	13.6
61	0	0	774.4	1056	1084.8	892.8	870.4	614.4	889.6	966.4
62	0	0	784	1158.4	841.6	924.8	931.2	908.8	1043.2	988.8
63	0	0	678.4	963.2	691.2	1024	806.4	656	1052.8	1049.6
64	0	0	976	1056	1244.8	873.6	809.6	867.2	624	633.6
65	0	0	899.2	867.2	892.8	1219.2	1088	1043.2	976	864
66	0	0	1020.8	947.2	774.4	1248	864	1004.8	838.4	1174.4
67	0	0	819.2	928	803.2	918.4	1126.4	976	985.6	601.6
68	0	0	896	912	953.6	1139.2	1024	963.2	979.2	908.8
69	0	0	729.6	956.8	889.6	742.4	1132.8	953.6	931.2	707.2
70	0	0	1014.4	912	931.2	643.2	716.8	617.6	1027.2	864
71	0	0	832	1148.8	966.4	905.6	1120	1116.8	726.4	1056
72	0	0	1238.4	1091.2	1174.4	1088	969.6	1110.4	873.6	806.4
73	0	0	1072	1324.8	896	848	729.6	1046.4	944	1030.4
74	0	0	873.6	1033.6	835.2	1001.6	752	793.6	800	892.8
75	0	0	1235.2	912	988.8	915.2	972.8	1107.2	908.8	1180.8
76	0	0	982.4	1155.2	1024	704	1072	1091.2	979.2	912
77	0	0	720	800	918.4	867.2	832	1011.2	816	1104
78	0	0	963.2	1084.8	832	828.8	668.8	899.2	796.8	681.6
79	0	0	902.4	1107.2	838.4	848	793.6	1043.2	1014.4	1040
80	0	0	857.6	924.8	1177.6	793.6	1337.6	892.8	995.2	835.2
81	0	0	1081.6	1184	1142.4	1091.2	931.2	841.6	1052.8	1148.8
82	0	0	982.4	1212.8	947.2	1200	1193.6	851.2	889.6	963.2
83	0	0	1004.8	1049.6	812.8	1008	896	870.4	1011.2	652.8
84	0	0	1094.4	966.4	1008	995.2	902.4	1283.2	1120	771.2
85	0	0	979.2	675.2	1008	726.4	825.6	1104	1104	1097.6
86	0	0	1088	1065.6	1001.6	659.2	1084.8	835.2	832	880
87	0	0	1219.2	976	1072	854.4	569.6	969.6	860.8	873.6
88	0	0	825.6	928	857.6	1004.8	652.8	1027.2	992	832
89	0	0	1203.2	652.8	803.2	704	723.2	883.2	777.6	921.6
90	0	0	899.2	870.4	1126.4	1174.4	864	809.6	854.4	1097.6
avg	0	0	954.88	997.333	951.253	928.107	908.693	939.733	923.2	917.867
delay	0.25	0.433333	4.91082	2.99773	3.23732	3.0841	3.5482	2.98696	3.27088	4.67276
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=15e6', '--ratio=0.375', '--RngRun=42', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
