Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.435s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.707	0.353	0.989	0.871	0.000	0.071	0.294	0.000
62.000	1.001	1.201	0.000	1.001	0.765	0.000	0.742	0.306	0.000
63.000	1.001	0.860	0.436	0.989	0.377	0.094	0.330	0.071	0.000
64.000	1.001	1.095	0.860	0.801	0.624	0.342	0.224	0.106	0.094
65.000	1.001	0.718	0.188	1.201	0.765	0.000	0.624	0.000	0.000
66.000	1.001	1.284	0.565	0.942	0.247	0.000	0.553	0.000	0.000
67.000	1.001	0.989	0.707	0.954	0.118	0.082	0.789	0.000	0.000
68.000	1.001	1.013	0.447	0.977	0.059	0.659	0.671	0.000	0.000
69.000	1.001	0.966	0.236	0.977	0.224	0.059	0.789	0.247	0.012
70.000	1.001	0.966	0.648	0.966	0.836	0.047	0.012	0.236	0.024
71.000	1.001	0.200	0.012	0.930	0.495	0.412	0.153	0.012	0.035
72.000	1.001	1.036	0.000	0.294	0.259	0.094	0.188	0.000	0.000
73.000	0.989	0.977	0.000	0.612	0.094	0.000	0.000	0.024	0.000
74.000	1.001	1.072	0.012	0.518	0.188	0.059	0.177	0.247	0.000
75.000	1.001	0.459	0.000	0.377	0.082	0.106	0.153	0.106	0.012
76.000	1.001	0.424	0.318	1.060	0.930	0.177	0.671	0.000	0.000
77.000	1.001	0.624	0.283	0.836	0.306	0.094	0.777	0.000	0.000
78.000	1.001	0.919	0.000	0.813	0.907	0.000	0.377	0.082	0.000
79.000	1.001	0.342	0.000	1.083	0.895	0.000	0.200	0.000	0.000
80.000	1.001	0.730	0.165	1.472	0.000	0.000	0.824	0.000	0.000
81.000	1.001	0.035	0.000	0.919	0.283	0.000	0.118	0.259	0.000
82.000	1.001	1.307	0.012	0.377	0.353	0.000	0.283	0.353	0.000
83.000	1.001	0.565	0.059	0.871	0.000	0.200	0.130	0.024	0.047
84.000	1.001	0.777	0.000	1.095	0.318	0.330	0.495	0.212	0.000
85.000	0.989	1.072	0.000	1.119	0.059	0.000	0.024	0.024	0.000
86.000	1.001	1.095	0.130	0.436	0.000	0.000	0.012	0.059	0.000
87.000	1.001	0.471	0.224	0.153	0.000	0.024	0.141	0.000	0.000
88.000	1.001	0.601	0.000	0.318	0.000	0.000	0.577	0.236	0.000
89.000	1.001	0.436	0.000	0.342	0.318	0.730	0.659	0.542	0.000
90.000	1.001	0.919	0.000	1.566	0.530	0.000	0.024	1.107	0.000
91.000	1.001	0.789	0.954	0.447	0.035	0.035	0.294	0.082	0.000
92.000	1.001	0.789	0.165	1.366	0.118	0.000	0.601	0.000	0.000
93.000	1.001	0.765	0.000	0.542	0.671	0.000	0.035	0.177	0.000
94.000	1.001	0.860	0.000	0.919	0.318	0.271	0.377	0.271	0.000
95.000	1.001	0.695	0.071	1.236	0.424	0.106	0.071	0.730	0.000
96.000	1.001	0.624	0.035	0.389	0.601	0.153	0.294	0.177	0.000
97.000	0.989	0.530	0.071	1.083	0.471	0.318	0.789	0.153	0.000
98.000	1.001	0.836	0.094	0.966	0.024	0.012	0.106	0.047	0.000
99.000	1.001	0.718	0.000	0.636	1.354	0.000	0.165	0.389	0.000
100.000	1.001	0.236	0.000	0.813	0.236	0.000	0.306	0.424	0.000
101.000	1.001	0.977	0.000	0.000	0.035	0.000	0.000	0.000	0.000
102.000	1.001	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103.000	1.001	0.177	0.577	1.755	0.495	0.000	0.000	0.000	0.000
104.000	1.001	0.024	0.047	0.824	0.824	0.000	0.000	0.000	0.000
105.000	1.001	0.659	0.000	0.365	0.848	0.000	0.000	0.000	0.000
106.000	1.001	0.601	0.000	0.930	0.212	0.000	0.118	0.000	0.000
107.000	1.001	1.025	0.306	0.577	0.989	0.000	0.000	0.000	0.000
108.000	1.001	0.765	0.000	1.166	0.000	0.000	0.459	0.000	0.000
109.000	1.001	0.895	0.000	1.743	0.212	0.000	0.000	0.000	0.000
110.000	0.989	1.119	0.330	0.353	0.836	0.000	0.000	0.318	0.000
111.000	1.001	0.365	0.000	1.378	0.000	0.000	0.000	0.024	0.000
112.000	1.001	0.495	0.000	0.012	0.012	0.000	0.000	0.000	0.000
113.000	1.001	1.566	0.130	0.730	0.071	0.000	0.000	0.200	0.000
114.000	1.001	0.177	0.188	0.365	0.342	0.000	0.000	0.130	0.000
115.000	1.001	0.801	0.000	1.213	0.966	0.000	0.306	0.353	0.000
116.000	1.001	0.718	0.000	0.495	0.730	0.000	0.895	0.130	0.000
117.000	1.001	1.519	0.283	0.035	0.000	0.000	0.059	0.012	0.000
118.000	1.001	0.200	0.459	0.377	0.094	0.000	0.000	0.000	0.000
119.000	1.001	1.743	0.000	0.954	0.659	0.000	0.000	0.000	0.000
120.000	1.001	0.153	0.000	1.602	1.072	0.000	0.082	0.141	0.000
