Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.510s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.966	0.954	0.377	0.283	0.989	0.035	0.989	0.989
62.000	1.001	0.883	0.754	0.754	1.083	0.977	0.624	0.942	1.001
63.000	1.001	1.048	0.942	1.072	0.718	0.942	1.130	1.060	1.001
64.000	1.001	0.966	1.072	0.801	0.671	0.977	0.789	0.989	1.001
65.000	1.001	0.860	0.848	0.989	1.130	0.977	1.036	1.013	1.001
66.000	1.001	0.989	1.095	0.942	1.013	1.036	0.730	0.989	1.001
67.000	1.001	1.001	0.954	1.083	0.954	0.942	1.107	1.001	1.001
68.000	1.001	0.813	0.754	0.730	0.836	1.048	0.565	0.836	1.001
69.000	1.001	1.201	1.260	0.789	0.742	0.942	0.589	1.095	1.001
70.000	1.001	0.954	0.977	1.060	0.883	1.083	0.883	0.977	1.001
71.000	1.001	0.895	0.695	0.977	0.565	0.930	1.119	1.001	1.001
72.000	1.001	1.060	1.272	0.883	1.083	1.001	0.836	0.895	1.001
73.000	0.989	0.506	0.506	1.107	0.436	0.977	1.130	1.072	0.989
74.000	1.001	1.448	1.378	0.789	1.307	1.025	0.742	0.942	1.001
75.000	1.001	0.836	0.565	1.142	0.247	0.977	1.083	0.659	1.001
76.000	1.001	1.142	1.048	0.813	1.001	0.848	0.801	1.142	1.001
77.000	1.001	0.754	0.707	0.966	0.742	1.001	1.130	0.977	1.001
78.000	1.001	1.060	1.013	0.977	0.871	0.977	0.907	1.013	1.001
79.000	1.001	0.966	0.447	1.025	0.966	1.013	0.989	1.001	1.001
80.000	1.001	1.001	1.060	0.871	1.025	1.013	0.848	0.883	1.001
81.000	1.001	1.048	1.013	0.871	0.989	1.013	0.860	0.871	1.001
82.000	1.001	0.860	0.895	1.060	0.612	1.001	1.036	0.989	1.001
83.000	1.001	0.907	0.907	1.036	0.730	1.001	0.942	0.966	1.001
84.000	1.001	1.072	0.954	0.966	0.624	0.954	0.907	1.048	1.001
85.000	0.989	0.989	1.072	0.801	1.025	0.977	0.860	0.942	0.989
86.000	1.001	1.001	0.966	1.013	0.683	0.907	0.989	1.048	1.001
87.000	1.001	0.824	0.919	0.895	1.260	0.966	0.954	1.001	1.001
88.000	1.001	1.142	1.154	0.977	0.495	0.942	1.036	1.001	1.001
89.000	1.001	0.860	0.730	0.977	0.930	1.083	0.977	0.966	1.001
90.000	1.001	1.072	1.189	0.789	0.765	0.871	0.671	0.954	1.001
91.000	1.001	0.765	0.777	1.083	0.283	1.119	1.130	1.013	1.001
92.000	1.001	1.130	0.577	0.942	1.013	1.001	0.883	1.060	1.001
93.000	1.001	1.060	1.272	0.966	0.283	1.001	0.860	0.895	1.001
94.000	1.001	0.871	0.836	0.954	1.025	1.001	0.848	1.107	1.001
95.000	1.001	1.036	1.060	0.942	0.742	0.989	0.966	1.001	1.001
96.000	1.001	1.048	1.036	0.942	0.447	1.013	0.895	0.871	1.001
97.000	0.989	0.989	0.977	0.942	1.119	0.883	0.871	1.072	0.989
98.000	1.001	0.824	0.801	1.166	0.471	1.001	1.272	0.954	1.001
99.000	1.001	1.060	1.048	0.977	0.942	0.824	0.919	0.954	1.001
100.000	1.001	0.860	0.919	0.919	0.589	0.919	0.907	1.060	1.001
101.000	1.001	1.048	1.001	0.836	1.095	1.130	0.754	1.001	1.001
102.000	1.001	1.013	1.072	0.966	0.895	1.001	0.659	1.001	1.001
103.000	1.001	0.907	0.718	1.130	0.000	1.036	1.295	0.954	1.001
104.000	1.001	0.966	0.954	0.801	1.437	1.001	0.777	1.013	1.001
105.000	1.001	1.060	0.754	1.178	1.107	0.942	1.095	1.013	1.001
106.000	1.001	0.883	1.095	1.001	0.765	0.977	0.895	0.942	1.001
107.000	1.001	1.083	0.977	1.001	0.589	0.907	1.036	0.883	1.001
108.000	1.001	1.001	1.036	1.013	0.777	1.072	0.977	1.048	1.001
109.000	0.989	1.001	1.001	0.659	1.107	0.883	0.683	1.001	0.989
110.000	1.001	0.966	1.001	1.013	0.895	1.095	0.989	0.895	1.001
111.000	1.001	0.919	0.883	0.860	0.871	0.895	0.930	1.083	1.001
112.000	1.001	1.060	0.919	1.095	0.871	1.072	1.060	0.989	1.001
113.000	1.001	0.989	1.025	0.895	0.565	1.001	0.977	0.589	1.001
114.000	1.001	1.001	1.025	0.860	1.448	0.977	0.648	1.342	1.001
115.000	1.001	0.942	0.860	1.025	0.977	1.001	0.942	0.989	1.001
116.000	1.001	0.954	0.942	0.966	0.589	0.930	1.036	0.989	1.001
117.000	1.001	0.966	0.989	0.977	0.342	0.777	0.989	1.013	1.001
118.000	1.001	0.895	0.883	0.919	1.236	0.836	0.824	0.836	1.001
119.000	1.001	0.966	0.989	0.977	1.036	0.977	1.025	0.942	1.001
120.000	1.001	0.989	1.001	0.848	0.919	1.036	0.659	1.025	1.001
