Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.549s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.989	0.848	0.000	0.000	0.989	0.459	0.200	0.000	0.000	0.412	0.012	0.000	0.000	0.765	0.012	0.000	0.012	0.436	0.765	0.012	0.200	0.165	0.860	0.989
62.000	1.001	0.777	0.377	0.000	0.000	1.001	1.142	0.683	0.000	0.000	0.836	0.106	0.000	0.188	0.977	0.012	0.012	0.000	0.389	1.072	0.012	0.683	0.495	0.777	1.001
63.000	1.001	0.977	0.471	0.000	0.000	0.966	0.648	0.377	0.000	0.000	0.683	0.012	0.000	0.153	0.801	0.094	0.000	0.177	0.518	0.789	0.153	0.294	0.459	0.577	1.001
64.000	1.001	0.683	0.530	0.000	0.000	0.801	0.506	0.200	0.000	0.000	0.118	0.259	0.000	0.024	0.342	0.094	0.000	0.012	0.130	0.471	0.024	0.259	0.707	1.048	1.001
65.000	1.001	0.754	0.718	0.000	0.000	1.048	0.542	0.553	0.000	0.000	0.777	0.000	0.000	0.118	0.954	0.236	0.000	0.094	1.048	1.213	0.177	0.306	0.506	0.848	1.001
66.000	1.001	0.000	0.000	0.000	0.000	0.942	0.000	0.000	0.000	0.000	0.518	0.000	0.000	0.000	0.919	0.188	0.000	0.000	0.153	0.636	0.130	0.754	0.730	0.765	1.001
67.000	1.001	0.000	0.000	0.000	0.000	0.742	0.000	0.000	0.000	0.000	0.447	0.000	0.000	0.330	0.718	0.118	0.000	0.283	1.154	1.107	0.071	0.130	0.342	1.001	1.001
68.000	1.001	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.612	0.000	0.000	0.283	1.154	0.094	0.000	0.000	0.118	1.001	0.012	0.353	0.495	0.801	1.001
69.000	1.001	0.000	0.000	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.754	0.000	0.000	0.365	0.188	0.130	0.000	0.447	0.624	0.754	0.188	0.188	0.542	0.730	1.001
70.000	1.001	0.000	0.000	0.000	0.000	0.742	0.000	0.000	0.000	0.000	0.601	0.000	0.000	0.236	0.730	0.212	0.000	0.000	0.860	0.989	0.000	0.506	0.671	0.707	1.001
71.000	1.001	0.000	0.000	0.000	0.000	0.836	0.000	0.000	0.000	0.000	0.612	0.000	0.000	0.012	0.718	0.118	0.000	0.389	0.765	1.025	0.024	0.707	1.001	1.448	1.001
72.000	1.001	0.000	0.000	0.000	0.000	0.718	0.000	0.000	0.000	0.000	0.789	0.000	0.000	0.130	0.789	0.471	0.000	0.165	0.271	0.801	0.130	0.518	0.577	0.871	1.001
73.000	0.989	0.000	0.000	0.000	0.000	1.201	0.000	0.000	0.000	0.000	0.813	0.000	0.000	0.471	0.836	0.506	0.000	0.071	0.447	0.813	0.518	0.271	0.353	0.671	0.989
74.000	1.001	0.000	0.000	0.000	0.000	0.848	0.000	0.000	0.000	0.000	0.718	0.000	0.000	0.012	0.671	0.200	0.000	0.353	0.530	0.930	0.118	0.483	0.483	0.483	1.001
75.000	1.001	0.000	0.000	0.000	0.000	1.072	0.000	0.000	0.000	0.000	0.283	0.000	0.000	0.047	0.754	0.082	0.000	0.353	0.342	0.742	0.165	0.389	0.813	1.166	1.001
76.000	1.001	0.000	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.000	0.883	0.000	0.000	0.247	0.954	0.542	0.000	0.000	0.412	0.942	0.365	0.236	0.577	0.942	1.001
77.000	1.001	0.000	0.000	0.000	0.000	0.612	0.000	0.000	0.000	0.000	0.495	0.000	0.000	0.165	0.389	0.212	0.000	0.094	0.777	0.542	0.318	0.330	0.659	1.001	1.001
78.000	1.001	0.000	0.000	0.000	0.000	0.883	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.130	0.695	0.365	0.000	0.306	0.836	0.966	0.259	0.400	0.648	0.930	1.001
79.000	1.001	0.000	0.000	0.000	0.000	0.977	0.000	0.000	0.000	0.000	0.659	0.000	0.000	0.283	0.754	0.365	0.000	0.059	0.389	0.942	0.377	0.224	0.648	0.895	1.001
80.000	1.001	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.601	0.000	0.000	0.153	0.483	0.377	0.000	0.012	0.777	0.506	0.330	0.024	0.118	0.259	1.001
