Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.555s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.247	0.801	0.000	0.000	0.000	0.742	0.989	0.000	0.318	0.153	0.930	0.989
62.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.000	0.000	0.000	0.165	0.530	0.000	0.000	0.000	0.471	0.860	0.000	0.247	0.318	0.695	1.001
63.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.447	0.000	0.000	0.000	0.082	0.447	0.000	0.000	0.000	0.601	0.754	0.000	0.636	0.577	0.848	1.001
64.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.683	0.000	0.000	0.000	0.047	0.636	0.000	0.000	0.000	0.695	0.718	0.000	0.047	0.141	0.530	1.001
65.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.589	0.000	0.000	0.000	0.000	0.612	0.000	0.000	0.000	0.082	1.107	0.000	0.730	0.907	0.942	1.001
66.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.553	0.000	0.000	0.000	0.106	0.789	0.000	0.000	0.000	0.094	0.848	0.000	0.412	0.400	0.518	1.001
67.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.565	0.789	0.000	0.000	0.000	0.636	0.966	0.000	0.012	0.188	0.518	1.001
68.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.848	0.000	0.000	0.000	0.871	0.930	0.000	0.000	0.000	0.000	1.001
69.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.130	0.353	0.000	0.000	0.483	0.648	0.895	0.000	0.718	0.813	0.742	1.001
70.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.141	0.589	0.000	0.000	0.400	0.777	0.836	0.000	0.177	0.495	0.883	1.001
