Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.438s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.000	0.000	0.000	0.989	0.860	0.377	0.035	0.730	0.659	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.000	0.000	0.000	1.001	1.095	0.412	0.118	0.930	0.259	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.000	0.000	0.000	0.871	0.648	0.259	0.212	0.177	0.330	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	0.000	0.000	0.000	0.895	0.919	0.094	0.094	0.577	0.742	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	0.000	0.000	0.000	0.907	0.707	0.212	0.342	0.977	0.447	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.000	0.000	0.000	0.836	0.459	0.436	0.365	0.801	0.612	0.000	0.000	0.000	0.000	0.000	0.000
67.000	1.001	0.000	0.000	0.000	1.001	0.447	0.000	0.000	1.013	0.188	0.000	0.000	0.000	0.000	0.000	0.000
68.000	1.001	0.000	0.000	0.000	1.142	0.000	0.000	0.000	1.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	1.001	0.000	0.000	0.000	0.942	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70.000	1.001	0.000	0.000	0.000	0.813	0.000	0.000	0.000	0.730	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	0.000	0.000	0.000	1.083	0.000	0.000	0.000	1.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73.000	0.989	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.966	0.035	0.000	0.000	0.000	0.000	0.000	0.000
75.000	1.001	0.000	0.000	0.000	0.447	0.000	0.000	0.000	0.389	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	0.000	0.000	0.000	0.707	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79.000	1.001	0.000	0.000	0.000	0.966	0.683	0.247	0.000	0.542	0.188	0.000	0.000	0.000	0.000	0.000	0.000
80.000	1.001	0.000	0.000	0.000	1.001	0.989	0.883	0.000	0.824	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81.000	1.001	0.000	0.000	0.000	0.989	0.400	0.542	0.000	0.224	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82.000	1.001	0.000	0.000	0.000	0.765	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
