Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.421s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.765	0.177	0.000	0.000	0.930	0.471	0.000	0.000	0.000	0.177	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.801	0.624	0.000	0.000	0.824	0.565	0.059	0.000	0.000	0.412	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.671	0.424	0.035	0.000	0.530	0.577	0.000	0.000	0.000	0.824	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	0.530	0.059	0.118	0.000	1.201	1.048	0.106	0.000	0.000	0.259	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	1.272	0.718	0.000	0.000	1.142	0.224	0.094	0.000	0.000	0.047	0.012	0.024	0.000	0.000	0.012	0.082	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.919	0.447	0.000	0.000	0.447	0.542	0.259	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67.000	1.001	1.083	0.742	0.000	0.000	0.942	0.400	0.000	0.000	0.000	0.283	0.012	0.000	0.000	0.000	0.082	0.012	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000
68.000	1.001	1.048	0.118	0.000	0.000	0.754	0.389	0.177	0.094	0.000	0.130	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	1.001	0.777	0.671	0.000	0.000	0.848	0.047	0.130	0.071	0.000	0.200	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70.000	1.001	1.142	1.001	0.000	0.000	0.459	0.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	0.836	0.224	0.000	0.000	0.954	0.424	0.271	0.000	0.000	0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	1.001	0.977	0.353	0.000	0.000	1.354	0.342	0.035	0.000	0.000	0.224	0.000	0.000	0.000	0.000	0.271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73.000	0.989	0.977	0.106	0.000	0.000	1.166	0.707	0.082	0.000	0.000	0.813	0.071	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	0.353	0.224	0.000	0.000	0.506	0.247	0.106	0.000	0.000	0.412	0.000	0.118	0.047	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.059	0.012	0.000
75.000	1.001	1.272	0.730	0.000	0.000	0.118	0.777	0.165	0.000	0.000	0.035	0.000	0.012	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	0.754	0.071	0.000	0.000	0.765	0.259	0.071	0.000	0.000	1.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	1.378	0.365	0.000	0.000	1.401	0.047	0.024	0.000	0.000	0.648	0.024	0.000	0.000	0.000	0.118	0.012	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000
78.000	1.001	0.977	0.919	0.000	0.000	0.860	0.141	0.000	0.000	0.000	0.165	0.082	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79.000	1.001	0.789	0.624	0.000	0.000	0.188	0.447	0.141	0.059	0.000	0.047	0.118	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80.000	1.001	1.048	0.483	0.000	0.000	1.307	0.247	0.000	0.000	0.000	0.730	0.000	0.000	0.000	0.000	0.389	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81.000	1.001	0.895	0.071	0.236	0.000	1.072	0.330	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.082	0.012	0.012	0.000	0.000
