Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.552s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.789	0.094	0.024	0.659	0.094	0.024	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.742	0.530	0.000	0.471	0.648	0.000	0.000	0.447	0.459	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	1.130	0.000	0.000	1.272	0.565	0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	0.601	0.506	0.000	0.989	0.141	0.000	0.000	0.718	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	1.260	0.000	0.000	0.648	0.224	0.047	0.000	0.483	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.930	0.000	0.000	0.742	0.459	0.165	0.000	0.106	0.012	0.000	0.000	0.024	0.000	0.000	0.000
67.000	1.001	1.083	0.000	0.000	0.471	0.471	0.130	0.000	0.047	0.035	0.000	0.000	0.071	0.000	0.000	0.000
68.000	1.001	0.907	0.000	0.000	0.012	0.400	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	1.001	1.025	0.000	0.000	0.012	0.400	0.035	0.000	0.000	0.212	0.024	0.000	0.000	0.000	0.000	0.000
70.000	1.001	0.659	0.000	0.000	0.966	0.141	0.012	0.000	0.024	0.177	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	1.001	0.754	0.000	1.036	0.553	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	1.001	0.000	0.000	0.000	1.236	0.000	0.000	0.000	0.247	0.047	0.000	0.000	0.000	0.035	0.000	0.000
73.000	0.989	1.708	0.789	0.000	0.471	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	0.777	0.530	0.118	0.577	0.671	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75.000	1.001	1.166	0.330	0.718	0.636	0.177	0.000	0.012	0.236	0.000	0.000	0.035	0.000	0.000	0.000	0.000
76.000	1.001	0.907	0.059	0.012	1.613	0.495	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	0.836	0.236	0.000	0.506	0.342	0.094	0.000	0.000	0.094	0.000	0.000	0.000	0.000	0.000	0.000
78.000	1.001	1.189	0.342	0.059	1.154	0.094	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79.000	1.001	0.883	0.542	0.059	0.671	0.765	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80.000	1.001	0.683	0.000	0.000	0.883	0.318	0.000	0.000	0.000	0.047	0.059	0.071	0.000	0.000	0.000	0.000
81.000	1.001	0.589	0.377	0.389	0.848	0.848	0.306	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82.000	1.001	0.718	0.577	0.071	0.530	0.695	0.695	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83.000	1.001	0.919	0.177	0.000	1.001	0.883	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84.000	1.001	1.036	0.000	0.000	1.390	0.365	0.059	0.000	0.000	0.259	0.000	0.000	0.000	0.059	0.000	0.000
85.000	0.989	1.248	1.048	0.000	0.919	0.294	0.165	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000
86.000	1.001	0.518	0.400	0.000	0.471	0.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87.000	1.001	0.294	0.648	0.188	1.425	0.860	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88.000	1.001	0.954	0.565	0.071	0.977	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89.000	1.001	0.530	0.695	0.000	0.789	0.306	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90.000	1.001	0.860	0.565	0.118	0.977	0.919	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91.000	1.001	1.342	0.377	0.000	0.765	0.330	0.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92.000	1.001	0.636	0.106	0.000	0.801	0.059	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93.000	1.001	0.883	0.188	0.071	1.236	0.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94.000	1.001	0.765	0.059	0.012	1.060	0.165	0.024	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000
95.000	1.001	0.989	1.225	0.447	0.518	0.424	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96.000	1.001	1.048	0.459	0.071	0.742	0.518	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97.000	0.989	1.001	0.130	0.342	0.659	0.377	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
98.000	1.001	0.518	0.483	0.024	1.166	0.259	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99.000	1.001	0.789	0.754	0.082	1.236	0.071	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000
100.000	1.001	0.730	0.000	0.000	0.989	0.671	0.259	0.000	0.000	0.047	0.082	0.000	0.000	0.000	0.000	0.000
101.000	1.001	0.883	0.000	0.000	0.589	0.059	0.000	0.000	0.754	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102.000	1.001	1.378	0.000	0.000	1.225	0.530	0.000	0.000	0.589	0.919	0.000	0.000	0.165	0.000	0.000	0.000
103.000	1.001	0.283	0.000	0.000	0.848	0.071	0.024	0.000	0.224	0.400	0.000	0.000	0.106	0.177	0.000	0.000
104.000	1.001	1.507	0.071	0.012	0.754	0.589	0.082	0.012	0.236	0.012	0.000	0.000	0.000	0.000	0.000	0.000
105.000	1.001	0.659	0.141	0.000	1.107	0.024	0.000	0.000	0.306	0.118	0.000	0.000	0.212	0.000	0.000	0.000
106.000	1.001	0.977	0.047	0.000	1.236	0.765	0.000	0.000	0.730	0.024	0.035	0.000	0.000	0.000	0.000	0.000
107.000	1.001	1.189	0.012	0.000	0.942	0.106	0.000	0.000	0.612	0.106	0.000	0.000	0.000	0.000	0.000	0.000
108.000	1.001	0.718	0.836	0.059	0.730	0.365	0.247	0.000	0.012	0.047	0.000	0.000	0.000	0.000	0.000	0.000
109.000	1.001	0.671	0.000	0.000	0.789	0.247	0.000	0.000	0.447	0.330	0.000	0.000	0.000	0.000	0.000	0.000
110.000	0.989	0.353	0.082	0.000	0.471	0.082	0.000	0.000	0.589	0.094	0.000	0.000	0.000	0.000	0.000	0.000
111.000	1.001	1.342	0.212	0.047	1.236	0.071	0.082	0.000	0.707	0.071	0.212	0.000	0.130	0.035	0.000	0.012
112.000	1.001	0.224	0.094	0.188	0.659	0.000	0.000	0.071	0.636	0.094	0.000	0.000	0.165	0.024	0.000	0.000
113.000	1.001	1.401	0.165	0.012	0.436	0.024	0.648	0.012	0.577	0.000	0.000	0.000	0.071	0.012	0.000	0.000
114.000	1.001	0.860	0.177	0.365	1.342	0.059	0.059	0.000	0.130	0.000	0.000	0.000	0.130	0.059	0.000	0.000
115.000	1.001	0.789	0.200	0.059	0.824	0.306	0.212	0.000	0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116.000	1.001	0.954	0.082	0.035	0.671	0.177	0.389	0.000	0.047	0.212	0.000	0.000	0.000	0.000	0.000	0.000
117.000	1.001	1.095	0.247	0.330	0.648	0.789	0.012	0.012	0.071	0.165	0.000	0.000	0.071	0.000	0.000	0.000
118.000	1.001	0.742	0.106	0.000	1.543	0.412	0.188	0.000	0.212	0.000	0.024	0.000	0.082	0.106	0.012	0.000
119.000	1.001	1.036	0.224	0.024	0.612	0.035	0.141	0.000	0.106	0.047	0.024	0.000	0.000	0.000	0.000	0.000
120.000	1.001	0.883	0.000	0.000	0.919	0.271	0.012	0.000	0.047	0.035	0.071	0.000	0.177	0.000	0.000	0.000
