Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.449s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.742	0.353	0.977	0.695	0.294	0.177	0.224	0.000
62.000	1.001	0.777	0.353	0.977	0.294	0.130	0.624	0.047	0.047
63.000	1.001	1.213	0.094	1.001	0.082	0.000	0.353	0.071	0.094
64.000	1.001	0.718	0.141	0.636	0.530	0.000	0.601	0.259	0.035
65.000	1.001	1.119	0.306	0.636	0.130	0.236	0.188	0.082	0.118
66.000	1.001	1.060	0.907	0.365	1.154	0.659	0.165	0.082	0.000
67.000	1.001	0.542	0.259	0.801	0.306	0.153	0.730	0.000	0.000
68.000	1.001	0.813	0.459	0.518	0.259	0.141	0.553	0.035	0.000
69.000	1.001	0.436	0.000	1.331	0.106	0.000	1.083	0.059	0.000
70.000	1.001	1.201	0.000	0.400	0.942	0.000	0.977	0.000	0.000
71.000	1.001	0.919	0.024	0.330	0.871	0.130	0.471	0.177	0.000
72.000	1.001	0.553	0.047	0.989	0.754	0.118	0.695	0.118	0.000
73.000	0.989	0.495	0.012	0.483	0.059	0.024	0.471	0.200	0.000
74.000	1.001	0.271	0.483	1.401	0.165	0.000	0.659	0.094	0.000
75.000	1.001	1.001	0.000	0.188	0.330	0.365	0.094	0.000	0.000
76.000	1.001	0.141	0.000	1.213	0.094	0.506	0.907	0.224	0.000
77.000	1.001	1.625	0.306	0.424	0.483	0.071	0.141	0.730	0.000
78.000	1.001	0.824	0.483	1.342	0.212	0.542	0.259	0.000	0.000
79.000	1.001	0.294	0.895	1.189	0.000	0.059	0.754	0.000	0.000
80.000	1.001	0.271	0.071	0.907	0.047	0.636	0.695	0.212	0.000
81.000	1.001	0.589	0.000	0.506	0.471	0.000	0.106	0.012	0.000
82.000	1.001	1.001	0.153	0.942	0.094	0.024	0.118	0.118	0.024
83.000	1.001	0.589	0.059	1.366	0.954	0.200	0.342	0.259	0.000
84.000	1.001	0.542	0.306	0.966	0.342	0.224	0.035	0.165	0.342
85.000	0.989	0.636	0.012	0.801	0.106	0.130	0.412	0.082	0.012
86.000	1.001	0.000	0.000	0.165	0.035	0.306	0.530	0.000	0.000
87.000	1.001	0.836	0.059	0.436	0.294	0.000	0.035	0.294	0.000
88.000	1.001	0.236	0.471	0.754	0.012	0.153	0.000	0.000	0.000
89.000	1.001	1.225	0.259	1.295	0.212	0.106	0.082	0.365	0.000
90.000	1.001	0.612	0.094	0.130	0.130	0.012	0.047	0.212	0.000
91.000	1.001	0.789	0.000	0.789	0.000	0.035	0.000	0.000	0.000
92.000	1.001	1.484	0.318	0.648	0.977	1.225	0.000	0.000	0.000
93.000	1.001	0.612	0.141	0.542	0.012	0.283	0.000	0.094	0.153
94.000	1.001	0.801	0.012	0.801	0.059	0.012	0.000	0.212	0.188
95.000	1.001	0.942	0.094	0.919	0.259	0.094	0.000	0.000	0.000
96.000	1.001	1.201	0.035	1.048	0.495	0.094	0.636	0.000	0.047
97.000	0.989	1.083	0.047	1.401	0.294	0.012	0.035	0.447	0.047
98.000	1.001	0.553	0.012	0.283	0.082	0.130	0.035	0.177	0.000
99.000	1.001	0.659	0.000	0.330	0.824	0.000	0.612	0.165	0.000
100.000	1.001	0.824	0.082	1.307	0.236	0.212	0.624	0.094	0.000
101.000	1.001	0.860	0.130	1.013	0.212	0.236	0.318	0.035	0.000
102.000	1.001	1.460	0.612	0.236	0.306	0.236	0.059	0.000	0.012
103.000	1.001	0.518	0.165	0.966	0.224	0.318	0.530	0.000	0.000
104.000	1.001	0.730	0.318	0.989	0.141	0.012	0.754	0.071	0.000
105.000	1.001	0.683	0.530	0.612	0.000	0.200	0.000	0.000	0.000
106.000	1.001	1.142	0.342	0.883	0.000	0.012	0.188	0.000	0.082
107.000	1.001	1.189	0.247	1.166	0.824	0.153	0.106	0.059	0.000
108.000	1.001	0.871	0.907	0.200	0.000	0.542	0.141	0.153	0.047
109.000	1.001	0.966	0.754	0.730	0.035	0.094	0.012	0.141	0.000
110.000	0.989	0.471	0.000	1.107	0.365	0.024	0.094	0.000	0.012
111.000	1.001	1.013	0.071	1.272	0.071	0.082	0.082	0.000	0.000
112.000	1.001	1.178	0.000	0.742	0.247	0.589	0.141	0.000	0.259
113.000	1.001	0.718	0.236	0.377	0.118	0.000	0.365	0.000	0.000
114.000	1.001	1.083	0.518	1.060	0.942	0.000	0.000	0.000	0.000
115.000	1.001	0.777	0.754	0.754	0.707	0.024	0.000	0.000	0.000
116.000	1.001	1.178	0.789	0.342	0.777	0.035	0.000	0.000	0.012
117.000	1.001	1.060	0.188	1.496	0.212	0.236	0.871	0.000	0.094
118.000	1.001	0.495	0.447	0.789	0.930	0.106	1.178	0.071	0.024
119.000	1.001	1.448	0.777	0.542	0.730	0.059	0.012	0.000	0.118
120.000	1.001	0.118	0.000	1.001	0.000	0.000	0.082	0.000	0.000
