Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.424s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.977	0.718	0.848	0.236	0.989	0.459	0.777	0.989
62.000	1.001	0.530	0.671	1.048	1.095	0.883	1.130	1.154	1.001
63.000	1.001	1.248	1.154	0.989	0.542	1.001	0.977	0.977	1.001
64.000	1.001	0.977	0.954	0.907	0.612	1.001	0.895	1.001	1.001
65.000	1.001	0.518	0.530	0.942	0.294	0.765	0.942	0.860	1.001
66.000	1.001	1.013	0.683	1.060	0.577	1.142	1.072	0.966	1.001
67.000	1.001	1.013	0.824	0.848	0.695	1.001	0.919	0.930	1.001
68.000	1.001	0.765	0.306	1.048	1.060	1.025	1.048	0.848	1.001
69.000	1.001	1.107	1.107	0.989	1.025	1.001	0.919	0.624	1.001
70.000	1.001	0.989	1.001	0.907	0.907	1.001	0.871	1.048	1.001
71.000	1.001	0.530	0.553	1.025	0.648	1.001	1.001	0.966	1.001
72.000	1.001	0.000	0.000	1.001	0.000	0.954	1.025	0.977	1.001
73.000	0.989	0.836	0.836	0.153	0.130	1.048	0.118	1.013	0.989
74.000	1.001	0.518	0.883	0.000	0.000	1.001	0.000	0.777	1.001
75.000	1.001	1.107	1.013	0.000	1.036	0.942	0.294	1.142	1.001
76.000	1.001	1.060	1.072	0.035	0.977	0.989	1.048	1.001	1.001
77.000	1.001	0.942	0.942	0.977	0.236	0.506	0.989	0.989	1.001
78.000	1.001	0.942	0.930	0.871	1.496	0.000	0.989	0.989	1.001
79.000	1.001	0.989	0.977	0.659	0.977	0.236	0.071	0.071	1.001
80.000	1.001	1.001	0.977	1.025	1.001	0.365	0.000	0.000	1.001
81.000	1.001	1.013	0.518	0.871	0.707	0.919	0.730	0.883	1.001
82.000	1.001	0.777	0.306	1.013	0.601	0.424	0.813	0.977	1.001
83.000	1.001	0.989	0.683	0.954	0.330	0.212	1.025	0.966	1.001
84.000	1.001	0.977	1.072	1.036	0.907	0.436	1.036	1.036	1.001
85.000	0.989	1.025	1.013	0.895	1.013	0.082	1.001	1.001	0.989
86.000	1.001	1.001	0.989	1.107	1.107	0.000	0.777	0.789	1.001
87.000	1.001	0.754	0.718	1.013	0.742	0.000	1.107	1.107	1.001
88.000	1.001	0.436	0.389	0.695	0.789	0.000	1.013	1.001	1.001
89.000	1.001	1.013	0.424	0.930	0.930	0.506	1.048	1.083	1.001
90.000	1.001	0.907	0.000	1.036	1.036	1.036	0.907	0.895	1.001
91.000	1.001	1.036	0.883	0.977	0.577	0.989	0.989	0.318	1.001
92.000	1.001	1.001	0.836	1.025	1.401	0.895	1.048	0.000	1.001
93.000	1.001	1.048	1.095	0.907	0.977	1.095	0.895	0.000	1.001
94.000	1.001	0.977	0.813	1.060	1.048	0.989	1.095	0.000	1.001
95.000	1.001	1.036	1.025	0.942	0.836	1.001	0.789	0.860	1.001
96.000	1.001	0.777	0.789	0.919	0.648	1.001	1.083	0.895	1.001
97.000	0.989	0.754	0.777	0.883	0.801	0.954	0.742	1.095	0.989
98.000	1.001	1.166	1.201	0.824	0.542	1.025	0.871	0.966	1.001
99.000	1.001	0.871	0.930	1.001	0.742	0.977	1.095	1.025	1.001
100.000	1.001	1.119	1.083	0.907	0.930	1.025	0.765	0.977	1.001
101.000	1.001	1.025	1.048	0.966	0.306	0.601	1.107	0.895	1.001
102.000	1.001	0.742	0.683	0.942	1.319	1.072	0.930	0.977	1.001
103.000	1.001	1.060	1.013	0.954	0.495	1.013	0.930	0.895	1.001
104.000	1.001	0.907	0.954	0.930	0.483	1.013	0.919	1.107	1.001
105.000	1.001	0.860	0.919	0.907	1.072	0.895	0.824	1.001	1.001
106.000	1.001	0.977	0.789	1.001	0.895	0.977	0.919	1.013	1.001
107.000	1.001	0.059	0.212	0.106	0.000	0.071	0.059	0.624	1.001
108.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.306	1.001
109.000	1.001	1.048	0.718	0.577	0.306	0.000	0.671	1.119	0.989
110.000	0.989	1.013	1.025	1.048	1.496	0.000	0.919	1.001	1.001
111.000	1.001	0.895	0.813	0.907	0.518	0.283	0.989	0.671	1.001
112.000	1.001	0.907	0.742	0.954	0.000	0.718	0.895	0.447	1.001
113.000	1.001	0.919	0.742	0.907	0.000	0.612	0.848	1.448	1.001
114.000	1.001	1.001	1.107	0.824	0.000	0.989	0.836	0.907	1.001
115.000	1.001	0.930	0.942	0.188	0.000	1.189	0.130	0.966	1.001
116.000	1.001	0.942	0.966	0.212	0.000	1.025	0.188	1.119	1.001
117.000	1.001	0.942	0.824	0.765	0.000	0.813	0.942	0.989	1.001
118.000	1.001	1.013	1.025	0.871	0.000	1.025	0.907	0.977	1.001
119.000	1.001	0.989	0.895	0.365	0.000	0.883	0.259	0.400	1.001
120.000	1.001	1.001	0.542	0.000	0.000	0.671	0.000	0.000	1.001
