Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.580s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.648	0.071	0.000	0.777	0.683	0.000	0.824	0.247	0.035	0.141	0.907	0.082	0.071	0.942	0.989
62.000	1.001	0.907	0.483	0.377	0.671	0.471	0.047	0.730	0.047	0.177	0.601	0.707	0.047	0.483	0.789	1.001
63.000	1.001	0.707	0.412	0.106	0.742	0.648	0.130	0.765	0.271	0.330	0.754	0.930	0.283	0.707	0.813	1.001
64.000	1.001	0.754	0.389	0.153	0.495	0.671	0.047	0.930	0.424	0.236	0.153	0.977	0.153	0.742	1.001	1.001
65.000	1.001	0.506	0.271	0.165	0.871	0.294	0.000	0.530	0.330	0.118	0.495	0.565	0.424	0.671	0.813	1.001
66.000	1.001	0.707	0.271	0.059	0.836	0.754	0.000	0.907	0.553	0.330	0.977	1.236	0.695	0.459	0.754	1.001
67.000	1.001	0.742	0.271	0.318	0.671	0.601	0.000	0.801	0.683	0.000	0.471	0.789	0.612	1.178	1.166	1.001
68.000	1.001	0.789	0.495	0.518	1.025	0.082	0.000	0.447	0.848	0.000	0.236	0.860	0.447	0.683	0.919	1.001
69.000	1.001	0.895	0.754	0.365	0.754	0.601	0.059	0.813	0.118	0.130	0.424	0.789	0.141	0.342	0.742	1.001
70.000	1.001	0.871	0.742	0.365	0.412	0.683	0.047	0.777	0.306	0.071	0.188	0.801	0.271	0.765	1.095	1.001
71.000	1.001	0.707	0.377	0.365	0.553	0.553	0.130	0.695	0.294	0.000	1.225	0.848	0.236	0.318	0.977	1.001
72.000	1.001	0.848	0.342	0.342	1.248	0.518	0.188	0.459	0.683	0.153	0.659	0.659	0.459	1.095	0.836	1.001
73.000	0.989	0.459	0.318	0.000	0.577	0.153	0.000	0.824	0.459	0.200	0.495	0.824	0.271	0.765	0.742	0.989
74.000	1.001	0.612	0.377	0.294	0.765	0.471	0.024	0.801	0.765	0.141	0.754	0.954	0.565	0.801	0.813	1.001
75.000	1.001	0.518	0.247	0.353	0.813	0.047	0.000	0.789	0.883	0.000	1.013	1.013	0.954	0.612	0.883	1.001
76.000	1.001	0.624	0.353	0.294	0.777	0.165	0.000	0.930	0.612	0.012	0.518	0.765	0.436	0.506	0.483	1.001
77.000	1.001	1.036	0.553	0.789	0.577	0.612	0.000	0.495	0.436	0.024	0.636	0.777	0.212	0.777	1.225	1.001
78.000	1.001	0.518	0.330	0.330	0.954	0.059	0.000	1.095	0.436	0.000	0.836	1.013	0.612	0.518	0.589	1.001
