Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.549s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.754	0.224	0.059	0.871	0.082	0.153	0.306	0.141	0.000	0.177	0.989	0.000	0.071	0.400	0.989
62.000	1.001	0.424	0.294	0.000	1.036	0.035	0.082	0.294	0.271	0.000	0.212	0.553	0.801	0.094	0.589	1.001
63.000	1.001	1.307	0.518	0.000	0.919	0.047	0.024	0.400	0.942	0.000	0.754	1.236	0.000	0.024	0.954	1.001
64.000	1.001	0.365	0.200	0.000	0.930	0.000	0.000	0.000	0.565	0.000	0.400	1.060	0.118	0.871	0.659	1.001
65.000	1.001	1.342	0.035	0.024	0.754	0.506	0.071	0.636	0.236	0.000	0.742	0.789	0.471	0.118	0.506	1.001
66.000	1.001	0.659	0.294	0.000	1.025	0.977	0.082	0.447	0.506	0.000	0.094	0.989	0.000	0.059	0.954	1.001
67.000	1.001	0.718	0.306	0.000	0.318	0.342	0.000	0.200	0.047	0.000	0.024	0.966	0.000	0.106	1.248	1.001
68.000	1.001	0.824	0.471	0.082	1.213	0.106	0.082	0.035	0.365	0.000	0.424	0.165	0.024	0.000	0.459	1.001
69.000	1.001	1.342	0.683	0.035	0.836	0.353	0.094	0.000	0.012	0.000	0.059	0.035	0.000	0.553	0.919	1.001
70.000	1.001	0.789	0.447	0.000	1.036	0.624	0.012	0.000	0.754	0.000	0.012	0.106	0.024	0.177	1.048	1.001
71.000	1.001	0.118	0.024	0.000	0.813	0.424	0.106	0.000	0.565	0.000	0.247	0.000	0.047	0.306	1.189	1.001
72.000	1.001	1.448	0.765	0.000	0.954	0.047	0.200	0.000	0.188	0.000	0.365	0.553	0.047	0.306	0.530	0.989
73.000	0.989	0.813	0.247	0.000	1.025	0.000	0.024	0.177	0.612	0.000	0.059	1.001	0.177	0.200	1.189	1.001
74.000	1.001	0.106	0.012	0.000	0.883	0.000	0.000	0.188	0.412	0.271	0.200	0.765	0.082	0.000	0.153	1.001
75.000	1.001	0.035	0.024	0.000	1.048	0.224	0.059	0.342	0.813	0.094	0.542	0.895	0.283	0.024	0.601	1.001
