Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.470s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.942	0.330	0.047	0.000	0.813	0.895	0.271	0.000	0.012	0.506	0.000	0.000	0.071	0.542	0.012	0.000	0.353	0.718	0.730	0.012	0.118	0.365	0.659	0.989
62.000	1.001	0.789	0.306	0.012	0.000	0.471	0.153	0.212	0.035	0.012	0.553	0.000	0.082	0.094	0.153	0.071	0.000	0.389	0.377	0.718	0.000	0.436	0.765	0.824	1.001
63.000	1.001	0.801	0.200	0.082	0.177	1.390	0.530	0.130	0.000	0.177	0.777	0.000	0.047	0.082	0.518	0.224	0.000	0.000	0.200	0.530	0.047	0.047	0.071	0.389	1.001
64.000	1.001	0.919	1.001	0.247	0.094	0.789	0.365	0.094	0.094	0.094	0.565	0.000	0.047	0.130	0.306	0.353	0.000	0.294	0.671	0.742	0.106	0.224	0.659	1.166	1.001
65.000	1.001	0.836	0.483	0.271	0.283	0.977	0.400	0.082	0.000	0.236	0.471	0.000	0.000	0.424	0.412	0.318	0.000	0.000	0.424	0.860	0.153	0.106	0.212	0.765	1.001
66.000	1.001	0.954	0.377	0.035	0.094	0.389	0.518	0.141	0.106	0.318	0.224	0.000	0.059	0.000	0.730	0.200	0.000	0.106	0.094	0.648	0.259	0.365	0.707	0.695	1.001
67.000	1.001	0.966	0.895	0.200	0.118	0.377	1.060	0.247	0.035	0.459	0.047	0.000	0.059	0.024	0.624	0.024	0.000	0.130	0.848	0.848	0.000	0.389	0.459	0.871	1.001
68.000	1.001	0.754	0.424	0.082	0.024	1.236	0.165	0.000	0.000	0.306	0.695	0.000	0.012	0.177	0.765	0.553	0.000	0.224	0.636	0.954	0.365	0.247	0.342	0.789	1.001
69.000	1.001	0.683	0.353	0.059	0.106	0.824	0.624	0.106	0.000	0.071	0.577	0.000	0.082	0.177	0.200	0.330	0.000	0.000	0.612	0.742	0.024	0.412	0.447	0.789	1.001
70.000	1.001	1.072	0.789	0.436	0.165	0.718	0.942	0.342	0.012	0.082	0.177	0.000	0.012	0.294	0.306	0.012	0.000	0.283	0.130	0.447	0.000	0.447	0.424	0.860	1.001
71.000	1.001	0.683	0.389	0.071	0.047	0.942	0.553	0.047	0.000	0.777	0.447	0.000	0.000	0.236	1.095	0.283	0.000	0.000	0.754	1.366	0.365	0.318	0.601	0.848	1.001
72.000	1.001	0.742	0.542	0.000	0.000	0.412	0.365	0.012	0.000	0.294	0.483	0.000	0.106	0.000	0.330	0.106	0.000	0.000	0.000	0.365	0.047	0.294	0.259	0.754	1.001
