Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.505s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.871	0.754	0.271	0.730	0.813	0.082	0.024	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.919	0.236	0.200	0.883	0.718	0.094	0.000	0.718	0.024	0.200	0.000	0.424	0.000	0.000	0.012
63.000	1.001	0.836	0.400	0.247	0.848	0.577	0.188	0.000	0.330	0.000	0.153	0.000	0.318	0.000	0.000	0.000
64.000	1.001	0.718	0.471	0.318	0.966	0.695	0.000	0.000	0.389	0.094	0.000	0.000	0.377	0.024	0.000	0.000
65.000	1.001	0.942	0.424	0.283	0.671	0.671	0.047	0.000	0.424	0.000	0.000	0.000	0.742	0.000	0.000	0.000
66.000	1.001	0.754	0.730	0.718	1.284	0.012	0.024	0.024	1.025	0.000	0.000	0.000	0.860	0.000	0.000	0.000
67.000	1.001	0.966	0.730	0.365	0.836	0.601	0.000	0.000	0.447	0.000	0.000	0.000	0.294	0.000	0.000	0.000
68.000	1.001	0.436	0.177	0.177	0.801	0.283	0.000	0.000	0.377	0.047	0.000	0.000	0.306	0.000	0.000	0.000
69.000	1.001	1.013	0.765	0.895	0.742	0.236	0.071	0.012	0.377	0.000	0.059	0.000	0.412	0.000	0.035	0.012
70.000	1.001	0.789	0.612	0.612	1.001	0.801	0.047	0.012	0.765	0.094	0.000	0.000	0.577	0.012	0.000	0.000
71.000	1.001	0.942	1.001	0.506	0.777	0.153	0.000	0.000	0.259	0.000	0.000	0.000	0.306	0.000	0.000	0.000
72.000	1.001	0.659	0.318	0.141	0.871	0.765	0.000	0.000	0.377	0.000	0.000	0.000	0.353	0.000	0.000	0.000
