Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.436s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.930	0.377	0.530	0.342	0.636	0.071	0.895	0.989
62.000	1.001	1.025	0.236	1.236	0.436	0.671	0.648	1.072	1.001
63.000	1.001	0.930	0.436	1.013	0.447	0.813	0.871	1.013	1.001
64.000	1.001	0.754	0.601	0.919	0.601	1.142	0.495	0.977	1.001
65.000	1.001	0.130	0.271	0.907	0.836	1.036	0.836	1.013	1.001
66.000	1.001	1.531	0.424	0.942	0.895	0.577	0.695	0.659	1.001
67.000	1.001	1.025	0.459	0.777	0.671	0.742	0.577	1.095	1.001
68.000	1.001	0.977	0.188	0.895	0.601	0.895	0.389	1.001	1.001
69.000	1.001	0.954	0.035	1.060	0.530	0.954	0.271	1.036	1.001
70.000	1.001	0.942	0.024	0.930	0.707	0.942	1.236	0.989	1.001
71.000	1.001	1.013	0.118	0.824	0.577	0.860	0.553	0.989	1.001
72.000	1.001	0.966	0.718	0.765	0.071	0.506	0.813	0.754	1.001
73.000	0.989	1.001	0.000	0.506	0.718	0.695	0.294	0.730	0.989
74.000	1.001	0.506	0.047	1.236	0.824	1.272	1.236	0.754	1.001
75.000	1.001	1.484	1.472	0.177	0.742	0.601	0.330	0.141	1.001
76.000	1.001	1.013	0.471	0.000	0.813	0.000	0.000	0.059	1.001
77.000	1.001	0.930	0.177	0.671	0.495	1.142	0.000	0.082	1.001
78.000	1.001	1.001	0.000	1.178	0.612	0.177	0.000	0.000	1.001
79.000	1.001	0.883	0.471	0.188	0.447	0.930	0.035	0.000	1.001
80.000	1.001	0.977	0.130	1.448	0.495	0.789	0.824	0.000	1.001
81.000	1.001	0.883	0.789	0.601	0.259	1.072	0.565	0.000	1.001
82.000	1.001	0.907	1.048	1.072	0.530	1.460	0.506	0.247	1.001
83.000	1.001	0.777	0.671	1.036	0.601	0.789	1.001	0.153	1.001
84.000	1.001	0.966	0.436	1.295	0.824	0.059	0.813	0.000	1.001
85.000	0.989	0.966	1.189	0.200	0.141	1.472	0.236	0.024	0.989
86.000	1.001	1.001	0.106	1.201	0.400	0.977	0.377	1.543	1.001
87.000	1.001	1.001	0.342	0.824	0.659	0.506	0.871	0.954	1.001
88.000	1.001	0.954	0.141	0.919	0.412	0.612	0.624	1.001	1.001
89.000	1.001	1.001	0.424	0.624	0.495	0.236	0.871	0.989	1.001
90.000	1.001	1.013	0.177	0.353	0.506	0.365	0.683	1.013	1.001
91.000	1.001	0.860	0.412	0.648	0.424	0.907	0.683	0.930	1.001
92.000	1.001	1.001	0.130	1.025	0.306	1.036	0.565	0.930	1.001
93.000	1.001	0.989	0.059	1.189	0.177	0.000	0.518	0.801	1.001
94.000	1.001	1.001	0.236	0.789	0.118	0.907	0.718	0.954	1.001
95.000	1.001	0.989	0.330	0.930	0.683	1.072	0.506	0.648	1.001
96.000	1.001	0.954	0.860	0.271	0.495	0.165	0.777	0.259	1.001
97.000	0.989	0.000	0.000	1.013	0.000	0.612	0.577	0.659	0.989
98.000	1.001	0.130	0.636	0.907	0.000	0.224	0.436	0.707	1.001
99.000	1.001	1.001	0.188	0.012	0.495	0.966	0.000	0.624	1.001
100.000	1.001	0.977	0.247	0.259	0.000	1.013	0.000	0.966	1.001
101.000	1.001	0.777	0.024	0.930	0.118	0.707	1.260	1.448	1.001
102.000	1.001	0.907	0.153	1.083	0.224	1.166	0.777	0.542	1.001
103.000	1.001	1.013	0.047	1.013	0.071	0.754	0.907	1.248	1.001
104.000	1.001	0.895	0.012	0.813	0.966	1.060	0.612	0.553	1.001
105.000	1.001	0.989	0.071	0.424	0.436	0.871	0.707	1.225	1.001
106.000	1.001	0.907	0.671	1.378	0.353	0.683	0.871	0.259	1.001
107.000	1.001	1.013	1.107	0.342	0.377	1.366	0.247	0.318	1.001
108.000	1.001	0.883	0.601	1.048	0.377	0.624	0.671	1.331	1.001
109.000	1.001	1.048	0.236	1.025	0.954	0.177	0.495	0.318	0.989
110.000	0.989	0.883	0.707	0.306	0.601	1.519	0.530	0.188	1.001
111.000	1.001	1.001	0.624	0.954	0.000	0.271	0.000	0.047	1.001
112.000	1.001	0.895	0.342	1.154	0.059	1.142	0.000	0.035	1.001
113.000	1.001	1.001	0.000	0.565	0.000	1.566	0.000	0.577	1.001
114.000	1.001	1.001	0.330	0.000	0.236	0.200	0.224	0.942	1.001
115.000	1.001	0.966	0.342	0.989	0.954	0.636	0.436	1.130	1.001
116.000	1.001	0.942	0.648	1.554	0.754	0.789	0.000	0.483	1.001
117.000	1.001	1.013	0.813	0.224	0.000	0.589	0.000	0.012	1.001
118.000	1.001	1.001	0.035	0.813	0.012	0.000	0.000	0.000	1.001
119.000	1.001	1.001	0.000	0.754	0.035	0.683	0.094	1.001	1.001
120.000	1.001	0.989	0.589	1.307	0.188	0.000	0.848	0.342	1.001
