Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.395s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.871	0.589	0.000	0.000	0.683	0.330	0.224	0.000	0.000	0.177	0.000	0.000	0.000	0.165	0.000	0.000	0.212	0.518	0.683	0.000	0.000	0.259	0.813	0.989
62.000	1.001	0.765	0.306	0.000	0.000	0.895	0.000	0.141	0.000	0.000	0.259	0.000	0.000	0.000	0.188	0.012	0.000	0.000	0.471	0.977	0.000	0.024	0.012	0.459	1.001
63.000	1.001	0.518	0.012	0.000	0.000	1.013	0.259	0.000	0.000	0.000	0.707	0.000	0.000	0.000	0.271	0.047	0.000	0.000	0.353	0.930	0.000	0.000	0.000	0.777	1.001
64.000	1.001	1.072	0.000	0.000	0.000	0.907	1.060	0.000	0.000	0.000	0.342	0.000	0.000	0.012	0.377	0.000	0.000	0.236	0.553	1.036	0.000	0.000	0.071	0.824	1.001
65.000	1.001	0.966	0.000	0.000	0.000	0.966	0.389	0.071	0.000	0.000	0.224	0.212	0.000	0.035	0.247	0.024	0.000	0.012	0.742	1.025	0.000	0.012	1.378	1.119	1.001
66.000	1.001	1.189	0.000	0.000	0.000	0.919	0.236	0.094	0.000	0.000	0.024	0.024	0.024	0.000	0.612	0.000	0.000	0.000	0.459	0.436	0.000	0.000	0.883	0.919	1.001
67.000	1.001	0.989	0.000	0.000	0.000	0.813	0.636	0.342	0.000	0.000	1.048	0.035	0.024	0.000	0.259	0.130	0.047	0.000	0.624	1.154	0.000	0.024	0.424	0.895	1.001
68.000	1.001	0.612	0.353	0.000	0.024	0.836	0.082	0.000	0.000	0.024	0.118	0.000	0.000	0.130	0.377	0.071	0.000	0.000	0.789	1.025	0.000	0.130	0.047	0.871	1.001
69.000	1.001	0.777	0.106	0.000	0.000	1.213	0.836	0.000	0.000	0.000	0.754	0.000	0.000	0.024	0.118	0.000	0.000	0.047	0.353	0.919	0.000	0.094	1.272	1.236	1.001
70.000	1.001	0.860	0.106	0.000	0.000	0.954	0.412	0.000	0.000	0.024	0.695	0.000	0.000	0.389	0.424	0.000	0.000	0.000	0.094	0.883	0.024	0.130	0.589	0.954	1.001
71.000	1.001	0.930	0.459	0.000	0.000	0.718	0.495	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.648	0.000	0.000	0.000	0.483	0.742	0.000	0.047	0.648	0.989	1.001
72.000	1.001	0.836	0.165	0.000	0.000	0.283	0.188	0.118	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.330	0.506	0.000	0.000	0.153	0.989	1.001
73.000	0.989	0.000	0.000	0.000	0.000	1.095	0.165	0.000	0.000	0.000	0.342	0.200	0.000	0.165	0.000	0.000	0.000	0.000	0.224	1.425	0.000	0.000	0.459	0.919	0.989
74.000	1.001	1.166	0.094	0.000	0.000	0.871	0.212	0.000	0.000	0.000	0.318	0.000	0.000	0.000	0.000	0.141	0.000	0.247	0.648	1.025	0.000	0.130	0.047	1.001	1.001
75.000	1.001	1.178	0.000	0.000	0.000	0.871	0.059	0.000	0.000	0.000	0.636	0.024	0.000	0.035	0.000	0.106	0.000	0.000	0.577	0.966	0.000	0.236	0.447	0.754	1.001
76.000	1.001	0.742	0.024	0.000	0.000	0.801	0.789	0.012	0.000	0.000	0.424	0.118	0.000	0.777	0.000	0.000	0.000	0.200	1.201	1.025	0.000	0.000	0.000	1.060	1.001
77.000	1.001	0.718	0.000	0.000	0.000	0.954	0.412	0.059	0.000	0.000	0.294	0.141	0.000	0.436	0.000	0.000	0.012	0.059	0.506	1.036	0.000	0.000	0.012	0.966	1.001
78.000	1.001	1.083	0.000	0.000	0.000	1.142	0.094	0.035	0.000	0.000	0.330	0.000	0.000	0.000	0.000	0.000	0.000	0.283	0.188	0.671	0.000	0.000	0.330	0.765	1.001
79.000	1.001	0.836	0.000	0.000	0.000	0.813	0.930	0.259	0.000	0.000	0.318	0.059	0.000	0.247	0.000	0.000	0.000	0.000	0.919	1.178	0.000	0.000	0.495	0.954	1.001
80.000	1.001	0.683	0.000	0.000	0.000	1.013	0.895	0.000	0.059	0.000	1.025	0.000	0.000	0.000	0.000	0.130	0.106	0.035	0.389	1.001	0.118	0.047	0.035	0.871	1.001
81.000	1.001	0.377	0.035	0.000	0.000	0.671	0.671	0.306	0.000	0.000	0.059	0.000	0.000	0.024	0.000	0.000	0.000	0.530	0.389	0.860	0.000	0.000	0.389	1.107	1.001
82.000	1.001	0.860	0.377	0.188	0.000	1.142	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.153	0.707	0.895	0.000	0.071	0.447	0.801	1.001
83.000	1.001	1.154	0.000	0.000	0.000	0.436	0.471	0.012	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.801	1.178	0.000	0.000	0.259	0.601	1.001
84.000	1.001	1.201	0.106	0.000	0.000	1.390	0.530	0.012	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.035	0.577	0.624	0.000	0.000	0.071	0.848	1.001
85.000	0.989	0.283	0.271	0.000	0.000	0.919	0.000	0.165	0.000	0.000	0.000	0.000	0.000	0.330	0.188	0.000	0.000	0.000	0.236	1.272	0.000	0.000	0.082	0.353	0.989
86.000	1.001	1.354	0.907	0.000	0.000	1.025	0.141	0.059	0.024	0.035	0.000	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.247	0.989	0.000	0.012	0.012	0.730	1.001
87.000	1.001	0.989	0.765	0.000	0.000	0.895	0.447	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.271	0.000	0.000	0.000	0.177	0.871	0.000	0.000	0.012	1.013	1.001
88.000	1.001	1.154	0.624	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.565	0.200	0.000	0.000	0.000	0.648	1.001	0.000	0.000	0.012	1.284	1.001
89.000	1.001	0.259	0.259	0.000	0.000	1.130	0.059	0.000	0.000	0.000	0.518	0.000	0.000	0.012	0.424	0.000	0.000	0.000	0.506	0.836	0.000	0.000	0.024	0.483	1.001
90.000	1.001	1.213	1.295	0.000	0.000	0.966	0.530	0.000	0.000	0.035	0.601	0.000	0.000	0.000	0.824	0.000	0.024	0.000	0.141	1.060	0.000	0.000	0.530	1.154	1.001
91.000	1.001	0.718	0.094	0.106	0.000	1.166	0.082	0.000	0.047	0.071	1.025	0.506	0.035	0.000	0.506	0.118	0.000	0.071	0.553	1.060	0.071	0.106	0.389	1.036	1.001
92.000	1.001	0.483	0.459	0.059	0.000	0.683	0.271	0.000	0.000	0.012	0.306	0.177	0.000	0.000	0.483	0.059	0.000	0.000	0.118	0.754	0.000	0.330	0.565	0.895	1.001
93.000	1.001	0.942	0.612	0.000	0.000	0.836	0.000	0.000	0.000	0.000	0.459	0.000	0.000	0.000	0.636	0.000	0.000	0.412	0.601	0.789	0.000	0.000	0.318	0.777	1.001
94.000	1.001	0.671	0.412	0.000	0.000	0.930	0.860	0.000	0.000	0.000	0.294	0.047	0.130	0.024	0.012	0.000	0.000	0.188	0.636	0.907	0.000	0.000	0.353	1.201	1.001
95.000	1.001	0.836	0.636	0.035	0.000	0.942	0.000	0.012	0.224	0.000	0.777	0.000	0.000	0.047	0.318	0.000	0.000	0.318	0.813	0.907	0.000	0.000	0.636	0.801	1.001
96.000	1.001	0.612	0.530	0.000	0.000	0.860	0.306	0.024	0.000	0.000	0.624	0.012	0.000	0.000	0.130	0.012	0.000	0.000	0.542	0.801	0.000	0.000	0.636	0.471	1.001
97.000	0.989	1.060	0.542	0.012	0.000	1.048	0.636	0.000	0.000	0.000	0.188	0.024	0.000	0.035	0.789	0.212	0.000	0.000	0.306	0.907	0.000	0.000	0.577	1.272	0.989
