Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.448s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.813	0.424	0.000	0.907	0.895	0.106	0.082	0.589	0.000	0.000	0.000	0.483	0.000	0.000	0.000
62.000	1.001	1.060	0.377	0.365	0.860	0.495	0.071	0.094	0.824	0.000	0.000	0.000	0.565	0.000	0.000	0.000
63.000	1.001	0.695	0.754	0.247	0.754	0.542	0.165	0.106	0.283	0.000	0.000	0.000	0.377	0.000	0.000	0.000
64.000	1.001	1.025	0.718	0.754	0.907	0.707	0.188	0.047	0.612	0.000	0.000	0.000	0.412	0.000	0.000	0.000
65.000	1.001	0.930	0.683	0.353	0.765	0.353	0.071	0.035	0.624	0.000	0.000	0.000	0.612	0.000	0.000	0.000
66.000	1.001	0.695	0.624	0.424	0.683	0.495	0.059	0.330	0.565	0.000	0.000	0.000	0.683	0.000	0.000	0.000
67.000	1.001	1.060	0.447	0.294	1.095	0.506	0.130	0.342	0.153	0.000	0.000	0.000	0.247	0.000	0.000	0.000
68.000	1.001	0.954	0.000	0.000	0.942	0.518	0.071	0.200	1.060	0.942	0.000	0.000	0.730	0.000	0.000	0.000
69.000	1.001	0.883	0.000	0.000	0.977	0.424	0.000	0.000	1.130	1.072	0.000	0.000	0.624	0.000	0.000	0.000
70.000	1.001	0.801	0.000	0.000	0.977	1.060	0.212	0.071	0.754	0.177	0.000	0.000	0.671	0.000	0.000	0.000
71.000	1.001	1.001	0.683	0.683	0.824	0.789	0.035	0.012	0.589	0.412	0.000	0.000	0.400	0.000	0.000	0.000
72.000	1.001	1.001	1.013	0.035	1.142	1.295	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73.000	0.989	1.001	1.013	0.624	0.966	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	0.989	0.989	1.060	1.036	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75.000	1.001	1.013	1.001	1.025	0.895	0.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	1.001	0.860	0.813	1.083	1.083	0.000	0.000	0.306	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	1.001	1.036	0.236	0.860	0.400	0.000	0.000	0.695	0.153	0.000	0.000	0.153	0.000	0.000	0.000
78.000	1.001	0.612	0.530	0.000	0.707	0.424	0.000	0.000	0.589	0.424	0.000	0.000	0.483	0.000	0.000	0.000
79.000	1.001	0.930	0.765	0.000	0.824	0.412	0.000	0.000	0.730	0.612	0.000	0.000	0.671	0.000	0.000	0.000
80.000	1.001	1.083	1.201	0.000	0.471	0.106	0.000	0.000	0.589	0.742	0.000	0.000	0.589	0.000	0.000	0.000
81.000	1.001	0.789	0.824	0.000	0.648	0.412	0.000	0.000	0.377	0.471	0.000	0.000	0.318	0.000	0.000	0.000
82.000	1.001	0.930	0.707	0.000	0.883	0.589	0.000	0.000	0.848	0.777	0.000	0.000	0.659	0.000	0.000	0.000
