Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.460s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.942	0.224	0.035	0.589	0.271	0.000	0.000	0.283	0.000	0.518	0.824	0.000	0.612	0.824	0.989
62.000	1.001	0.447	0.118	0.000	1.225	0.153	0.000	0.224	0.188	0.000	0.318	0.989	0.106	0.730	0.671	1.001
63.000	1.001	1.295	0.000	0.000	0.789	0.447	0.000	0.577	0.106	0.024	0.118	0.648	0.318	0.483	1.083	1.001
64.000	1.001	0.000	0.024	0.000	0.624	0.000	0.000	0.000	0.306	0.000	0.353	1.284	0.000	0.271	1.036	1.001
65.000	1.001	1.189	0.436	0.000	1.107	0.212	0.000	0.000	0.377	0.094	0.518	0.589	0.000	0.047	1.060	1.001
66.000	1.001	0.989	0.035	0.012	0.860	0.412	0.059	0.082	0.389	0.035	0.365	0.765	0.012	0.659	0.165	1.001
67.000	1.001	0.860	0.883	0.000	0.730	0.212	0.247	0.035	0.000	0.000	0.000	0.824	0.400	0.907	1.519	1.001
68.000	1.001	1.025	0.106	0.000	0.789	0.024	0.165	0.000	0.977	0.000	0.153	1.036	0.106	0.306	0.318	1.001
69.000	1.001	0.813	0.035	0.012	1.013	0.730	0.000	0.283	0.094	0.047	0.000	0.954	0.000	0.024	0.624	1.001
70.000	1.001	1.048	0.683	0.000	0.459	0.671	0.271	0.000	0.094	0.059	0.141	0.353	0.000	0.059	1.142	1.001
71.000	1.001	0.648	0.200	0.000	0.989	0.789	0.012	0.306	0.059	0.330	0.035	0.907	0.000	0.365	0.459	1.001
72.000	1.001	0.271	0.012	0.224	0.624	0.871	0.012	0.141	0.389	0.259	0.283	0.977	0.000	0.059	0.082	1.001
73.000	0.989	0.824	0.000	0.000	1.060	0.118	0.000	0.141	0.071	0.082	0.153	0.801	0.000	0.000	0.612	0.989
74.000	1.001	1.130	0.012	0.000	0.977	0.377	0.000	0.318	0.141	0.153	0.236	1.213	0.000	0.024	0.471	1.001
75.000	1.001	0.813	0.530	0.294	0.824	0.683	0.000	0.000	0.542	0.106	0.000	1.025	0.035	0.236	1.378	1.001
76.000	1.001	1.025	0.954	0.000	1.095	0.447	0.000	0.000	0.330	0.000	0.436	0.000	0.000	0.695	0.860	1.001
77.000	1.001	0.836	0.000	0.130	0.589	0.730	0.330	0.789	0.601	0.259	0.353	1.519	0.000	0.047	0.471	1.001
78.000	1.001	1.048	0.000	0.000	1.342	0.707	0.188	0.565	0.624	0.377	0.141	0.824	0.000	0.047	0.919	1.001
79.000	1.001	0.860	0.000	0.000	0.695	0.765	0.177	0.483	0.082	0.330	0.035	0.636	0.000	0.024	1.072	1.001
80.000	1.001	1.036	1.142	0.094	0.824	0.000	0.000	0.224	0.400	0.000	0.518	0.294	0.000	0.000	0.624	1.001
81.000	1.001	0.801	0.130	0.024	0.954	0.424	0.024	0.000	0.506	0.024	0.000	0.871	0.000	0.106	1.060	1.001
82.000	1.001	0.836	0.153	0.294	0.966	0.683	0.177	0.648	0.412	0.188	0.106	0.871	0.035	0.047	0.353	1.001
83.000	1.001	0.919	0.000	0.518	0.860	0.412	0.271	0.082	0.118	0.024	0.177	0.707	0.059	0.012	0.871	1.001
