Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.528s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.895	0.777	0.212	0.707	0.730	0.000	0.365	0.059	0.188	0.106	0.836	0.047	0.447	0.683	0.989
62.000	1.001	0.565	0.483	0.082	0.506	0.141	0.000	0.436	0.707	0.082	0.377	0.459	0.400	0.742	0.907	1.001
63.000	1.001	0.459	0.153	0.024	0.966	0.012	0.000	0.447	0.895	0.141	1.119	1.025	0.707	0.730	0.765	1.001
64.000	1.001	1.036	0.283	0.165	0.495	0.624	0.047	0.742	0.412	0.118	0.188	0.824	0.377	0.813	0.966	1.001
65.000	1.001	0.718	0.436	0.035	0.801	0.141	0.094	0.730	0.424	0.094	0.895	0.883	0.342	0.624	0.789	1.001
66.000	1.001	0.707	0.306	0.059	0.813	0.671	0.330	0.436	0.459	0.212	0.035	0.436	0.742	0.801	0.813	1.001
67.000	1.001	0.542	0.447	0.436	0.871	0.801	0.012	0.789	0.683	0.000	1.401	1.401	0.648	0.601	1.001	1.001
68.000	1.001	0.718	0.271	0.318	0.765	0.542	0.141	0.742	0.648	0.188	0.553	0.671	0.200	0.695	0.813	1.001
69.000	1.001	0.577	0.683	0.353	0.130	0.518	0.165	0.895	0.012	0.071	0.612	0.895	0.024	0.236	0.436	1.001
70.000	1.001	0.777	0.330	0.212	0.895	0.553	0.047	0.695	0.400	0.035	1.107	0.930	0.389	0.930	1.378	1.001
71.000	1.001	0.907	0.648	0.530	0.601	0.577	0.024	0.871	0.377	0.318	0.742	0.848	0.459	0.730	0.895	1.001
72.000	1.001	0.683	0.353	0.259	0.824	0.071	0.000	0.165	1.060	0.071	0.601	0.860	0.447	0.683	0.860	1.001
73.000	0.989	0.659	0.695	0.601	0.695	0.000	0.000	0.754	0.318	0.000	0.848	0.977	0.377	0.612	0.765	0.989
74.000	1.001	0.412	0.035	0.012	0.919	0.707	0.094	0.765	0.836	0.012	0.765	0.942	0.459	0.589	0.824	1.001
75.000	1.001	0.000	0.000	0.000	0.765	0.000	0.000	0.530	0.648	0.000	0.612	0.801	0.318	0.695	1.013	1.001
