Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.479s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.848	0.436	0.000	0.000	0.813	0.012	0.012	0.035	0.000	0.342	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.165	0.000	0.236	0.318	0.895	0.989
62.000	1.001	0.648	0.777	0.271	0.141	0.636	0.601	0.012	0.000	0.012	0.330	0.082	0.000	0.130	0.000	0.306	0.000	0.000	0.153	1.507	0.024	0.259	0.471	0.742	1.001
63.000	1.001	1.107	0.330	0.259	0.188	0.601	0.400	0.000	0.000	0.141	0.294	0.035	0.000	0.000	0.071	0.200	0.000	0.000	0.247	0.330	0.047	0.400	0.648	0.424	1.001
64.000	1.001	0.553	0.106	0.035	0.106	0.801	0.659	0.012	0.000	0.000	0.459	0.212	0.024	0.000	0.342	0.153	0.000	0.000	0.306	0.353	0.141	0.530	0.424	0.683	1.001
65.000	1.001	0.624	0.330	0.024	0.000	0.412	0.271	0.447	0.000	0.365	0.318	0.035	0.000	0.153	0.765	0.153	0.035	0.000	0.754	1.107	0.000	0.436	0.801	1.260	1.001
66.000	1.001	0.565	0.177	0.000	0.000	1.060	0.000	0.000	0.000	0.153	0.813	0.000	0.000	0.000	0.601	0.188	0.000	0.000	1.013	1.095	0.153	0.518	0.730	0.848	1.001
67.000	1.001	1.307	0.353	0.447	0.200	0.707	0.330	0.024	0.000	0.271	0.447	0.047	0.094	0.094	0.813	0.589	0.000	0.000	0.377	0.801	0.377	0.271	0.294	0.459	1.001
68.000	1.001	0.824	0.330	0.342	0.071	0.836	0.424	0.130	0.000	0.153	0.518	0.094	0.118	0.283	0.459	0.377	0.000	0.000	0.612	0.459	0.377	0.012	0.365	0.707	1.001
69.000	1.001	0.801	0.801	0.365	0.224	0.718	0.188	0.094	0.000	0.106	0.200	0.000	0.059	0.000	0.271	0.082	0.000	0.000	0.000	0.601	0.082	0.765	1.119	0.907	1.001
70.000	1.001	0.742	0.871	0.306	0.153	0.659	0.577	0.047	0.000	0.271	0.259	0.118	0.000	0.000	0.577	0.094	0.000	0.000	0.330	0.789	0.177	0.471	0.636	0.789	1.001
71.000	1.001	0.601	0.212	0.212	0.200	0.848	0.306	0.024	0.000	0.106	0.530	0.082	0.000	0.294	0.377	0.353	0.024	0.000	0.871	0.966	0.212	0.271	0.707	0.907	1.001
72.000	1.001	0.895	0.542	0.294	0.200	0.553	0.930	0.000	0.000	0.165	0.518	0.247	0.000	0.200	0.059	0.035	0.094	0.000	0.553	0.483	0.000	0.200	0.695	0.707	1.001
73.000	0.989	0.871	0.247	0.035	0.000	0.895	0.424	0.071	0.012	0.200	0.707	0.024	0.000	0.471	0.860	0.330	0.000	0.000	0.824	0.989	0.188	0.224	0.424	0.754	0.989
74.000	1.001	0.977	0.659	0.306	0.212	0.624	0.765	0.200	0.024	0.130	0.294	0.283	0.047	0.000	0.188	0.047	0.094	0.000	0.589	0.424	0.000	0.377	0.471	0.495	1.001
75.000	1.001	0.907	0.471	0.082	0.118	0.871	0.436	0.000	0.000	0.612	0.754	0.000	0.000	0.436	0.483	0.695	0.000	0.000	0.283	0.883	0.365	0.671	0.636	0.612	1.001
76.000	1.001	0.695	0.495	0.071	0.106	0.518	0.035	0.000	0.000	0.259	0.365	0.000	0.000	0.118	0.377	0.424	0.000	0.000	0.483	0.765	0.141	0.483	0.883	1.001	1.001
77.000	1.001	0.695	0.012	0.082	0.130	0.754	0.483	0.000	0.000	0.318	0.447	0.353	0.000	0.000	0.659	0.200	0.000	0.000	0.483	0.518	0.259	0.424	0.294	0.577	1.001
78.000	1.001	0.601	0.730	0.141	0.141	0.848	0.141	0.000	0.000	0.742	0.283	0.118	0.000	0.000	0.754	0.071	0.000	0.000	0.000	0.883	0.177	0.530	0.542	0.871	1.001
