Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.419s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.871	0.259	0.047	0.047	0.612	0.377	0.000	0.000	0.035	0.153	0.000	0.000	0.000	0.153	0.000	0.000	0.000	0.188	0.871	0.000	0.000	0.294	0.919	0.989
62.000	1.001	0.930	0.754	0.000	0.000	1.201	0.612	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.071	0.860	0.000	0.000	0.789	0.789	1.001
63.000	1.001	0.471	0.047	0.024	0.000	0.942	0.459	0.000	0.012	0.035	0.153	0.071	0.012	0.012	0.836	0.024	0.035	0.000	0.177	0.954	0.000	0.024	0.283	0.765	1.001
64.000	1.001	1.354	0.966	0.000	0.000	0.506	0.024	0.000	0.000	0.000	0.094	0.000	0.000	0.000	0.035	0.000	0.000	0.012	0.412	0.860	0.000	0.000	0.377	0.730	1.001
65.000	1.001	0.342	0.330	0.000	0.000	1.142	0.177	0.000	0.012	0.047	0.177	0.000	0.000	0.000	0.177	0.000	0.000	0.000	0.577	1.025	0.000	0.118	0.188	1.272	1.001
66.000	1.001	0.977	0.106	0.047	0.000	0.777	0.177	0.000	0.000	0.000	0.236	0.024	0.000	0.000	0.094	0.000	0.000	0.000	0.000	0.942	0.000	0.047	0.530	0.813	1.001
67.000	1.001	1.272	0.754	0.000	0.000	0.813	0.765	0.082	0.200	0.000	0.035	0.000	0.000	0.059	0.236	0.024	0.024	0.000	1.472	1.001	0.000	0.047	0.506	1.201	1.001
68.000	1.001	0.424	0.954	0.059	0.000	0.742	0.212	0.000	0.000	0.000	0.141	0.012	0.000	0.000	0.141	0.000	0.000	0.306	0.447	1.060	0.000	0.035	0.824	0.860	1.001
69.000	1.001	1.154	0.742	0.059	0.000	1.201	0.012	0.047	0.000	0.047	0.483	0.082	0.000	0.024	0.565	0.071	0.000	0.024	0.365	0.871	0.035	0.035	0.919	1.119	1.001
70.000	1.001	1.331	0.389	0.047	0.000	0.742	0.047	0.000	0.000	0.047	0.412	0.000	0.000	0.012	0.082	0.024	0.000	0.118	0.542	0.977	0.000	0.000	0.283	0.636	1.001
