Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.439s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.659	0.577	0.966	0.589	0.000	0.153	0.047	0.000
62.000	1.001	1.025	0.942	0.824	0.589	0.000	0.389	0.294	0.000
63.000	1.001	0.648	0.294	0.648	0.000	0.035	0.330	0.000	0.000
64.000	1.001	1.248	0.000	1.178	0.765	0.000	1.095	0.059	0.000
65.000	1.001	1.107	0.506	0.412	0.212	0.024	0.236	0.283	0.024
66.000	1.001	0.871	0.730	0.919	0.389	0.412	0.082	0.035	0.000
67.000	1.001	0.871	0.000	1.201	0.094	0.165	0.495	0.153	0.000
68.000	1.001	0.871	0.542	0.977	0.000	0.035	0.247	0.071	0.000
69.000	1.001	1.390	0.907	0.989	0.000	0.165	0.377	0.012	0.012
70.000	1.001	0.942	0.777	1.166	0.000	0.000	0.165	0.000	0.000
71.000	1.001	0.389	0.047	0.848	0.000	0.059	1.507	0.000	0.000
72.000	1.001	1.284	0.294	0.942	0.000	0.000	0.624	0.000	0.000
73.000	0.989	0.777	0.212	0.860	0.000	0.000	0.353	0.035	0.000
74.000	1.001	0.848	0.035	1.107	0.000	0.000	1.013	0.000	0.000
75.000	1.001	1.413	0.389	0.589	0.000	0.000	0.553	0.000	0.000
76.000	1.001	1.107	0.483	0.930	0.259	0.094	0.283	0.000	0.000
77.000	1.001	0.883	1.036	0.400	0.141	0.212	0.589	0.000	0.000
78.000	1.001	0.871	0.813	1.260	0.000	0.377	0.871	0.012	0.000
79.000	1.001	0.624	0.141	0.895	0.047	0.059	0.919	0.000	0.000
80.000	1.001	1.001	0.082	0.919	0.236	0.000	0.683	0.259	0.094
81.000	1.001	0.871	0.648	1.119	0.459	0.000	0.919	0.177	0.212
82.000	1.001	1.107	0.754	0.777	0.495	0.000	0.188	0.000	0.000
83.000	1.001	0.966	0.801	0.966	0.400	0.518	0.094	0.000	0.000
84.000	1.001	1.107	0.224	1.189	0.047	0.071	0.000	0.000	0.000
85.000	0.989	0.565	0.601	0.718	0.035	0.118	0.000	0.000	0.000
86.000	1.001	0.883	0.118	0.765	0.000	0.000	0.813	0.000	0.000
87.000	1.001	0.754	0.000	0.518	0.000	0.000	0.506	0.000	0.000
88.000	1.001	0.954	0.294	0.306	0.000	0.000	0.118	0.000	0.000
89.000	1.001	1.072	0.082	0.459	0.212	0.000	0.071	0.000	0.000
90.000	1.001	1.295	0.813	0.813	0.188	0.047	0.483	0.024	0.035
91.000	1.001	0.789	0.813	0.188	0.082	0.306	0.200	0.012	0.012
92.000	1.001	1.178	0.071	0.824	0.012	0.000	0.165	0.024	0.000
93.000	1.001	0.024	0.000	1.036	0.000	0.000	0.330	0.000	0.000
94.000	1.001	0.000	0.000	0.813	0.000	0.000	0.012	0.000	0.000
95.000	1.001	1.083	0.200	0.306	0.000	0.000	0.059	0.000	0.000
96.000	1.001	1.425	0.353	0.612	0.035	0.035	0.389	0.000	0.024
97.000	0.989	0.801	0.177	0.412	0.177	0.024	0.577	0.059	0.000
98.000	1.001	0.954	0.188	1.119	0.153	0.024	0.471	0.000	0.000
99.000	1.001	1.048	1.083	0.801	0.000	0.141	0.813	0.024	0.141
100.000	1.001	1.189	0.094	1.366	0.000	0.059	0.742	0.200	0.106
101.000	1.001	0.624	0.789	0.236	0.000	0.047	0.165	0.000	0.000
102.000	1.001	1.342	0.247	0.954	0.000	0.047	0.506	0.000	0.000
103.000	1.001	0.954	0.895	0.530	0.000	0.153	0.553	0.024	0.118
104.000	1.001	0.871	0.659	0.412	0.000	0.000	0.000	0.000	0.000
105.000	1.001	1.260	0.577	0.000	0.000	0.389	0.000	0.000	0.000
106.000	1.001	0.895	0.130	0.000	0.000	0.000	0.000	0.000	0.000
107.000	1.001	0.801	0.059	0.000	0.000	0.000	0.000	0.000	0.000
108.000	1.001	0.012	0.000	0.977	0.000	0.000	1.225	0.200	0.000
109.000	1.001	0.824	0.000	0.718	0.000	0.000	0.848	0.000	0.000
110.000	0.989	0.094	0.059	0.730	0.000	0.000	0.553	0.000	0.000
111.000	1.001	1.201	0.483	0.483	0.047	0.047	0.259	0.035	0.012
112.000	1.001	0.730	0.306	0.436	0.000	0.000	0.153	0.000	0.000
113.000	1.001	0.895	0.059	0.330	0.000	0.024	0.353	0.000	0.000
114.000	1.001	0.683	0.012	0.389	0.000	0.000	0.000	0.000	0.000
115.000	1.001	0.848	0.094	0.000	0.000	0.000	0.000	0.000	0.000
116.000	1.001	1.060	0.000	0.801	0.000	0.000	0.000	0.000	0.000
117.000	1.001	0.553	0.000	0.860	0.000	0.000	0.553	0.000	0.000
118.000	1.001	0.518	0.283	0.824	0.000	0.000	0.059	0.000	0.000
119.000	1.001	1.083	0.012	0.436	0.000	0.000	0.000	0.000	0.000
120.000	1.001	1.248	0.000	0.601	0.000	0.000	0.000	0.000	0.000
