Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.545s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.977	0.624	0.000	0.330	0.577	0.024	0.530	0.271	0.200	0.365	0.565	0.000	0.742	0.848	0.989
62.000	1.001	0.895	0.730	0.000	0.636	0.919	0.024	1.189	0.730	0.306	0.919	1.166	0.000	0.565	0.695	1.001
63.000	1.001	0.930	0.648	0.000	0.930	0.495	0.365	0.224	0.754	0.024	0.553	0.518	0.000	0.942	1.225	1.001
64.000	1.001	0.553	0.365	0.000	0.871	0.495	0.106	0.942	0.789	0.236	0.707	1.060	0.000	0.601	0.707	1.001
65.000	1.001	0.471	0.483	0.000	0.518	0.306	0.106	0.730	0.400	0.130	0.824	0.742	0.000	0.977	1.025	1.001
66.000	1.001	1.354	0.930	0.000	0.518	1.025	0.506	0.671	0.495	0.200	0.895	0.989	0.000	0.860	0.942	1.001
67.000	1.001	0.671	0.589	0.000	1.366	0.589	0.224	0.966	0.954	0.330	0.518	1.072	0.000	0.636	0.813	1.001
68.000	1.001	0.966	0.907	0.000	0.801	0.247	0.177	0.966	0.671	0.000	0.989	0.989	0.000	0.683	0.742	1.001
69.000	1.001	0.754	0.683	0.000	0.848	0.412	0.247	0.683	0.977	0.071	0.942	0.907	0.000	0.883	1.130	1.001
70.000	1.001	0.942	0.966	0.000	1.036	0.989	0.224	0.671	0.718	0.071	0.612	0.813	0.000	1.048	0.895	1.001
71.000	1.001	0.659	0.624	0.000	0.707	0.271	0.177	1.060	0.659	0.071	0.754	0.966	0.000	0.683	0.848	1.001
72.000	1.001	0.742	0.730	0.000	0.801	0.707	0.035	0.553	0.236	0.377	0.871	0.930	0.000	0.707	0.895	1.001
73.000	0.989	0.930	0.553	0.000	0.754	0.589	0.412	1.001	0.801	0.082	0.000	0.860	0.000	0.989	1.001	0.989
74.000	1.001	0.765	0.707	0.000	0.777	0.624	0.059	0.742	0.836	0.330	0.848	0.836	0.000	0.954	0.977	1.001
75.000	1.001	0.695	0.695	0.000	0.553	0.601	0.236	0.836	0.506	0.024	0.659	0.801	0.000	0.801	0.801	1.001
76.000	1.001	0.836	0.765	0.000	1.142	0.306	0.000	0.730	1.025	0.424	0.930	1.048	0.000	0.777	0.919	1.001
77.000	1.001	0.836	0.777	0.000	1.154	0.495	0.024	0.565	1.025	0.012	0.813	0.907	0.000	1.119	0.813	1.001
78.000	1.001	1.025	0.742	0.000	0.601	0.742	0.942	0.648	0.436	0.188	0.695	0.836	0.000	0.824	0.883	1.001
79.000	1.001	0.601	0.671	0.000	0.518	0.742	0.059	0.801	0.518	0.306	0.294	0.801	0.000	0.848	0.860	1.001
80.000	1.001	1.036	0.777	0.000	0.930	0.636	0.035	0.754	0.848	0.353	0.860	0.966	0.000	0.871	0.919	1.001
81.000	1.001	0.624	0.518	0.000	0.789	0.365	0.247	0.836	0.612	0.047	0.683	0.907	0.000	0.389	0.624	1.001
82.000	1.001	0.919	1.025	0.000	0.671	0.601	0.000	0.294	0.601	0.188	0.883	0.942	0.000	0.565	0.871	1.001
83.000	1.001	0.860	0.836	0.000	1.001	0.636	0.141	1.378	1.025	0.012	0.648	0.836	0.000	1.189	1.119	1.001
84.000	1.001	0.977	0.577	0.000	0.942	0.412	0.082	0.459	0.942	0.188	0.836	0.742	0.000	0.683	0.659	1.001
85.000	0.989	0.553	0.506	0.000	1.001	0.365	0.000	0.683	0.907	0.118	0.695	0.836	0.000	0.954	1.119	0.989
86.000	1.001	1.013	0.530	0.000	0.683	0.883	0.224	0.530	0.342	0.342	0.966	1.107	0.000	0.707	0.977	1.001
87.000	1.001	0.930	0.860	0.000	0.860	0.059	0.000	0.447	0.777	0.000	0.789	0.718	0.000	0.954	0.954	1.001
88.000	1.001	0.565	0.601	0.000	0.777	0.860	0.412	0.895	0.636	0.106	0.636	0.871	0.000	0.895	0.860	1.001
89.000	1.001	1.025	0.883	0.000	1.048	0.589	0.130	0.907	0.765	0.212	0.860	0.883	0.000	0.683	1.001	1.001
90.000	1.001	0.765	0.860	0.000	0.966	0.412	0.000	0.436	1.036	0.024	0.895	0.813	0.000	1.025	1.060	1.001
91.000	1.001	0.789	0.777	0.000	0.412	0.730	0.106	0.907	0.130	0.330	0.518	1.142	0.000	0.518	0.801	1.001
