Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.584s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.024	0.000	0.000	0.765	0.224	0.000	0.141	0.200	0.000	0.012	0.377	0.000	0.318	0.577	0.989
62.000	1.001	0.824	0.447	0.000	0.200	0.012	0.094	0.000	0.471	0.071	0.024	0.695	0.047	0.730	1.107	1.001
63.000	1.001	0.000	0.000	0.000	1.025	0.412	0.094	0.000	0.000	0.000	0.471	0.636	0.000	0.459	0.377	1.001
64.000	1.001	0.000	0.024	0.000	0.860	0.530	0.082	0.765	0.224	0.000	0.094	1.036	0.000	0.612	1.036	1.001
65.000	1.001	0.000	0.000	0.000	1.295	0.400	0.012	0.353	1.095	0.000	0.047	1.248	0.000	0.177	0.577	1.001
66.000	1.001	0.000	0.000	0.000	1.083	0.436	0.047	0.000	0.106	0.000	0.412	0.813	0.094	0.459	0.671	1.001
67.000	1.001	0.000	0.000	0.000	1.072	0.542	0.000	0.012	0.942	0.553	0.059	0.930	0.000	0.412	0.707	1.001
68.000	1.001	0.000	0.000	0.000	0.777	1.013	0.047	0.330	0.530	0.000	0.389	0.966	0.024	0.530	0.848	1.001
69.000	1.001	0.459	0.000	0.000	1.130	0.530	0.177	0.200	0.389	0.000	0.259	1.025	0.071	0.553	0.612	1.001
70.000	1.001	0.954	0.000	0.000	0.942	0.118	0.000	0.306	1.036	0.106	0.412	0.977	0.000	0.024	0.542	1.001
71.000	1.001	1.095	0.000	0.000	0.565	0.707	0.000	0.518	0.294	0.047	0.495	0.789	0.000	0.000	0.459	1.001
72.000	1.001	0.883	0.589	0.000	1.130	0.506	0.000	0.895	0.271	0.000	0.695	0.612	0.071	0.553	0.895	1.001
73.000	0.989	0.671	0.765	0.000	0.801	0.000	0.000	0.000	0.188	0.000	0.671	0.118	0.012	0.259	0.824	0.989
74.000	1.001	0.777	0.377	0.059	1.013	0.636	0.035	0.153	0.577	0.071	0.424	1.225	0.565	0.236	0.765	1.001
75.000	1.001	0.636	0.530	0.047	0.306	0.000	0.012	0.306	0.118	0.165	0.636	1.013	0.000	0.318	0.671	1.001
76.000	1.001	1.460	0.424	0.000	0.177	0.047	0.000	0.565	0.059	0.094	0.000	0.836	0.000	0.118	1.236	1.001
77.000	1.001	0.836	0.047	0.000	0.895	0.518	0.188	0.259	0.188	0.000	0.671	0.471	0.071	0.718	0.506	1.001
78.000	1.001	0.718	0.353	0.000	0.518	0.412	0.000	0.059	0.000	0.000	1.060	0.648	0.000	0.259	1.260	1.001
79.000	1.001	1.013	0.082	0.047	0.553	0.389	0.024	0.106	0.353	0.047	0.294	1.236	0.000	0.035	0.695	1.001
80.000	1.001	0.707	0.224	0.000	1.248	0.306	0.024	0.188	0.306	0.318	0.283	0.506	0.000	0.353	0.612	1.001
81.000	1.001	1.295	0.601	0.141	0.330	0.636	0.024	0.059	0.071	0.000	0.059	0.400	0.106	0.389	0.601	1.001
82.000	1.001	1.013	0.707	0.000	1.119	0.012	0.000	0.000	0.365	0.271	0.624	0.648	0.000	0.365	1.166	1.001
83.000	1.001	1.189	0.765	0.094	1.484	0.518	0.000	0.071	0.118	0.130	0.306	0.871	0.130	0.742	1.001	1.001
