Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.448s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.000	0.000	0.342	0.989	0.000	0.000	0.530	0.518	0.671	0.977	0.989	0.000	0.000	0.742	0.989
62.000	1.001	0.000	0.000	0.259	0.942	0.000	0.000	0.447	1.036	0.683	0.954	0.942	0.000	0.000	0.506	1.001
63.000	1.001	0.000	0.000	0.389	0.966	0.000	0.000	0.612	1.013	0.294	0.695	0.695	0.000	0.000	1.295	1.001
64.000	1.001	0.000	0.000	0.212	0.930	0.000	0.000	0.436	0.919	1.025	0.966	0.989	0.000	0.000	0.754	1.001
65.000	1.001	0.000	0.000	0.471	0.930	0.000	0.000	0.836	0.942	0.424	0.977	1.001	0.000	0.000	0.742	1.001
66.000	1.001	0.000	0.000	0.966	0.848	0.000	0.000	0.824	0.224	0.824	0.848	1.013	0.000	0.071	0.989	1.001
67.000	1.001	0.000	0.000	0.754	1.072	0.000	0.000	0.506	1.095	0.365	0.730	0.836	0.000	0.118	0.836	1.001
68.000	1.001	0.000	0.000	0.813	1.025	0.000	0.000	0.777	0.919	0.707	0.989	1.130	0.000	0.000	1.107	1.001
69.000	1.001	0.000	0.000	0.530	0.836	0.000	0.000	0.718	0.942	0.447	1.060	0.919	0.000	0.000	0.989	1.001
70.000	1.001	0.000	0.000	0.871	1.130	0.000	0.000	1.060	0.919	0.000	0.954	1.072	0.000	0.000	0.930	1.001
71.000	1.001	0.000	0.000	0.436	0.813	0.000	0.000	0.247	0.954	0.000	0.695	1.001	0.000	0.000	0.954	1.001
72.000	1.001	0.000	0.000	0.000	0.977	0.000	0.000	0.000	0.801	0.000	0.000	1.013	0.200	0.000	0.977	1.001
73.000	0.989	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.813	0.000	0.000	0.236	0.659	0.000	0.942	0.989
74.000	1.001	0.000	0.000	0.000	0.754	0.000	0.000	0.000	0.718	0.000	0.000	1.378	0.624	0.012	0.742	1.001
75.000	1.001	0.000	0.000	0.000	0.601	0.000	0.000	0.000	0.506	0.236	0.000	0.024	0.601	0.601	0.047	1.001
76.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
77.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.754	0.000	0.000	0.742	1.001
78.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.789	0.000	0.000	0.907	1.001
79.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.142	0.000	0.000	1.107	1.001
80.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.989	1.001
81.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.966	0.000	0.000	1.001	1.001
82.000	1.001	0.000	0.000	0.436	0.000	0.000	0.000	0.624	0.000	0.000	0.035	0.860	0.000	0.000	0.765	1.001
83.000	1.001	0.000	0.000	0.589	0.636	0.000	0.000	0.848	0.000	0.224	1.025	0.683	0.000	0.212	0.871	1.001
84.000	1.001	0.000	0.000	0.294	0.365	0.000	0.000	0.330	0.000	0.400	0.683	0.824	0.000	0.000	0.789	1.001
85.000	0.989	0.000	0.000	1.154	1.460	0.000	0.000	1.213	0.000	0.000	0.424	1.001	0.000	0.000	0.259	0.989
86.000	1.001	0.000	0.000	0.836	1.072	0.000	0.000	0.848	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001
87.000	1.001	0.000	0.000	0.883	1.001	0.024	0.000	0.989	0.212	0.000	0.895	1.001	0.000	0.000	0.871	1.001
88.000	1.001	0.000	0.000	0.848	1.001	0.000	0.000	0.919	0.966	0.000	0.860	0.871	0.000	0.000	1.036	1.001
89.000	1.001	0.000	0.000	1.201	1.001	0.000	0.000	1.130	0.942	0.000	1.083	1.130	0.000	0.000	0.930	1.001
90.000	1.001	0.000	0.000	0.754	0.989	0.000	0.000	0.765	1.036	0.000	1.001	0.813	0.000	0.000	1.036	1.001
91.000	1.001	0.000	0.000	0.718	0.954	0.000	0.024	0.930	0.848	0.000	1.036	1.036	0.024	0.000	1.001	1.001
92.000	1.001	0.000	0.000	0.000	0.860	0.000	0.247	0.271	0.730	0.000	0.930	0.365	0.707	0.000	0.942	1.001
93.000	1.001	0.000	0.000	0.000	1.036	0.000	0.047	1.060	1.154	0.000	0.930	1.543	0.930	0.000	0.930	1.001
94.000	1.001	0.000	0.000	0.000	1.048	0.000	0.000	1.119	1.013	0.000	0.907	0.966	1.166	0.000	1.013	1.001
95.000	1.001	0.000	0.000	0.000	0.824	0.000	0.000	1.107	0.612	0.000	0.919	1.013	0.659	0.000	0.930	1.001
96.000	1.001	0.000	0.000	0.000	1.036	0.000	0.000	0.742	1.189	0.000	0.377	0.977	1.072	0.000	1.107	1.001
97.000	0.989	0.000	0.000	0.000	0.954	0.035	0.000	0.165	0.966	0.000	1.236	1.001	0.836	0.000	0.765	0.989
98.000	1.001	0.000	0.000	0.000	0.989	0.106	0.035	0.000	0.954	0.000	0.824	0.919	1.060	0.000	1.083	1.001
99.000	1.001	0.000	0.000	0.000	0.848	0.471	0.000	0.000	0.789	0.000	0.506	0.813	0.447	0.000	0.801	1.001
100.000	1.001	0.000	0.000	0.000	1.072	0.695	0.000	0.000	1.107	0.000	1.178	0.495	1.013	0.000	1.083	1.001
101.000	1.001	0.000	0.000	0.000	0.553	0.306	0.000	0.000	0.389	0.000	0.871	1.425	0.695	0.000	0.966	1.001
102.000	1.001	0.000	0.000	0.000	0.895	0.707	0.000	0.000	0.860	0.000	0.930	1.001	0.777	0.000	1.001	1.001
103.000	1.001	0.000	0.000	0.000	1.178	1.119	0.000	0.000	1.213	0.000	0.966	0.989	1.166	0.000	1.001	1.001
104.000	1.001	0.000	0.000	0.000	1.001	0.989	0.000	0.000	1.072	0.000	0.966	0.883	1.166	0.000	0.989	1.001
105.000	1.001	0.000	0.000	0.000	0.989	0.294	0.000	0.400	0.860	0.000	0.777	0.707	0.895	0.412	0.954	1.001
106.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.271	0.942	0.000	1.107	0.836	0.695	0.707	1.013	1.001
107.000	1.001	0.000	0.000	0.000	0.659	0.000	0.000	0.000	0.707	0.000	0.742	1.189	0.553	0.565	0.813	1.001
108.000	1.001	0.000	0.000	0.000	0.648	0.000	0.000	0.000	0.789	0.000	1.013	0.860	0.530	0.436	1.048	1.001
109.000	1.001	0.000	0.000	0.000	0.883	0.000	0.000	0.000	0.801	0.000	0.389	0.919	0.765	0.742	1.013	0.989
110.000	0.989	0.000	0.000	0.000	0.754	0.000	0.000	0.000	0.612	0.000	0.000	0.777	0.377	0.212	0.801	1.001
111.000	1.001	0.000	0.000	0.000	1.236	0.000	0.000	0.000	0.565	0.000	0.000	1.142	0.412	0.271	0.977	1.001
112.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.954	0.000	0.000	1.001	1.001
113.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.824	0.000	0.000	1.001	0.000	0.000	1.001	1.001
114.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.013	0.000	0.000	0.989	0.000	0.000	1.001	1.001
115.000	1.001	0.000	0.000	0.000	1.001	0.495	0.000	0.000	0.989	0.000	0.000	1.013	0.000	0.000	0.989	1.001
116.000	1.001	0.000	0.000	0.000	0.895	0.801	0.000	0.459	0.895	0.000	0.447	0.954	0.000	0.000	0.883	1.001
117.000	1.001	0.000	0.000	0.000	0.495	0.306	0.059	0.742	0.495	0.000	0.754	0.954	0.000	0.000	1.001	1.001
118.000	1.001	0.000	0.000	0.000	1.260	1.178	0.000	0.789	0.860	0.000	1.060	1.001	0.000	0.000	0.954	1.001
119.000	1.001	0.000	0.000	0.212	1.036	0.919	0.000	0.471	1.025	0.000	0.813	0.824	0.165	0.000	0.966	1.001
120.000	1.001	0.000	0.000	0.459	0.624	0.389	0.000	0.436	0.553	0.000	0.860	0.695	0.424	0.000	0.836	1.001
