Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.507s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.683	0.000	0.000	0.094	0.318	0.895	0.000	0.000	0.612	0.895	0.989
62.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.000	0.094	0.824	0.000	0.000	0.012	0.459	0.565	0.000	0.094	0.518	0.542	1.001
63.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.589	0.000	0.000	0.000	0.000	0.848	0.000	0.000	0.000	0.106	0.777	0.000	0.436	0.612	0.977	1.001
64.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.247	0.000	0.000	0.000	0.259	0.471	0.000	0.000	0.283	0.648	1.095	0.000	0.035	0.024	0.718	1.001
65.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.353	0.000	0.000	0.000	0.094	0.601	0.000	0.000	0.353	0.860	0.801	0.000	0.118	0.695	0.624	1.001
66.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.000	0.059	0.412	0.000	0.000	0.024	0.506	0.860	0.000	0.483	0.624	0.860	1.001
67.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.294	0.306	0.318	0.000	0.353	0.601	0.824	1.001
68.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.000	0.000	0.318	0.236	0.000	0.000	0.153	0.424	0.765	0.000	0.094	0.447	0.636	1.001
69.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.306	0.330	0.000	0.000	0.106	0.577	0.695	0.000	0.247	0.271	0.542	1.001
70.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.330	0.000	0.000	0.000	0.012	0.400	0.000	0.000	0.000	0.130	0.471	0.000	0.024	0.094	0.471	1.001
71.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.153	0.365	0.000	0.000	0.471	0.801	0.624	0.000	0.106	0.259	0.553	1.001
72.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.000	0.000	0.000	0.236	0.553	0.000	0.000	0.024	0.542	0.942	0.000	0.259	0.177	0.742	1.001
73.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.813	0.671	0.695	0.000	0.035	0.059	0.224	0.989
74.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.365	0.000	0.000	0.000	0.012	0.683	0.000	0.000	0.082	0.471	0.942	0.000	0.424	0.530	0.919	1.001
75.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.106	0.495	0.000	0.000	0.000	0.283	0.601	0.000	0.377	0.612	0.589	1.001
