Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.439s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.848	0.424	0.459	0.436	0.353	0.177	0.000	0.000
62.000	1.001	0.412	0.212	0.742	0.188	0.000	1.119	0.412	0.000
63.000	1.001	1.189	0.000	0.777	0.518	0.000	0.765	0.200	0.000
64.000	1.001	1.095	0.000	0.801	0.130	0.118	0.365	0.012	0.000
65.000	1.001	0.188	0.000	1.201	0.165	0.000	0.813	0.106	0.000
66.000	1.001	1.130	0.000	1.072	0.106	0.000	1.119	0.212	0.000
67.000	1.001	1.119	0.000	0.012	0.919	0.188	0.000	0.624	0.012
68.000	1.001	0.306	0.000	0.801	0.153	0.777	0.094	0.000	0.000
69.000	1.001	1.036	0.000	1.036	0.259	0.236	0.506	0.106	0.118
70.000	1.001	0.883	0.000	0.907	0.035	0.000	0.883	0.565	0.000
71.000	1.001	1.107	0.000	0.447	0.495	0.000	0.636	0.153	0.000
72.000	1.001	0.671	0.000	1.225	0.118	0.106	0.141	0.035	0.082
73.000	0.989	1.260	0.000	0.954	0.247	0.000	0.447	0.141	0.024
74.000	1.001	0.377	0.000	0.601	0.047	0.000	0.165	0.094	0.000
75.000	1.001	0.000	0.000	0.436	0.000	0.000	0.895	0.389	0.000
76.000	1.001	1.048	0.000	1.225	0.188	0.000	0.754	0.082	0.012
77.000	1.001	1.284	0.153	0.424	0.177	0.130	0.212	0.094	0.000
78.000	1.001	0.919	0.542	0.966	0.082	0.012	0.000	0.165	0.118
79.000	1.001	1.213	0.636	1.331	1.142	0.071	0.824	0.389	0.012
80.000	1.001	0.612	0.294	0.860	0.141	0.024	0.224	0.247	0.236
81.000	1.001	0.930	0.224	0.777	0.047	0.283	0.024	0.306	0.024
82.000	1.001	0.259	0.047	0.907	0.553	0.000	0.000	0.306	0.000
83.000	1.001	0.542	0.177	0.094	0.035	0.000	0.000	0.024	0.130
84.000	1.001	0.000	0.000	0.412	0.377	0.000	0.565	0.000	0.000
85.000	0.989	0.836	0.035	1.095	0.553	0.071	0.141	0.012	0.000
86.000	1.001	1.272	0.765	0.212	0.553	0.000	0.000	0.000	0.000
87.000	1.001	1.083	0.200	1.036	0.447	0.283	0.012	0.306	0.047
88.000	1.001	0.742	0.777	1.437	0.907	0.000	0.082	0.200	0.000
89.000	1.001	0.047	0.000	0.765	0.094	0.365	0.118	0.447	0.024
90.000	1.001	1.248	0.141	0.601	0.000	0.094	0.165	0.059	0.165
91.000	1.001	0.436	0.000	0.777	0.118	0.024	0.624	0.224	0.259
92.000	1.001	0.542	0.000	0.718	0.436	0.082	0.777	0.294	0.000
93.000	1.001	1.613	1.413	0.848	0.318	0.000	0.000	0.000	0.000
94.000	1.001	0.589	0.377	0.789	0.777	0.000	0.000	0.000	0.000
95.000	1.001	0.624	0.000	0.954	0.188	0.000	0.765	0.000	0.000
96.000	1.001	0.860	0.000	1.390	0.330	0.000	0.400	0.483	0.000
97.000	0.989	0.966	0.730	0.683	0.589	0.000	0.024	0.059	0.000
98.000	1.001	0.236	0.000	0.836	0.306	0.141	0.353	0.153	0.000
99.000	1.001	0.954	0.000	1.189	0.118	0.000	0.236	0.165	0.000
100.000	1.001	0.977	0.000	0.871	0.813	0.389	0.106	0.118	0.000
101.000	1.001	1.048	0.177	0.718	0.612	0.200	0.082	0.447	0.000
102.000	1.001	0.636	0.000	0.153	0.495	0.000	0.012	0.071	0.000
103.000	1.001	1.649	0.671	0.848	0.000	0.082	0.012	0.012	0.000
104.000	1.001	0.612	0.353	0.801	0.000	0.389	0.000	0.000	0.000
105.000	1.001	0.589	0.000	1.295	1.072	0.601	0.035	0.000	0.000
106.000	1.001	0.954	0.000	0.765	0.483	0.000	0.012	0.000	0.000
107.000	1.001	1.154	1.107	0.730	0.330	0.530	0.000	0.000	0.059
108.000	1.001	0.919	0.165	0.765	0.318	0.495	0.000	0.000	0.094
109.000	1.001	0.436	0.024	0.236	0.353	0.047	0.000	0.000	0.047
110.000	0.989	0.447	0.012	1.025	0.601	0.000	0.342	0.000	0.000
111.000	1.001	1.025	0.082	0.801	0.000	0.082	0.082	0.000	0.012
112.000	1.001	0.059	0.035	0.601	0.000	0.165	0.000	0.000	0.000
113.000	1.001	1.178	0.318	0.236	0.177	0.483	0.000	0.000	0.000
114.000	1.001	0.860	0.400	0.400	0.130	0.153	0.000	0.000	0.000
115.000	1.001	1.472	0.000	0.954	0.153	0.000	0.342	0.000	0.000
116.000	1.001	0.294	0.000	0.801	0.000	0.000	0.624	0.000	0.000
117.000	1.001	0.789	0.000	0.813	0.247	0.000	0.000	0.000	0.000
118.000	1.001	0.801	0.200	0.530	0.024	0.000	0.000	0.000	0.000
119.000	1.001	0.954	0.000	0.895	0.130	0.389	0.000	0.000	0.035
120.000	1.001	0.954	0.106	1.201	0.459	0.294	0.000	0.000	0.000
