Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.519s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.848	0.824	0.436	0.954	0.695	0.318	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.883	0.565	0.294	0.907	0.730	0.259	0.035	0.000	0.059	0.024	0.000	0.000	0.035	0.000	0.000
63.000	1.001	0.224	0.130	0.330	0.742	0.306	0.024	0.000	0.000	0.236	0.000	0.000	0.000	0.094	0.000	0.000
64.000	1.001	1.225	1.036	0.601	0.813	1.072	0.130	0.000	0.000	0.283	0.000	0.000	0.000	0.212	0.000	0.000
65.000	1.001	0.824	0.836	0.801	0.624	0.542	0.035	0.000	0.000	0.059	0.012	0.012	0.000	0.000	0.000	0.000
66.000	1.001	1.036	0.695	0.742	0.989	0.718	0.059	0.035	0.000	0.047	0.000	0.000	0.000	0.130	0.000	0.000
67.000	1.001	0.742	0.754	0.495	0.942	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68.000	1.001	1.048	0.919	0.330	0.836	0.930	0.236	0.024	0.000	0.177	0.000	0.012	0.000	0.071	0.000	0.012
69.000	1.001	0.765	0.506	0.165	0.777	0.518	0.318	0.071	0.000	0.094	0.024	0.000	0.000	0.047	0.000	0.000
70.000	1.001	0.612	0.589	0.483	0.836	0.471	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	1.048	1.060	0.883	1.001	0.801	0.000	0.000	0.000	0.094	0.000	0.000	0.000	0.047	0.000	0.000
72.000	1.001	0.707	0.047	0.000	0.930	0.671	0.224	0.000	0.000	0.177	0.000	0.000	0.000	0.082	0.000	0.000
73.000	0.989	1.001	0.942	0.247	0.365	1.036	0.024	0.024	0.000	0.283	0.000	0.000	0.000	0.224	0.000	0.000
74.000	1.001	0.883	0.648	0.695	1.013	0.624	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.094	0.000	0.000
75.000	1.001	0.895	0.236	0.436	0.577	0.860	0.212	0.035	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	0.919	0.813	0.836	1.248	0.294	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	0.777	0.365	0.283	0.742	0.471	0.365	0.012	0.000	0.165	0.000	0.000	0.000	0.059	0.000	0.000
78.000	1.001	0.801	0.683	0.565	1.025	0.471	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000
79.000	1.001	0.895	0.506	0.495	0.553	0.659	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000
80.000	1.001	1.060	1.331	0.930	1.095	0.883	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.035	0.000	0.000
81.000	1.001	0.871	0.589	0.106	0.871	0.789	0.012	0.000	0.000	0.082	0.000	0.000	0.000	0.047	0.000	0.000
82.000	1.001	0.565	0.506	0.389	0.907	0.259	0.000	0.000	0.000	0.247	0.000	0.000	0.000	0.188	0.000	0.000
83.000	1.001	1.001	0.424	0.412	0.789	1.013	0.082	0.012	0.000	0.188	0.000	0.000	0.000	0.000	0.000	0.000
84.000	1.001	1.060	0.824	0.188	0.754	0.471	0.035	0.012	0.000	0.188	0.000	0.000	0.000	0.188	0.000	0.000
85.000	0.989	0.730	0.271	0.153	0.860	0.871	0.506	0.000	0.000	0.318	0.130	0.071	0.000	0.188	0.000	0.071
86.000	1.001	0.824	0.718	0.165	0.977	0.624	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.047	0.000	0.000
87.000	1.001	0.730	0.283	0.212	1.013	0.789	0.059	0.000	0.000	0.177	0.000	0.059	0.000	0.094	0.000	0.000
88.000	1.001	1.095	0.813	0.306	0.200	0.577	0.318	0.118	0.000	0.012	0.047	0.000	0.000	0.047	0.000	0.000
89.000	1.001	0.895	0.777	0.436	1.401	0.742	0.130	0.059	0.000	0.106	0.012	0.000	0.000	0.024	0.000	0.000
90.000	1.001	0.977	0.188	0.200	1.001	0.895	0.212	0.071	0.000	0.400	0.000	0.000	0.000	0.130	0.000	0.012
91.000	1.001	0.989	0.836	0.589	0.765	0.730	0.188	0.000	0.000	0.094	0.000	0.000	0.000	0.071	0.000	0.000
92.000	1.001	0.424	0.506	0.342	1.001	0.389	0.177	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93.000	1.001	0.883	0.377	0.436	0.765	0.919	0.353	0.071	0.000	0.247	0.000	0.000	0.000	0.059	0.000	0.000
94.000	1.001	0.565	0.907	0.542	0.883	0.495	0.247	0.000	0.000	0.024	0.024	0.024	0.000	0.000	0.000	0.000
95.000	1.001	1.095	0.612	0.471	0.765	1.437	0.412	0.118	0.000	0.082	0.000	0.000	0.000	0.012	0.000	0.000
96.000	1.001	0.871	0.648	0.412	0.742	0.236	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97.000	0.989	0.671	0.754	0.424	0.919	0.695	0.306	0.047	0.000	0.141	0.000	0.000	0.000	0.106	0.000	0.000
98.000	1.001	0.989	0.801	0.530	0.730	0.648	0.330	0.106	0.000	0.024	0.000	0.000	0.000	0.094	0.000	0.000
99.000	1.001	0.742	0.318	0.342	0.942	0.506	0.106	0.165	0.000	0.106	0.000	0.000	0.000	0.071	0.000	0.000
100.000	1.001	0.707	0.836	0.671	1.072	0.365	0.012	0.000	0.000	0.200	0.000	0.000	0.000	0.118	0.000	0.000
101.000	1.001	0.871	0.730	0.565	0.860	0.495	0.012	0.000	0.000	0.082	0.000	0.000	0.000	0.130	0.000	0.000
102.000	1.001	1.025	0.907	0.377	0.789	0.871	0.224	0.000	0.000	0.165	0.000	0.000	0.000	0.012	0.000	0.000
103.000	1.001	1.025	0.742	0.742	0.601	1.013	0.165	0.024	0.000	0.094	0.000	0.000	0.000	0.118	0.000	0.000
104.000	1.001	0.942	0.471	0.283	0.860	0.742	0.165	0.000	0.000	0.236	0.059	0.000	0.000	0.094	0.000	0.000
105.000	1.001	0.942	0.765	0.495	0.942	0.424	0.000	0.000	0.294	0.188	0.000	0.000	0.283	0.094	0.000	0.000
106.000	1.001	0.624	0.483	0.283	0.848	0.565	0.000	0.000	0.318	0.200	0.000	0.000	0.047	0.188	0.000	0.000
107.000	1.001	1.142	1.142	0.530	0.954	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.165	0.000	0.000	0.000
108.000	1.001	0.495	0.353	0.459	1.001	0.000	0.000	0.000	0.459	0.000	0.000	0.000	0.342	0.000	0.000	0.000
109.000	1.001	0.871	0.483	0.330	0.765	0.471	0.118	0.071	0.436	0.071	0.000	0.000	0.224	0.094	0.000	0.000
110.000	0.989	0.400	0.047	0.082	0.742	0.000	0.000	0.000	0.506	0.000	0.000	0.000	0.648	0.000	0.000	0.000
111.000	1.001	1.036	0.695	0.436	0.777	0.765	0.000	0.000	0.883	0.024	0.000	0.000	0.389	0.000	0.000	0.000
112.000	1.001	0.848	0.718	0.342	0.977	0.742	0.106	0.000	0.601	0.000	0.000	0.000	0.530	0.000	0.000	0.000
113.000	1.001	0.919	0.718	0.306	0.483	0.813	0.082	0.000	0.141	0.377	0.000	0.000	0.188	0.082	0.000	0.000
114.000	1.001	0.742	0.365	0.118	0.871	0.153	0.059	0.000	0.742	0.000	0.000	0.000	0.294	0.000	0.000	0.000
115.000	1.001	0.966	1.095	0.883	0.553	0.483	0.024	0.000	0.294	0.000	0.000	0.012	0.000	0.000	0.000	0.000
116.000	1.001	0.718	0.436	0.353	0.883	0.542	0.153	0.000	0.495	0.000	0.000	0.000	0.471	0.000	0.000	0.000
117.000	1.001	0.424	0.306	0.353	0.683	0.035	0.000	0.000	0.860	0.024	0.000	0.000	0.377	0.000	0.000	0.000
118.000	1.001	0.907	0.224	0.330	0.683	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.530	0.000	0.000	0.000
119.000	1.001	1.060	0.919	0.707	0.471	0.577	0.094	0.000	0.530	0.259	0.000	0.000	0.495	0.047	0.000	0.000
120.000	1.001	0.683	0.259	0.259	1.095	0.424	0.000	0.000	0.801	0.000	0.000	0.000	0.683	0.000	0.000	0.000
