Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.442s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.789	0.400	0.000	0.165	0.294	0.024	0.118	0.000	0.024	0.624	0.742	0.000	0.000	0.765	0.989
62.000	1.001	0.342	0.259	0.000	0.765	0.236	0.047	0.447	0.754	0.000	0.424	0.895	0.000	0.059	0.683	1.001
63.000	1.001	0.966	0.353	0.000	0.930	0.318	0.035	0.212	0.059	0.000	0.789	0.130	0.059	0.518	0.895	1.001
64.000	1.001	1.378	0.294	0.000	0.530	0.165	0.012	0.000	0.000	0.024	0.224	0.389	0.000	0.035	0.942	1.001
65.000	1.001	0.977	0.024	0.000	1.166	0.954	0.059	0.577	0.000	0.047	0.330	1.130	0.000	0.483	0.966	1.001
66.000	1.001	0.848	0.153	0.000	0.871	0.589	0.000	0.754	0.659	0.000	0.200	0.801	0.024	0.306	0.871	1.001
67.000	1.001	1.284	0.224	0.000	0.954	0.907	0.000	0.000	0.059	0.035	0.236	0.754	0.177	0.377	0.930	1.001
68.000	1.001	0.648	0.130	0.047	0.813	0.648	0.000	1.083	0.000	0.024	0.589	1.390	0.000	0.683	0.942	1.001
69.000	1.001	1.107	0.530	0.000	1.119	0.224	0.224	0.353	0.012	0.188	0.506	0.718	0.565	0.695	0.989	1.001
70.000	1.001	0.306	0.094	0.000	1.001	1.013	0.000	0.000	0.330	0.059	0.695	0.895	0.082	0.601	0.942	1.001
71.000	1.001	1.460	0.047	0.153	0.801	0.224	0.000	0.565	0.471	0.012	0.624	0.765	0.247	0.601	1.048	1.001
72.000	1.001	0.718	0.518	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.118	1.013	0.000	0.188	0.754	1.001
73.000	0.989	0.389	0.000	0.082	1.295	0.318	0.000	0.141	0.400	0.024	0.224	0.648	0.000	1.072	1.107	0.989
74.000	1.001	1.130	0.059	0.200	1.001	0.000	0.000	0.012	0.424	0.000	0.271	0.730	0.000	0.459	1.036	1.001
75.000	1.001	1.048	0.742	0.000	0.824	0.659	0.200	0.495	0.035	0.000	0.707	1.448	0.071	0.035	0.883	1.001
76.000	1.001	0.919	0.047	0.247	1.072	0.283	0.059	0.530	0.542	0.035	0.447	0.754	0.000	0.000	1.083	1.001
77.000	1.001	0.754	0.447	0.000	0.813	0.542	0.000	0.612	0.718	0.012	1.083	1.201	0.000	0.200	0.895	1.001
78.000	1.001	0.530	0.071	0.047	1.201	0.259	0.071	0.024	0.659	0.000	0.919	0.459	0.082	0.436	0.871	1.001
79.000	1.001	0.930	0.236	0.047	0.942	0.247	0.059	0.106	0.212	0.094	0.518	1.248	0.247	0.224	0.942	1.001
80.000	1.001	0.765	0.153	0.106	0.813	0.000	0.000	0.353	0.130	0.059	0.000	0.577	0.000	0.118	0.919	1.001
81.000	1.001	1.225	0.330	0.024	0.730	0.000	0.000	0.059	0.165	0.000	0.000	0.695	0.059	0.024	1.083	1.001
82.000	1.001	0.895	0.459	0.483	0.589	0.294	0.024	0.130	0.530	0.365	0.518	1.130	0.200	0.412	0.813	1.001
83.000	1.001	0.836	0.224	0.106	1.378	0.389	0.000	0.259	0.188	0.000	0.954	0.836	0.271	0.224	0.636	1.001
84.000	1.001	0.118	0.377	0.000	0.824	0.000	0.000	0.000	0.342	0.000	0.318	0.683	0.012	0.000	0.989	1.001
85.000	0.989	1.154	0.318	0.495	0.919	0.695	0.000	0.000	0.742	0.047	0.342	0.742	0.000	0.342	0.871	0.989
86.000	1.001	0.824	1.095	0.059	0.742	0.389	0.212	0.082	0.188	0.024	0.624	0.718	0.000	0.071	1.036	1.001
87.000	1.001	0.860	0.177	0.047	1.013	0.577	0.012	0.012	0.330	0.024	0.106	0.153	0.106	0.518	0.989	1.001
88.000	1.001	0.506	0.236	0.000	0.930	0.035	0.153	0.683	0.424	0.106	0.059	1.390	0.024	0.165	0.860	1.001
89.000	1.001	0.671	0.683	0.000	0.754	0.236	0.165	0.082	0.071	0.094	0.353	1.201	0.094	0.141	1.001	1.001
90.000	1.001	0.553	0.353	0.365	1.083	0.177	0.012	0.071	0.400	0.024	0.542	0.919	0.212	0.483	0.977	1.001
91.000	1.001	1.036	0.000	0.000	0.895	0.342	0.000	0.412	0.930	0.000	0.648	0.542	0.000	0.412	1.001	1.001
92.000	1.001	0.530	0.400	0.000	0.907	0.459	0.012	0.224	0.695	0.200	0.789	1.201	0.000	0.813	0.813	1.001
93.000	1.001	0.942	0.400	0.459	0.871	0.424	0.000	0.212	0.200	0.024	0.353	0.601	0.000	0.259	0.919	1.001
94.000	1.001	0.271	0.318	0.177	1.107	0.059	0.012	0.495	0.930	0.188	0.589	0.659	0.000	0.000	0.789	1.001
95.000	1.001	0.424	0.106	0.047	0.848	0.813	0.035	0.259	0.412	0.000	0.718	0.659	0.000	0.589	0.671	1.001
96.000	1.001	0.824	0.000	0.000	1.001	0.424	0.000	0.530	0.577	0.236	0.542	0.871	0.000	0.000	1.295	1.001
97.000	0.989	0.789	0.000	0.000	0.883	0.801	0.000	0.200	0.106	0.259	0.000	0.565	0.000	0.683	0.813	0.989
98.000	1.001	0.742	0.188	0.012	1.013	0.742	0.271	0.082	0.483	0.000	0.224	0.636	0.106	0.000	0.754	1.001
99.000	1.001	0.671	0.577	0.047	0.765	0.424	0.059	0.035	0.471	0.082	0.000	0.071	0.153	0.000	0.683	1.001
100.000	1.001	1.025	0.071	0.000	0.813	0.141	0.141	0.283	0.518	0.024	0.000	1.201	0.118	0.012	1.531	1.001
101.000	1.001	0.636	0.707	0.024	0.895	0.094	0.071	0.082	0.813	0.000	0.777	0.577	0.024	0.165	1.095	1.001
102.000	1.001	0.789	0.130	0.471	0.942	0.648	0.353	0.518	0.824	0.141	0.801	1.060	0.047	0.000	0.365	1.001
103.000	1.001	1.166	0.671	0.012	0.930	0.718	0.012	0.200	0.365	0.012	0.330	0.577	0.012	0.071	0.389	1.001
104.000	1.001	0.601	0.659	0.000	0.683	0.836	0.177	0.294	0.094	0.000	0.883	1.107	0.094	0.836	1.130	1.001
105.000	1.001	1.401	1.154	0.106	0.082	0.801	0.000	0.271	0.000	0.294	0.765	0.612	0.000	0.000	1.048	1.001
106.000	1.001	0.565	0.553	0.000	0.000	0.353	0.047	0.000	0.000	0.577	0.224	0.436	0.012	0.177	1.284	1.001
107.000	1.001	1.130	0.236	0.000	0.200	0.895	0.000	0.141	0.012	0.082	0.294	1.036	0.012	0.059	0.930	1.001
108.000	1.001	0.518	0.624	0.000	0.389	0.000	0.059	0.365	0.224	0.047	0.247	0.883	0.047	0.601	0.636	1.001
109.000	1.001	1.284	0.035	0.165	0.636	0.530	0.012	0.094	0.459	0.047	0.247	0.742	0.000	0.707	0.648	0.989
110.000	0.989	0.813	0.059	0.130	0.907	0.224	0.071	0.436	0.612	0.224	0.389	0.377	0.024	0.106	1.072	1.001
111.000	1.001	0.848	0.259	0.130	1.001	0.294	0.000	0.601	0.695	0.153	0.577	0.612	0.153	0.059	1.060	1.001
112.000	1.001	0.789	0.718	0.000	0.848	0.459	0.000	0.483	0.742	0.000	0.471	1.166	0.071	0.012	0.624	1.001
113.000	1.001	0.177	0.118	0.000	0.860	0.624	0.247	0.612	0.424	0.059	0.601	0.954	0.000	0.000	0.306	1.001
114.000	1.001	1.731	0.589	0.071	0.860	0.907	0.024	0.424	0.000	0.106	0.589	0.789	0.000	0.000	0.565	1.001
115.000	1.001	0.518	0.035	0.153	1.048	0.259	0.094	0.200	1.472	0.012	0.754	0.707	0.071	0.271	1.130	1.001
116.000	1.001	0.624	0.718	0.082	0.754	0.024	0.106	0.601	0.436	0.106	0.883	1.107	0.530	0.047	0.612	1.001
117.000	1.001	0.977	0.188	0.000	1.119	0.683	0.165	0.553	0.283	0.024	0.648	0.989	0.106	0.012	0.895	1.001
118.000	1.001	0.530	0.200	0.000	0.871	0.035	0.000	0.907	0.283	0.071	0.553	0.989	0.000	0.024	1.437	1.001
119.000	1.001	0.165	0.000	0.000	0.471	0.236	0.000	0.106	0.165	0.130	0.283	0.695	0.236	0.047	0.871	1.001
120.000	1.001	0.577	0.377	0.165	1.460	0.212	0.000	0.400	0.424	0.294	0.848	1.083	0.000	0.000	0.801	1.001
