Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.431s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.777	0.259	0.777	0.330	0.813	0.224	0.942	0.989
62.000	1.001	0.836	0.177	0.977	0.342	0.742	1.260	0.907	1.001
63.000	1.001	0.989	0.624	1.001	0.495	0.954	0.153	0.730	1.001
64.000	1.001	0.907	0.224	0.895	0.919	0.765	0.871	0.789	1.001
65.000	1.001	1.001	0.801	0.824	0.118	1.095	0.224	0.059	1.001
66.000	1.001	0.989	0.389	0.542	0.389	0.977	0.377	1.872	1.001
67.000	1.001	1.025	1.130	0.813	0.412	0.718	0.012	0.989	1.001
68.000	1.001	0.989	0.801	0.871	0.153	0.836	1.107	0.871	1.001
69.000	1.001	1.013	0.000	1.036	0.400	0.930	0.035	1.001	1.001
70.000	1.001	0.989	1.248	0.247	0.400	1.001	0.683	0.789	1.001
71.000	1.001	0.930	0.188	0.919	1.331	0.989	0.071	0.813	1.001
72.000	1.001	0.907	0.966	1.613	0.165	0.942	0.271	0.930	1.001
73.000	0.989	0.930	0.824	0.436	0.094	1.013	0.777	0.966	0.989
74.000	1.001	0.942	0.848	0.954	0.436	0.966	0.000	0.977	1.001
75.000	1.001	1.013	0.883	0.671	0.671	0.224	0.141	0.860	1.001
76.000	1.001	1.025	0.813	0.542	0.353	1.484	0.483	1.025	1.001
77.000	1.001	0.989	0.954	0.789	1.036	1.001	0.000	0.919	1.001
78.000	1.001	1.013	0.836	0.624	0.447	0.966	0.648	0.777	1.001
79.000	1.001	0.966	0.883	1.284	0.718	1.025	0.012	0.754	1.001
80.000	1.001	1.036	0.695	0.377	0.730	0.919	0.283	1.013	1.001
81.000	1.001	0.071	0.424	1.295	0.365	0.624	0.353	1.001	1.001
82.000	1.001	1.036	0.883	0.447	0.589	1.001	0.636	0.718	1.001
83.000	1.001	0.860	0.024	1.401	0.247	1.225	0.436	1.248	1.001
84.000	1.001	1.001	0.224	0.883	0.459	0.212	0.577	1.001	1.001
85.000	0.989	0.989	0.082	0.977	0.024	1.025	0.224	0.577	0.989
86.000	1.001	1.013	0.530	0.813	0.165	1.378	0.000	1.001	1.001
87.000	1.001	0.777	0.601	0.813	0.707	0.306	0.601	0.754	1.001
88.000	1.001	1.001	0.365	0.824	0.271	0.141	0.777	1.001	1.001
89.000	1.001	0.801	0.071	1.048	0.648	0.895	0.306	0.813	1.001
90.000	1.001	1.001	0.742	0.283	0.141	0.624	0.306	1.001	1.001
91.000	1.001	1.001	0.271	0.377	0.094	0.813	0.236	0.813	1.001
92.000	1.001	1.001	0.259	1.307	0.777	0.813	0.283	0.212	1.001
93.000	1.001	1.001	0.259	0.000	0.412	0.871	0.000	1.590	1.001
94.000	1.001	0.836	0.247	1.284	0.730	1.025	0.754	0.789	1.001
95.000	1.001	0.966	0.342	0.612	0.118	1.001	0.377	0.895	1.001
96.000	1.001	0.789	0.754	0.059	0.471	0.907	0.000	0.860	1.001
97.000	0.989	1.001	0.118	1.790	0.730	0.259	0.188	0.848	0.989
98.000	1.001	0.000	0.130	0.601	0.412	0.860	0.765	0.977	1.001
99.000	1.001	1.531	0.424	0.695	0.165	1.460	0.024	0.942	1.001
100.000	1.001	0.377	0.636	0.353	0.283	0.259	0.000	1.013	1.001
101.000	1.001	0.000	0.000	0.754	0.848	0.236	0.165	1.001	1.001
102.000	1.001	1.425	0.447	0.801	0.177	0.989	0.000	0.907	1.001
103.000	1.001	1.001	0.412	0.777	0.188	0.777	0.082	0.907	1.001
104.000	1.001	0.954	0.177	0.871	0.860	1.107	0.000	0.966	1.001
105.000	1.001	0.895	0.047	0.577	0.000	0.848	0.447	0.966	1.001
106.000	1.001	0.989	0.777	0.624	0.059	0.871	0.412	1.001	1.001
107.000	1.001	0.989	0.365	0.824	0.283	0.836	0.801	1.001	1.001
108.000	1.001	0.506	0.247	1.060	0.695	1.366	0.648	0.765	1.001
109.000	1.001	0.977	0.000	0.365	0.518	0.471	0.259	1.001	0.989
110.000	0.989	0.860	0.224	0.389	0.659	1.484	0.224	1.001	1.001
111.000	1.001	1.107	0.318	0.000	0.342	1.013	0.000	1.001	1.001
112.000	1.001	0.777	0.188	0.000	0.813	0.871	1.001	0.836	1.001
113.000	1.001	0.966	0.000	0.518	0.695	0.436	0.188	1.001	1.001
114.000	1.001	1.001	0.118	0.000	0.707	0.789	0.577	0.954	1.001
115.000	1.001	0.012	0.271	0.836	0.000	1.025	0.495	1.001	1.001
116.000	1.001	0.000	0.000	0.824	0.459	1.660	0.283	1.001	1.001
117.000	1.001	0.000	0.059	0.824	0.094	0.165	0.035	0.141	1.001
118.000	1.001	0.000	0.000	1.013	0.789	0.389	0.589	0.883	1.001
119.000	1.001	0.000	0.071	0.695	0.860	0.212	0.989	0.989	1.001
120.000	1.001	0.094	0.624	0.130	0.848	1.013	0.047	0.824	1.001
