Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.428s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.801	0.342	0.047	0.883	0.789	0.000	0.624	0.000	0.000	0.000	0.754	0.000	0.000	0.000	0.989
62.000	1.001	0.930	0.130	0.212	0.824	0.954	0.000	1.036	0.000	0.000	0.000	0.836	0.000	0.000	0.000	1.001
63.000	1.001	0.754	0.659	0.342	0.966	0.730	0.000	1.119	0.000	0.000	0.000	1.048	0.000	0.000	0.000	1.001
64.000	1.001	1.072	1.107	1.036	0.777	0.730	0.000	0.342	0.000	0.000	0.000	0.459	0.000	0.000	0.000	1.001
65.000	1.001	1.001	0.942	0.447	0.860	1.036	0.000	0.730	0.000	0.000	0.000	0.848	0.000	0.000	0.000	1.001
66.000	1.001	0.860	0.624	0.071	0.848	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
67.000	1.001	0.954	0.919	0.895	1.013	0.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
68.000	1.001	0.942	0.636	0.624	1.036	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
69.000	1.001	0.860	0.989	0.789	0.848	0.447	0.283	0.624	0.000	0.000	0.000	0.636	0.000	0.000	0.000	1.001
70.000	1.001	0.836	0.836	0.648	0.919	0.059	0.177	0.730	0.000	0.000	0.000	0.883	0.000	0.000	0.000	1.001
71.000	1.001	0.035	0.000	0.000	0.860	0.000	0.553	0.612	0.000	0.000	0.000	0.930	0.000	0.000	0.000	1.001
72.000	1.001	0.000	0.000	0.000	0.895	0.188	0.000	0.130	0.000	0.000	0.000	0.989	0.000	0.000	0.000	1.001
73.000	0.989	0.789	0.283	0.389	1.001	0.824	0.000	0.000	0.000	0.000	0.000	0.813	0.000	0.000	0.000	0.989
74.000	1.001	1.001	0.000	0.000	0.989	1.001	0.000	0.000	0.000	0.000	0.000	1.130	0.000	0.000	0.000	1.001
75.000	1.001	1.001	0.707	0.718	1.013	0.283	0.000	0.000	0.000	0.000	0.000	0.871	0.000	0.000	0.000	1.001
76.000	1.001	1.001	1.001	0.930	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
77.000	1.001	0.977	0.977	1.013	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
78.000	1.001	0.907	0.895	0.895	0.954	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
79.000	1.001	1.083	0.365	0.283	0.930	0.765	0.459	0.000	0.000	0.177	0.000	0.000	0.000	0.000	0.000	1.001
80.000	1.001	0.989	0.000	0.000	1.001	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
81.000	1.001	1.001	0.236	0.024	1.001	0.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
82.000	1.001	0.942	0.836	0.495	0.789	0.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
83.000	1.001	1.001	0.742	0.542	1.060	0.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
84.000	1.001	0.895	0.742	0.742	0.883	0.789	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
85.000	0.989	1.036	0.848	0.565	0.954	0.765	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989
86.000	1.001	0.824	1.013	0.824	0.966	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
87.000	1.001	0.895	0.577	0.353	0.860	0.954	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
88.000	1.001	0.836	0.801	0.801	1.013	0.330	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
89.000	1.001	1.130	0.200	0.082	0.836	1.437	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001
