Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.391s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.883	0.589	0.000	0.000	0.542	0.153	0.000	0.000	0.000	0.259	0.000	0.000	0.000	0.000	0.024	0.000	0.165	0.659	0.330	0.000	0.000	0.283	0.848	0.989
62.000	1.001	0.671	0.247	0.000	0.000	1.130	0.188	0.071	0.000	0.000	0.648	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.177	1.448	0.000	0.000	0.754	0.730	1.001
63.000	1.001	0.883	0.718	0.035	0.106	0.495	0.094	0.000	0.000	0.000	0.389	0.000	0.000	0.000	0.259	0.000	0.000	0.283	0.024	0.919	0.000	0.000	0.141	1.001	1.001
64.000	1.001	0.801	0.624	0.035	0.082	1.083	0.659	0.000	0.000	0.094	0.024	0.200	0.000	0.000	0.353	0.000	0.000	0.000	0.047	0.883	0.000	0.082	0.707	1.013	1.001
65.000	1.001	1.342	0.000	0.000	0.000	1.366	0.813	0.000	0.000	0.165	0.236	0.553	0.000	0.024	1.248	0.000	0.000	0.106	0.742	0.954	0.000	0.000	0.177	0.907	1.001
66.000	1.001	0.565	0.000	0.000	0.000	0.636	0.671	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.565	0.000	0.000	0.024	0.553	0.695	0.000	0.000	0.671	0.966	1.001
67.000	1.001	0.930	0.353	0.000	0.000	0.824	0.424	0.000	0.082	0.247	0.024	0.000	0.000	0.000	0.671	0.000	0.000	0.000	0.495	0.860	0.000	0.000	0.141	0.871	1.001
68.000	1.001	1.013	0.447	0.000	0.000	1.060	0.106	0.082	0.012	0.177	0.294	0.024	0.000	0.000	0.671	0.000	0.000	0.000	0.000	0.871	0.000	0.012	0.012	0.789	1.001
69.000	1.001	1.166	0.648	0.000	0.000	1.154	0.765	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.389	0.801	0.000	0.012	0.024	1.095	1.001
70.000	1.001	0.400	0.012	0.000	0.000	0.577	0.860	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.707	0.000	0.000	0.000	0.047	1.130	0.000	0.024	0.506	0.930	1.001
71.000	1.001	1.225	0.000	0.000	0.000	0.836	0.871	0.000	0.000	0.000	0.188	0.141	0.000	0.000	0.342	0.000	0.047	0.000	0.294	0.707	0.000	0.012	1.119	0.895	1.001
72.000	1.001	0.977	0.506	0.000	0.000	0.813	0.483	0.000	0.000	0.247	0.294	0.000	0.000	0.000	0.330	0.000	0.000	0.047	0.400	0.742	0.000	0.000	0.377	0.542	1.001
73.000	0.989	1.036	0.294	0.000	0.000	0.424	0.330	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.483	0.000	0.000	0.094	0.200	1.083	0.000	0.000	0.177	0.871	0.989
74.000	1.001	0.294	0.118	0.000	0.000	0.695	0.294	0.118	0.000	0.000	0.000	0.000	0.094	0.000	0.483	0.000	0.000	0.012	0.377	0.907	0.000	0.012	0.212	1.048	1.001
75.000	1.001	0.553	0.836	0.000	0.000	0.707	0.200	0.000	0.000	0.000	0.577	0.000	0.000	0.000	0.565	0.024	0.000	0.118	0.212	0.318	0.071	0.000	0.247	0.977	1.001
