Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.419s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.895	0.024	0.000	0.000	0.659	0.082	0.177	0.000	0.000	0.224	0.000	0.153	0.000	0.141	0.012	0.000	0.024	0.330	0.777	0.000	0.012	0.082	0.365	0.989
62.000	1.001	0.989	0.683	0.000	0.000	0.895	0.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.247	0.000	0.000	0.000	0.212	0.742	0.000	0.059	0.165	0.412	1.001
63.000	1.001	0.848	0.648	0.106	0.000	0.777	1.001	0.000	0.000	0.071	1.130	0.024	0.000	0.000	0.989	0.012	0.000	0.377	0.412	1.178	0.000	0.000	0.224	1.602	1.001
64.000	1.001	0.659	0.683	0.012	0.000	0.871	0.118	0.000	0.000	0.000	0.306	0.130	0.000	0.035	0.330	0.035	0.059	0.000	0.506	0.824	0.000	0.000	0.789	0.813	1.001
65.000	1.001	0.930	0.648	0.000	0.000	1.048	0.942	0.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.318	0.907	0.000	0.000	1.072	0.754	1.001
66.000	1.001	1.119	0.247	0.047	0.000	0.942	0.636	0.047	0.000	0.000	0.353	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.977	0.000	0.000	0.954	1.130	1.001
67.000	1.001	1.236	0.801	0.000	0.000	1.036	0.200	0.000	0.000	0.000	0.601	0.000	0.000	0.047	0.000	0.000	0.000	0.000	1.025	0.294	0.000	0.024	0.412	0.836	1.001
68.000	1.001	0.801	0.530	0.000	0.000	0.824	0.141	0.165	0.000	0.000	0.177	0.000	0.000	0.000	0.518	0.000	0.000	0.106	0.024	1.413	0.000	0.000	0.141	0.848	1.001
69.000	1.001	0.883	0.259	0.082	0.000	1.001	0.271	0.094	0.000	0.000	0.495	0.000	0.082	0.294	0.224	0.000	0.000	0.000	0.188	0.895	0.000	0.000	0.424	0.824	1.001
70.000	1.001	0.977	1.095	0.059	0.000	1.107	0.389	0.200	0.000	0.188	0.518	0.012	0.000	0.000	0.495	0.000	0.000	0.047	0.930	1.013	0.000	0.000	0.188	1.236	1.001
71.000	1.001	0.895	0.118	0.294	0.000	0.966	0.400	0.000	0.000	0.012	0.177	0.012	0.000	0.000	0.353	0.000	0.000	0.000	0.000	0.765	0.000	0.165	0.294	0.871	1.001
72.000	1.001	0.695	0.153	0.000	0.000	0.966	1.013	0.247	0.000	0.000	0.942	0.000	0.000	0.000	0.224	0.000	0.000	0.118	1.001	1.060	0.000	0.035	0.813	0.671	0.989
73.000	0.989	0.342	0.141	0.000	0.000	0.624	0.436	0.000	0.000	0.271	0.518	0.047	0.000	0.000	0.471	0.000	0.000	0.024	0.141	0.954	0.000	0.000	0.730	0.707	1.001
74.000	1.001	1.378	0.765	0.000	0.000	0.813	0.624	0.059	0.024	0.000	0.636	0.000	0.000	0.000	0.000	0.153	0.047	0.000	0.813	0.306	0.000	0.094	0.365	1.001	1.001
