Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.448s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.612	0.247	0.000	0.895	0.318	0.082	0.000	0.565	0.012	0.000	0.000	0.024	0.047	0.000	0.000
62.000	1.001	0.695	0.236	0.024	0.871	0.236	0.059	0.000	0.212	0.118	0.012	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.813	0.047	0.000	0.824	0.130	0.342	0.200	0.306	0.177	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	0.883	0.024	0.071	1.178	0.966	0.271	0.000	0.436	0.035	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	1.248	0.000	0.000	0.919	0.777	0.071	0.000	0.188	0.188	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.589	0.659	0.177	0.860	0.118	0.000	0.000	0.553	0.071	0.000	0.000	0.000	0.000	0.000	0.000
67.000	1.001	1.307	0.353	0.000	0.871	0.966	0.000	0.000	0.966	0.000	0.000	0.000	0.330	0.000	0.000	0.000
68.000	1.001	0.977	0.082	0.012	1.001	0.200	0.118	0.047	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	1.001	0.742	0.318	0.000	0.989	0.612	0.000	0.000	0.754	0.294	0.012	0.000	0.024	0.000	0.000	0.000
70.000	1.001	1.025	0.247	0.000	1.048	1.001	0.059	0.000	0.224	0.177	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	1.048	1.201	0.000	0.989	0.718	0.012	0.000	0.130	0.106	0.000	0.000	0.024	0.012	0.000	0.000
72.000	1.001	0.542	0.247	0.000	1.001	0.330	0.000	0.000	1.083	0.188	0.000	0.000	0.012	0.000	0.000	0.000
73.000	0.989	0.648	0.035	0.000	0.742	0.247	0.071	0.000	0.648	0.000	0.000	0.000	0.035	0.059	0.000	0.000
74.000	1.001	1.366	0.577	0.000	0.436	0.506	0.165	0.000	0.294	0.000	0.000	0.000	0.012	0.141	0.000	0.000
75.000	1.001	0.577	0.483	0.000	1.507	0.636	0.000	0.000	0.648	0.271	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	1.072	0.259	0.000	1.130	0.342	0.000	0.000	0.730	0.024	0.000	0.000	0.024	0.000	0.000	0.000
77.000	1.001	0.824	0.754	0.000	0.730	0.259	0.165	0.000	0.589	0.059	0.000	0.000	0.059	0.000	0.000	0.000
78.000	1.001	0.000	0.000	0.000	1.213	0.365	0.165	0.000	1.072	0.000	0.000	0.000	0.059	0.000	0.000	0.000
79.000	1.001	0.000	0.000	0.000	1.013	0.671	0.000	0.000	0.483	0.212	0.000	0.000	0.000	0.000	0.000	0.000
