Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.437s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.989	0.094	0.012	0.754	0.059	0.000	0.035	0.283	0.024	0.024	0.259	0.153	0.495	0.966	0.989
62.000	1.001	0.659	0.118	0.012	0.860	0.553	0.012	0.200	0.200	0.000	0.082	0.624	0.118	0.059	0.506	1.001
63.000	1.001	0.954	0.801	0.000	0.907	0.695	0.082	0.353	0.082	0.000	0.035	0.977	0.000	0.047	0.989	1.001
64.000	1.001	1.060	0.553	0.000	0.966	0.695	0.024	0.000	0.400	0.000	0.000	0.530	0.000	0.000	0.141	1.001
65.000	1.001	0.836	0.553	0.000	1.013	0.506	0.035	0.000	0.177	0.000	0.000	0.636	0.000	0.059	0.977	1.001
66.000	1.001	1.189	0.035	0.000	0.601	0.553	0.047	0.035	0.400	0.024	0.577	0.942	0.000	0.000	1.036	1.001
67.000	1.001	0.730	0.000	0.000	0.848	0.412	0.118	0.389	0.212	0.000	0.071	1.319	0.035	0.224	0.671	1.001
68.000	1.001	0.895	1.025	0.141	0.836	0.082	0.000	0.271	0.318	0.000	0.000	0.895	0.754	0.094	1.130	1.001
69.000	1.001	0.636	0.094	0.000	1.013	0.553	0.071	0.400	0.883	0.024	1.095	0.483	0.071	0.177	1.036	1.001
70.000	1.001	0.860	0.000	0.000	0.860	0.942	0.000	0.000	0.836	0.000	0.024	0.895	0.236	1.072	0.919	1.001
71.000	1.001	0.989	0.012	0.000	0.459	0.659	0.188	0.377	0.294	0.035	0.506	1.272	0.047	0.530	1.036	1.001
72.000	1.001	0.871	0.648	0.000	1.413	0.495	0.000	0.059	0.553	0.000	0.848	0.977	0.035	0.518	1.013	1.001
73.000	0.989	1.083	0.659	0.000	0.765	0.553	0.071	0.024	0.177	0.000	0.389	0.801	0.059	0.000	0.977	0.989
74.000	1.001	0.907	0.589	0.000	1.154	0.141	0.212	0.047	0.648	0.000	0.506	0.989	0.000	0.130	0.824	1.001
75.000	1.001	1.001	0.860	0.059	0.824	0.695	0.071	0.294	0.012	0.000	0.424	0.954	0.000	0.342	0.836	1.001
76.000	1.001	0.895	0.130	0.000	0.919	0.648	0.047	0.377	0.141	0.000	0.294	0.659	0.000	0.471	0.848	1.001
77.000	1.001	0.754	0.059	0.000	0.860	0.447	0.094	0.000	0.612	0.000	0.342	0.942	0.188	0.200	0.683	1.001
78.000	1.001	0.577	0.424	0.000	0.919	0.718	0.082	0.177	0.306	0.000	0.659	0.506	0.094	0.318	0.895	1.001
79.000	1.001	0.954	0.200	0.000	0.424	0.283	0.000	0.047	0.318	0.047	0.224	1.225	0.000	0.000	0.813	1.001
80.000	1.001	1.189	1.048	0.012	1.295	0.271	0.000	0.024	0.471	0.012	0.542	0.247	0.271	0.259	1.083	1.001
81.000	1.001	0.789	0.459	0.000	1.025	0.648	0.012	0.071	0.530	0.000	0.365	1.425	0.130	0.047	0.895	1.001
82.000	1.001	1.001	0.447	0.000	0.601	0.530	0.012	0.000	0.224	0.000	0.212	0.412	0.000	0.000	1.166	1.001
83.000	1.001	0.919	0.306	0.000	0.353	0.294	0.000	0.059	0.000	0.000	0.318	1.025	0.000	0.000	0.506	1.001
84.000	1.001	0.919	0.047	0.047	1.272	0.813	0.059	0.895	0.000	0.000	0.118	0.612	0.271	0.400	0.141	1.001
85.000	0.989	0.919	0.200	0.024	0.895	0.577	0.000	0.059	0.000	0.059	0.318	0.306	0.000	0.000	0.447	0.989
86.000	1.001	1.060	0.518	0.259	1.001	0.754	0.000	0.024	0.000	0.000	0.294	1.319	0.000	0.000	1.001	1.001
87.000	1.001	0.907	0.777	0.000	0.400	0.447	0.353	0.024	0.000	0.000	0.424	0.542	0.000	0.000	0.801	1.001
88.000	1.001	0.848	0.365	0.000	0.930	0.483	0.389	0.094	0.000	0.000	0.530	1.284	0.000	0.000	0.389	1.001
89.000	1.001	0.966	0.919	0.141	0.530	0.718	0.153	0.577	0.024	0.200	0.530	0.353	0.000	0.000	1.048	1.001
90.000	1.001	0.447	0.165	0.200	1.107	0.024	0.035	0.071	0.000	0.059	0.236	1.060	0.000	0.765	0.989	1.001
91.000	1.001	1.331	0.671	0.542	0.424	0.754	0.071	0.035	0.000	0.000	0.212	1.025	0.059	0.447	1.236	1.001
92.000	1.001	0.942	0.483	0.000	0.954	0.495	0.012	0.447	0.130	0.118	0.130	0.306	0.000	0.271	0.495	1.001
93.000	1.001	1.025	0.259	0.000	0.742	0.400	0.035	0.000	0.447	0.000	0.447	0.919	0.000	0.141	1.119	1.001
94.000	1.001	1.048	0.530	0.035	1.025	0.801	0.047	0.106	0.059	0.024	0.353	0.777	0.071	0.165	0.601	1.001
95.000	1.001	0.707	0.236	0.024	1.048	0.259	0.059	0.212	0.683	0.141	0.636	1.295	0.130	0.024	0.518	1.001
96.000	1.001	0.930	0.294	0.000	0.483	0.671	0.000	0.000	0.165	0.000	0.765	1.036	0.000	0.306	0.895	1.001
97.000	0.989	0.318	0.601	0.130	1.154	0.742	0.082	0.082	0.318	0.000	0.447	0.742	0.130	0.000	0.695	0.989
98.000	1.001	0.954	0.259	0.024	0.836	0.412	0.024	0.082	0.247	0.000	0.059	0.848	0.047	0.071	0.860	1.001
99.000	1.001	0.860	0.188	0.012	1.178	0.789	0.000	0.271	0.212	0.118	0.165	0.836	0.247	0.000	0.400	1.001
100.000	1.001	1.060	0.436	0.000	1.025	0.436	0.082	0.271	0.377	0.047	0.695	1.319	0.000	0.071	0.330	1.001
101.000	1.001	0.860	0.094	0.035	0.259	0.530	0.000	0.118	0.153	0.012	0.377	0.895	0.106	0.130	1.331	1.001
102.000	1.001	0.777	0.483	0.047	1.201	0.259	0.059	0.047	0.765	0.106	0.718	1.013	0.000	0.094	0.624	1.001
103.000	1.001	0.801	0.224	0.130	0.977	0.389	0.000	0.035	0.612	0.000	0.106	0.553	0.000	0.071	0.789	1.001
104.000	1.001	0.989	0.542	0.236	1.083	0.200	0.059	0.035	0.024	0.094	0.318	1.119	0.000	0.000	0.883	1.001
105.000	1.001	0.942	0.400	0.141	0.824	0.883	0.000	0.082	0.436	0.000	0.212	0.624	0.000	0.000	0.836	1.001
106.000	1.001	0.848	0.365	0.012	0.989	0.542	0.118	0.542	0.707	0.000	0.130	1.166	0.000	0.495	0.459	1.001
107.000	1.001	1.284	0.683	0.000	0.683	0.377	0.000	0.000	0.601	0.153	1.083	0.648	0.059	0.012	0.989	1.001
108.000	1.001	0.954	0.412	0.342	0.919	0.565	0.000	0.318	0.082	0.165	0.495	0.836	0.024	0.000	0.000	1.001
109.000	1.001	1.013	0.542	0.000	0.707	0.801	0.000	0.000	0.259	0.000	0.177	0.789	0.000	0.000	1.307	0.989
110.000	0.989	0.471	0.000	0.000	1.189	0.082	0.094	0.035	0.259	0.000	0.648	0.518	0.059	0.000	1.142	1.001
111.000	1.001	0.848	0.082	0.000	0.977	0.553	0.000	0.000	0.012	0.000	0.200	0.000	0.000	0.130	0.389	1.001
112.000	1.001	0.718	0.177	0.047	0.495	0.294	0.012	0.648	0.671	0.082	0.801	1.366	0.012	0.130	0.718	1.001
113.000	1.001	0.848	0.542	0.035	1.166	0.177	0.000	0.671	0.071	0.000	0.377	0.966	0.035	0.000	0.000	1.001
114.000	1.001	1.001	0.754	0.000	0.565	0.059	0.000	0.071	0.200	0.000	0.200	0.754	0.306	0.294	1.543	1.001
115.000	1.001	0.342	0.106	0.000	0.930	0.342	0.000	0.000	0.024	0.000	0.377	0.224	0.012	0.353	0.353	1.001
116.000	1.001	0.824	0.071	0.000	0.612	0.047	0.012	0.966	1.036	0.000	0.094	1.119	0.000	0.012	0.224	1.001
117.000	1.001	0.730	0.471	0.000	1.413	0.601	0.035	0.071	0.518	0.047	0.271	1.295	0.000	0.412	1.083	1.001
118.000	1.001	0.754	0.589	0.024	0.695	0.400	0.000	0.177	0.106	0.165	0.506	0.695	0.000	0.141	1.331	1.001
119.000	1.001	1.048	0.624	0.000	0.153	0.224	0.047	0.082	0.447	0.000	0.012	1.189	0.000	0.000	0.459	1.001
120.000	1.001	0.648	0.306	0.000	1.460	0.353	0.000	0.506	0.259	0.000	0.271	1.142	0.000	0.000	0.648	1.001
