Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.434s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.565	0.059	0.000	0.000	0.718	0.200	0.000	0.000	0.000	0.353	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.024	0.024	0.000	0.000	0.000
62.000	1.001	0.871	0.377	0.000	0.000	0.495	0.930	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.365	0.024	0.000	0.000	0.330	0.224	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	1.354	0.695	0.000	0.000	1.307	0.400	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	1.013	0.400	0.035	0.000	1.001	0.636	0.059	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.247	0.259	0.400	0.000	0.659	0.000	0.000	0.000	0.000	0.695	0.000	0.000	0.000	0.000	0.306	0.000	0.000	0.000	0.000	0.024	0.106	0.000	0.000	0.000
67.000	1.001	1.284	0.342	0.000	0.000	0.848	0.294	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68.000	1.001	0.777	0.035	0.000	0.000	0.754	0.047	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	1.001	1.366	0.353	0.012	0.012	0.977	0.730	0.000	0.000	0.012	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70.000	1.001	0.400	0.000	0.000	0.000	0.636	0.471	0.000	0.000	0.000	0.601	0.000	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	0.883	0.306	0.000	0.000	0.648	0.506	0.000	0.000	0.000	0.188	0.000	0.000	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	1.001	1.213	0.059	0.000	0.000	1.130	0.424	0.000	0.000	0.000	0.306	0.024	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73.000	0.989	1.072	0.047	0.000	0.000	0.730	0.813	0.000	0.000	0.000	0.436	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	0.365	0.071	0.000	0.000	0.730	0.247	0.000	0.000	0.000	0.106	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75.000	1.001	0.989	0.977	0.000	0.000	1.025	0.082	0.024	0.012	0.000	0.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	0.471	0.082	0.094	0.000	0.683	0.247	0.059	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	0.130	0.000	0.000	0.000	0.919	0.707	0.000	0.000	0.000	0.447	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78.000	1.001	1.390	0.094	0.283	0.000	1.236	0.648	0.000	0.000	0.000	0.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79.000	1.001	0.377	0.188	0.000	0.000	0.671	0.306	0.000	0.000	0.000	0.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80.000	1.001	0.530	0.118	0.000	0.000	0.577	0.118	0.000	0.000	0.000	0.683	0.000	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81.000	1.001	0.954	0.165	0.000	0.000	1.248	0.518	0.000	0.000	0.000	0.353	0.153	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82.000	1.001	0.942	0.259	0.000	0.000	0.542	0.012	0.000	0.000	0.000	0.306	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83.000	1.001	1.072	0.153	0.094	0.000	1.425	0.860	0.000	0.000	0.000	0.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
84.000	1.001	0.542	0.530	0.165	0.000	0.836	0.247	0.000	0.000	0.000	0.459	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85.000	0.989	1.272	0.306	0.012	0.000	0.895	0.271	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86.000	1.001	1.083	0.801	0.118	0.000	0.247	1.119	0.000	0.000	0.000	0.000	0.094	0.000	0.000	0.000	0.130	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87.000	1.001	0.707	0.130	0.165	0.024	1.401	0.553	0.000	0.000	0.000	0.153	0.059	0.024	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88.000	1.001	1.507	0.848	0.012	0.000	0.530	0.353	0.000	0.000	0.000	0.188	0.118	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89.000	1.001	0.789	0.860	0.236	0.000	1.213	0.200	0.000	0.000	0.000	0.342	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90.000	1.001	0.954	0.400	0.306	0.000	0.742	0.130	0.000	0.000	0.000	0.247	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91.000	1.001	0.954	0.342	0.177	0.000	0.612	0.294	0.294	0.035	0.000	0.483	0.000	0.012	0.024	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92.000	1.001	1.095	0.612	0.165	0.000	0.624	0.000	0.012	0.000	0.000	0.424	0.000	0.012	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.012	0.012	0.000	0.000	0.000
93.000	1.001	0.565	0.330	0.153	0.000	1.130	0.118	0.024	0.000	0.000	0.306	0.106	0.000	0.000	0.000	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94.000	1.001	0.977	0.789	0.000	0.000	1.119	0.436	0.000	0.000	0.000	0.188	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
