Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.448s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.000	0.000	0.000	0.895	0.000	0.000	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.977	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	1.001	0.000	0.000	0.000	0.989	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	0.000	0.000	0.000	1.013	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	1.001	0.000	0.000	0.000	0.989	0.035	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73.000	0.989	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75.000	1.001	0.000	0.000	0.000	0.977	0.000	0.000	0.000	0.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	0.000	0.000	0.000	1.072	0.000	0.000	0.000	1.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78.000	1.001	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79.000	1.001	0.000	0.000	0.000	1.001	0.754	0.000	0.000	1.025	0.130	0.000	0.047	0.000	0.000	0.000	0.000
80.000	1.001	0.000	0.000	0.000	0.977	0.954	0.000	0.000	0.977	1.260	0.000	0.000	0.000	0.000	0.000	0.000
81.000	1.001	0.000	0.000	0.000	1.013	1.036	0.000	0.000	1.013	0.683	0.082	0.071	0.000	0.000	0.000	0.000
82.000	1.001	0.000	0.000	0.000	1.001	1.001	0.000	0.000	1.001	1.248	0.000	0.000	0.000	0.000	0.000	0.000
83.000	1.001	0.000	0.000	0.000	1.001	0.200	0.000	0.000	1.001	1.001	0.000	0.000	0.000	0.000	0.000	0.000
84.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	1.001	0.000	0.000	0.000	0.000	0.000	0.000
85.000	0.989	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.400	0.000	0.000	0.000	0.000	0.000	0.000
86.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95.000	1.001	0.000	0.000	0.000	0.977	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000
