Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.406s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.919	0.365	0.730	0.059	0.000	0.294	0.024	0.000
62.000	1.001	0.777	0.495	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.601	0.047	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	1.484	0.153	1.390	0.000	0.000	0.000	0.000	0.000
65.000	1.001	0.954	0.318	1.001	0.153	0.082	0.000	0.000	0.000
66.000	1.001	0.659	0.636	0.942	0.813	0.000	0.000	0.177	0.000
67.000	1.001	0.565	0.012	0.930	0.000	0.000	0.259	0.000	0.000
68.000	1.001	1.437	0.000	0.989	0.000	0.000	0.259	0.000	0.000
69.000	1.001	0.342	0.247	0.919	0.000	0.000	0.000	0.000	0.000
70.000	1.001	0.789	0.224	0.801	0.000	0.000	0.224	0.000	0.000
71.000	1.001	0.789	0.000	0.942	0.000	0.000	0.177	0.000	0.000
72.000	1.001	1.107	0.000	0.919	0.165	0.000	0.565	0.047	0.000
73.000	0.989	1.590	0.000	1.025	1.319	0.000	0.000	0.000	0.000
74.000	1.001	0.836	0.707	1.001	1.248	0.000	0.754	0.000	0.000
75.000	1.001	1.107	0.447	1.001	0.236	0.000	0.000	0.000	0.000
76.000	1.001	0.801	0.200	1.001	0.177	0.024	0.000	0.000	0.000
77.000	1.001	0.860	0.259	0.895	0.094	0.000	0.447	0.000	0.000
78.000	1.001	1.260	0.907	0.966	0.118	0.024	0.330	0.000	0.130
79.000	1.001	0.601	0.671	1.001	0.271	0.024	0.353	0.000	0.000
80.000	1.001	0.966	0.071	1.001	0.106	0.106	0.259	0.141	0.459
81.000	1.001	0.436	0.977	0.730	0.506	0.200	0.106	0.000	0.000
82.000	1.001	1.319	0.683	0.141	0.459	0.577	0.153	0.024	0.059
83.000	1.001	0.907	0.177	0.436	0.318	0.059	0.188	0.094	0.000
84.000	1.001	1.025	0.777	1.602	0.447	0.047	0.436	0.141	0.000
85.000	0.989	1.284	0.130	0.318	0.000	0.000	0.400	0.177	0.000
86.000	1.001	0.153	0.000	0.789	0.400	0.000	0.789	0.294	0.000
87.000	1.001	0.707	0.000	0.848	0.200	0.094	0.000	0.000	0.000
88.000	1.001	0.471	0.000	0.542	0.000	0.000	0.224	0.000	0.000
89.000	1.001	1.543	0.000	0.306	0.000	0.000	0.224	0.000	0.000
90.000	1.001	0.000	0.000	0.977	0.082	0.047	0.118	0.000	0.130
91.000	1.001	1.236	0.024	0.871	0.188	0.212	0.118	0.000	0.012
92.000	1.001	1.178	0.000	0.919	0.118	0.000	0.813	0.000	0.000
93.000	1.001	0.954	0.094	0.836	0.106	0.000	0.000	0.000	0.000
94.000	1.001	0.742	0.141	0.871	0.177	0.153	0.035	0.000	0.000
95.000	1.001	0.966	0.907	0.177	0.000	0.000	0.483	0.000	0.000
96.000	1.001	1.425	0.000	1.684	0.000	0.000	0.165	0.000	0.000
97.000	0.989	0.683	0.471	0.400	0.035	0.177	0.106	0.000	0.000
98.000	1.001	0.659	0.000	1.036	0.389	0.094	0.283	0.106	0.047
99.000	1.001	0.765	0.012	0.789	0.224	0.130	0.000	0.000	0.012
100.000	1.001	1.331	0.000	1.625	0.601	0.000	0.954	0.000	0.000
101.000	1.001	0.506	0.035	0.836	0.565	0.271	0.718	0.000	0.000
102.000	1.001	1.095	0.153	0.754	0.683	0.153	0.000	0.000	0.012
103.000	1.001	0.954	0.718	0.565	0.400	0.071	0.000	0.000	0.059
104.000	1.001	1.095	0.000	0.130	0.330	0.000	0.012	0.082	0.000
105.000	1.001	1.272	0.400	0.141	0.000	0.024	0.000	0.000	0.012
106.000	1.001	1.001	0.848	0.000	0.000	0.000	0.000	0.000	0.000
107.000	1.001	0.989	0.389	0.836	0.000	0.000	0.424	0.000	0.000
108.000	1.001	0.707	0.000	0.836	0.035	0.000	0.000	0.247	0.000
109.000	1.001	0.860	0.000	0.153	0.000	0.000	0.836	0.000	0.000
110.000	0.989	0.000	0.000	0.871	0.000	0.000	0.601	0.000	0.000
111.000	1.001	0.283	0.000	0.801	0.000	0.000	0.000	0.000	0.000
112.000	1.001	1.613	0.506	1.507	0.000	0.000	0.165	0.000	0.000
113.000	1.001	0.824	0.530	0.424	0.153	0.000	0.082	0.000	0.000
114.000	1.001	0.942	0.177	0.895	0.342	0.000	0.412	0.000	0.000
115.000	1.001	1.189	0.777	0.000	0.000	0.000	0.000	0.000	0.000
116.000	1.001	1.013	0.141	0.000	0.000	0.000	0.000	0.000	0.000
117.000	1.001	1.154	0.000	0.542	0.000	0.000	0.000	0.000	0.000
118.000	1.001	0.400	0.141	0.624	0.412	0.012	0.000	0.082	0.000
119.000	1.001	1.307	0.000	1.154	0.000	0.000	0.000	0.000	0.000
120.000	1.001	0.236	0.000	0.259	0.000	0.000	0.412	0.000	0.000
