Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.430s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.612	0.082	0.871	0.306	0.141	0.177	0.000	0.000
62.000	1.001	1.213	0.047	0.860	0.754	0.000	0.765	0.224	0.000
63.000	1.001	0.954	0.000	0.848	0.883	0.000	0.059	0.436	0.000
64.000	1.001	1.001	0.000	1.001	0.353	0.000	0.424	0.436	0.000
65.000	1.001	1.048	0.530	0.553	0.765	0.000	0.377	0.082	0.000
66.000	1.001	0.977	1.048	0.907	0.742	0.000	0.000	0.000	0.000
67.000	1.001	0.966	0.707	1.142	0.082	0.000	0.047	0.000	0.000
68.000	1.001	1.025	0.318	0.683	0.589	0.012	0.012	0.506	0.000
69.000	1.001	0.954	0.247	1.366	0.707	0.000	0.047	0.624	0.000
70.000	1.001	0.942	0.106	0.624	0.424	0.012	0.000	0.306	0.000
71.000	1.001	1.025	0.000	1.295	0.930	0.000	0.000	0.377	0.000
72.000	1.001	0.483	0.000	1.166	0.495	0.000	0.271	0.318	0.000
73.000	0.989	1.201	0.000	1.119	0.683	0.000	0.153	0.188	0.000
74.000	1.001	0.966	0.707	0.636	0.742	0.024	0.506	0.400	0.000
75.000	1.001	0.000	0.000	0.813	0.188	0.000	0.000	0.024	0.035
76.000	1.001	0.000	0.000	1.013	0.530	0.000	0.836	0.000	0.000
77.000	1.001	1.590	0.683	1.130	0.330	0.059	0.224	0.318	0.000
78.000	1.001	0.966	0.424	0.659	0.624	0.612	0.082	0.012	0.000
79.000	1.001	0.789	0.577	0.283	0.542	0.200	0.000	0.000	0.000
80.000	1.001	0.047	0.024	1.425	0.294	0.047	0.165	0.283	0.000
81.000	1.001	0.871	0.035	0.648	0.412	0.000	0.271	0.000	0.000
82.000	1.001	0.318	0.824	0.024	0.789	0.047	0.000	0.059	0.059
83.000	1.001	0.824	0.471	0.765	0.153	0.000	0.648	0.094	0.000
84.000	1.001	1.013	0.459	0.860	0.200	0.789	0.707	0.106	0.000
85.000	0.989	0.718	0.165	0.765	0.024	0.130	0.000	0.000	0.000
86.000	1.001	0.907	0.094	1.319	0.000	0.000	0.094	0.000	0.000
87.000	1.001	1.543	0.236	1.272	0.530	0.177	0.000	0.000	0.000
88.000	1.001	0.141	0.118	0.000	0.000	0.212	0.000	0.000	0.000
89.000	1.001	1.354	0.483	0.000	0.188	0.059	0.000	0.130	0.000
90.000	1.001	1.013	0.389	1.448	0.353	0.000	0.412	0.000	0.000
91.000	1.001	1.201	0.000	1.284	1.048	0.177	0.000	0.000	0.000
92.000	1.001	0.506	0.212	0.389	0.059	0.683	0.813	0.000	0.000
93.000	1.001	0.224	0.801	0.306	0.589	0.271	0.200	0.000	0.000
94.000	1.001	0.718	0.024	0.824	0.601	0.153	0.483	0.082	0.000
95.000	1.001	0.860	0.024	1.284	0.177	0.012	0.000	0.177	0.000
96.000	1.001	0.648	0.024	0.271	0.883	0.271	0.000	0.094	0.000
97.000	0.989	0.141	0.071	0.000	0.000	0.188	0.000	0.000	0.000
98.000	1.001	1.083	0.118	0.824	0.094	0.424	0.000	0.188	0.000
99.000	1.001	0.919	0.188	0.224	0.447	0.094	0.000	0.447	0.000
100.000	1.001	0.789	0.000	0.930	0.330	0.094	0.024	0.071	0.000
101.000	1.001	0.059	0.000	0.683	0.024	0.012	0.000	0.012	0.000
102.000	1.001	0.989	0.106	1.154	0.094	0.094	0.294	0.012	0.271
103.000	1.001	0.659	0.601	0.860	0.153	0.082	0.530	0.153	0.047
104.000	1.001	0.659	0.035	0.377	0.012	0.000	0.000	0.000	0.000
105.000	1.001	1.154	0.212	1.319	0.188	0.188	0.353	0.059	0.200
106.000	1.001	0.707	0.000	0.989	0.000	0.000	1.248	0.565	0.000
107.000	1.001	1.107	0.024	0.848	0.165	0.118	0.224	0.294	0.000
108.000	1.001	0.777	0.000	0.659	0.224	0.024	0.177	0.012	0.035
109.000	1.001	1.378	0.000	1.496	0.542	0.012	0.000	0.000	0.118
110.000	0.989	0.577	0.106	0.942	0.130	0.035	0.000	0.000	0.094
111.000	1.001	1.025	0.059	0.977	0.188	0.035	0.059	0.200	0.094
112.000	1.001	0.671	0.000	0.483	0.130	0.000	0.789	0.024	0.000
113.000	1.001	0.919	0.094	0.777	0.047	0.000	0.071	0.471	0.094
114.000	1.001	1.331	0.000	0.871	0.471	0.000	0.106	0.765	0.000
115.000	1.001	0.919	0.000	0.212	0.047	0.000	0.000	0.471	0.000
116.000	1.001	0.518	0.000	1.060	0.483	0.000	0.483	0.813	0.000
117.000	1.001	1.083	0.000	0.813	1.001	0.000	0.000	0.424	0.000
118.000	1.001	1.189	0.754	1.119	0.412	0.000	0.165	0.412	0.000
119.000	1.001	0.989	1.072	0.801	0.200	0.047	0.000	0.306	0.000
120.000	1.001	0.553	0.471	0.636	0.400	0.000	0.012	0.118	0.047
